Title,Abstract
Rapid Land Cover Change in a Submerging Coastal County,"Sea level rise is reshaping the coasts, allowing coastal habitats such as tidal marshes to migrate inland. To predict where changes will occur, it is critical to understand the factors that influence land cover transition. Here, we test the influence of land cover type on land cover transition. We hypothesized that marsh migration may vary by upland land cover type, due to dominant plant species' differences in salinity and inundation tolerance. Additionally, the response of people may make specific land cover types more likely to be protected from transition. We measured land cover change in high resolution aerial imagery over the relatively short period of 2009 to 2017 in coastal Somerset County, Maryland. In logistic models of land cover transition, we found that 'agricultural land' and 'scrub shrub wetland / forested wetland' cover classes were more likely to transition to 'emergent wetland' than 'forest/scrub shrub' or 'urban or built-up land' cover classes, after controlling for elevation and distance to shore, two wellknown predictors of marsh migration. Over only 8 years, loss of upland area in the county totaled 6.1 km 2 , of which 5.7 km 2 was agricultural land. This represents a loss of over 2% of the farmland in the county, the majority of which converted to emergent wetland during the study period."
Landsat Analysis Ready Data for Global Land Cover and Land Cover Change Mapping,"The multi-decadal Landsat data record is a unique tool for global land cover and land use change analysis. However, the large volume of the Landsat image archive and inconsistent coverage of clear-sky observations hamper land cover monitoring at large geographic extent. Here, we present a consistently processed and temporally aggregated Landsat Analysis Ready Data produced by the Global Land Analysis and Discovery team at the University of Maryland (GLAD ARD) suitable for national to global empirical land cover mapping and change detection. The GLAD ARD represent a 16-day time-series of tiled Landsat normalized surface reflectance from 1997 to present, updated annually, and designed for land cover monitoring at global to local scales. A set of tools for multi-temporal data processing and characterization using machine learning provided with GLAD ARD serves as an end-to-end solution for Landsat-based natural resource assessment and monitoring. The GLAD ARD data and tools have been implemented at the national, regional, and global extent for water, forest, and crop mapping. The GLAD ARD data and tools are available at the GLAD website for free access."
"Drivers and Implications of Land Use/Land Cover Dynamics in Finchaa Catchment, Northwestern Ethiopia","Understanding the trajectories and extents of land use/land cover change (LULCC) is important to generate and provide helpful information to policymakers and development practitioners about the magnitude and trends of LULCC. This study presents the contributing factors of LULCC, the extent and implications of these changes for sustainable land use in the Finchaa catchment. Data from Landsat images 1987Landsat images  , 2002Landsat images  , and 2017   were used to develop the land use maps and quantify the changes. A supervised classification with the maximum likelihood classifier was used to classify the images. Key informant interviews and focused group discussions with transect walks were used for the socio-economic survey. Over the past three decades, agricultural land, commercial farm, built-up, and water bodies have increased while forestland, rangeland, grazing land, and swampy areas have decreased. Intensive agriculture without proper management practice has been a common problem of the catchment. Increased cultivation of steep slopes has increased the risk of erosion and sedimentation of nearby water bodies. Multiple factors, such as biophysical, socio-economic, institutional, technological, and demographic, contributed to the observed LULCC in the study area. A decline in agricultural yield, loss of biodiversity, extended aridity and drought, land and soil degradation, and decline of water resources are the major consequences of LULCC in the Finchaa catchment. The socio-economic developments and population growth have amplified the prolonged discrepancy between supply and demand for land and water in the catchment. More comprehensive and integrated watershed management policies will be indispensable to manage the risks."
The potential land requirements and related land use change emissions of solar energy,"Although the transition to renewable energies will intensify the global competition for land, the potential impacts driven by solar energy remain unexplored. In this work, the potential solar land requirements and related land use change emissions are computed for the EU, India, Japan and South Korea. A novel method is developed within an integrated assessment model which links socioeconomic, energy, land and climate systems. At 25-80% penetration in the electricity mix of those regions by 2050, we find that solar energy may occupy 0.5-5% of total land. The resulting land cover changes, including indirect effects, will likely cause a net release of carbon ranging from 0 to 50 gCO 2 /kWh, depending on the region, scale of expansion, solar technology efficiency and land management practices in solar parks. Hence, a coordinated planning and regulation of new solar energy infrastructures should be enforced to avoid a significant increase in their life cycle emissions through terrestrial carbon losses.
The technologies harnessing renewable energy sources are characterized by a power density several orders of magnitude lower than fossil fuels 1 . As a consequence, the transition to these sources of energy is expected to intensify the global competition for land 
For sources of renewable energy other than bioenergy, land requirements and the associated environmental impacts remain understudied in the literature from a quantitative point of view 1,10 . In the case of solar energy, the land competition element is usually expected to be negligible due to its higher relative energy density compared to bioenergy and the possibility to integrate it in urban areas or non-productive land 7,14-16 , and as such is currently excluded from official statistical reporting and integrated assessment models (IAMs). However, recent studies based on satellite views of utility-scale solar energy (USSE) under operation, either in the form of photovoltaics (PV) or concentrated solar power (CSP), show that their land use efficiency (LUE) is up to six times lower than initial estimates 
The installation of USSE on land is subject to a diversity of constraints: solar resource constraints, which are related to the solar irradiance in a certain area; geographical constraints such as the slope and the existing use of the land; and regulatory constraints, e.g. the protected status of the land, often related to ecosystem and wildlife preservation"
Land Use Policy,"As a result of the socioeconomic transformation, the rapid urban expansion of cities and towns in the Gulf Cooperation Council (GCC) states has predominately led to tremendous pressure on the limited natural resources and loss of productive lands. Indeed, the spatial patterns of urbanisation and their impacts on mountain resources and environment have received little attention, particularly in Oman. Predicting urban growth in the mountainous cities has the potential to better understand the interaction between the spatial growth patterns and the mountain topography. This study aims to analyse spatiotemporal dynamics of land use/land cover (LULC) (2008)(2009)(2010)(2011)(2012)(2013)(2014)(2015)(2016)(2017)(2018) and simulate urban expansion  in Nizwa city, Al Dakhliyah governorate, Oman. Cellular Automata (CA)-Markov and geospatial techniques were utilised to assess and project urban growth and land cover changes. The analysis was based on three maps of LULC at equal intervals derived from satellite imageries: Landsat TM for 1998, 2008 and 2018, along with topographic spatial layers (elevation, aspects, and terrain slopes) derived from the ASTER digital elevation model. In addition, other spatial parameters (population density, proximity to urban centres, and proximity to major roads,) were incorporated in the simulation process. The findings revealed that the actual LULC change during 2008-2018 was 12,014 ha of net urban growth (418.5 % change), while the simulated change was expected to be 14,985 ha by 2028, with a total of 37,465 ha increase in the built-up area and urban growth by 2038. Although the topographic variability will control LULC changes, the urban expansion overly will occupy the arable land across the valleys along with the flat areas. During the next two decades, the built-up areas will dominant, with a large percentage of vacant land (net loss 12,813 ha) and vegetation cover (net loss 35 ha) will be gradually converted into residential land use. The output of the simulations in this research could serve not only as spatial guidelines for monitoring future trends of LULC dynamics, but also address the threats and deteriorates of urban sustainability in the Omani mountainous cities. Furthermore, identifying bare soils and vegetation areas that are susceptible to urbanisation is of value for the national strategy of future urban planning in Oman."
Analyses of land use land cover (LULC) change and built-up expansion in the suburb of a metropolitan city: Spatio-temporal analysis of Delhi NCR using landsat datasets,"During past four decades, in post economic reforms period, Delhi and its surrounding regions has attracted a large number of populations which led to the rapid transformation of its LULC pattern. Therefore, this study is aimed to analyze the LULC changes during 1990-2018 as well as the growth and pattern of built-up surfaces in relation to the population growth and migration in the suburbs of Delhi metropolitan city which is also known as the National Capital Region (NCR). The Landsat 5 (TM) and Landsat 8 (OLI/TIRS) data has been used for the LU/LC classification of Delhi NCR. The K means clustering technique was applied on the Landsat data for the LULC classification and then the change detection technique was used to quantify the LULC change.
The result shows that the considerable changes in LULC have occurred with continuous increase in built-up area and open/fallow land and decrease in agriculture land and vegetation over the study time period. Built-up area increased by about 326 percent and open/fallow land by 44 percent while the agricultural land and vegetation cover have decreased by 12 percent and 34 percent of the total area of study respectively during the study period. Built-up area has mostly increased at the expense of agricultural land and vegetation cover while vegetation cover has been transformed into Built-up area, Ridge and Agriculture. The statistical analysis shows that the association between built-up expansion and the population and migrants varies from weak to high but the coefficient of determination was always positive."
ISPRS Journal of Photogrammetry and Remote Sensing,"Products reveal that land cover change is significant across most land cover classes and time periods. The land cover product was validated using existing reference data from the legacy NLCD 2011 accuracy assessment, applied to the 2011 epoch of the NLCD 2016 product line. The legacy and new NLCD 2011 overall accuracies were 82% and 83%, respectively, (standard error (SE) was 0.5%), demonstrating a small but significant increase in overall accuracy. Between 2001 and 2016, the CONUS landscape experienced significant change, with almost 8% of the landscape having experienced a land cover change at least once during this period. Nearly 50% of that change involves forest, driven by change agents of harvest, fire, disease and pests that resulted in an overall forest decline, including increasing fragmentation and loss of interior forest. Agricultural change represented 15.9% of the change, with total agricultural spatial extent showing only a slight increase of 4778 km 2 , however there was a substantial decline (7.94%) in pasture/hay during this time, transitioning mostly to cultivated crop. Water and wetland change comprised 15.2% of change and represent highly dynamic land cover classes from epoch to epoch, heavily influenced by precipitation. Grass and shrub change comprise 14.5% of the total change, with most change resulting from fire. Developed change was the most persistent and permanent land change increase adding almost 29,000 km 2 over 15 years (5.6% of total CONUS change), with southern states exhibiting expansion much faster than most of the northern states. Temporal rates of developed change increased in 2001-2006 at twice the rate of 2011-2016, reflecting a slowdown in CONUS economic activity. Future NLCD plans include increasing monitoring frequency, reducing latency time between satellite imaging and product delivery, improving accuracy and expanding the variety of products available in an integrated database."
Survey on Land Use/Land Cover (LU/LC) change analysis in remote sensing and GIS environment: Techniques and Challenges,"The surface of the earth is rapidly changing every day due to certain natural reasons and other impacts by society. Over the last few decades, the hottest topics in the field of remote sensing and GIS (geographic information system) environments have evolved from observing the nature of the earth. Owing to the enlargement of several worldwide modifications related to the nature of the earth, land use/land cover (LU/LC) change is considered as the matter of utmost importance in the natural atmosphere, and it has also become an interesting area to be studied by the researchers. As there is a lack of review articles in the land use/land cover change analysis process, we presented a comprehensive review which may help the researchers to proceed further. This paper deals with the most frequent methods used by researchers on various processes like pre-processing, classification, and prediction of time series satellite images for analyzing the LU/LC changes using satellite images. The generic flow of the LU/LC change analysis process and the challenges faced during each process by the researchers are discussed. Varied resolutions of the environmental image captured by remote sensing satellites for analyzing the LU/LC changes are discussed. Various LU/LC classes depending on change in the earth's surface are also studied and the constraint used in each application is stated. The importance of this review lies in the motivation for future researchers to work on the LU/LC change analysis problem effectively."
Watershed Hydrological Response to Combined Land Use/Land Cover and Climate Change in Highland Ethiopia: Finchaa Catchment,"Land use/land cover (LULC) and climate change affect the availability of water resources by altering the magnitude of surface runoff, aquifer recharge, and river flows. The evaluation helps to identify the level of water resources exposure to the changes that could help to plan for potential adaptive capacity. In this research, Cellular Automata (CA)-Markov in IDRISI software was used to predict the future LULC scenarios and the ensemble mean of four regional climate models (RCMs) in the coordinated regional climate downscaling experiment (CORDEX)-Africa was used for the future climate scenarios. Distribution mapping was used to bias correct the RCMs outputs, with respect to the observed precipitation and temperature. Then, the Soil and Water Assessment Tool (SWAT) model was used to evaluate the watershed hydrological responses of the catchment under separate, and combined, LULC and climate change. The result shows the ensemble mean of the four RCMs reported precipitation decline and increase in future temperature under both representative concentration pathways (RCP4.5 and RCP8.5). The increases in both maximum and minimum temperatures are higher for higher emission scenarios showing that RCP8.5 projection is warmer than RCP4.5. The changes in LULC brings an increase in surface runoff and water yield and a decline in groundwater, while the projected climate change shows a decrease in surface runoff, groundwater and water yield. The combined study of LULC and climate change shows that the effect of the combined scenario is similar to that of climate change only scenario. The overall decline of annual flow is due to the decline in the seasonal flows under combined scenarios. This could bring the reduced availability of water for crop production, which will be a chronic issue of subsistence agriculture. The possibility of surface water and groundwater reduction could also affect the availability of water resources in the catchment and further aggravate water stress in the downstream. The highly rising demands of water, owing to socio-economic progress, population growth and high demand for irrigation water downstream, in addition to the variability temperature and evaporation demands, amplify prolonged water scarcity. Consequently, strong land-use planning and climate-resilient water management policies will be indispensable to manage the risks."
Land Use Policy,"As a result of the socioeconomic transformation, the rapid urban expansion of cities and towns in the Gulf Cooperation Council (GCC) states has predominately led to tremendous pressure on the limited natural resources and loss of productive lands. Indeed, the spatial patterns of urbanisation and their impacts on mountain resources and environment have received little attention, particularly in Oman. Predicting urban growth in the mountainous cities has the potential to better understand the interaction between the spatial growth patterns and the mountain topography. This study aims to analyse spatiotemporal dynamics of land use/land cover (LULC) (2008)(2009)(2010)(2011)(2012)(2013)(2014)(2015)(2016)(2017)(2018) and simulate urban expansion  in Nizwa city, Al Dakhliyah governorate, Oman. Cellular Automata (CA)-Markov and geospatial techniques were utilised to assess and project urban growth and land cover changes. The analysis was based on three maps of LULC at equal intervals derived from satellite imageries: Landsat TM for 1998, 2008 and 2018, along with topographic spatial layers (elevation, aspects, and terrain slopes) derived from the ASTER digital elevation model. In addition, other spatial parameters (population density, proximity to urban centres, and proximity to major roads,) were incorporated in the simulation process. The findings revealed that the actual LULC change during 2008-2018 was 12,014 ha of net urban growth (418.5 % change), while the simulated change was expected to be 14,985 ha by 2028, with a total of 37,465 ha increase in the built-up area and urban growth by 2038. Although the topographic variability will control LULC changes, the urban expansion overly will occupy the arable land across the valleys along with the flat areas. During the next two decades, the built-up areas will dominant, with a large percentage of vacant land (net loss 12,813 ha) and vegetation cover (net loss 35 ha) will be gradually converted into residential land use. The output of the simulations in this research could serve not only as spatial guidelines for monitoring future trends of LULC dynamics, but also address the threats and deteriorates of urban sustainability in the Omani mountainous cities. Furthermore, identifying bare soils and vegetation areas that are susceptible to urbanisation is of value for the national strategy of future urban planning in Oman."
A review on change detection method and accuracy assessment for land use land cover,"The assessment of land use land cover change is extremely important for understanding the relationship between humans and nature. The enormous changes at a regional scale and advancements in technology have encouraged researchers to gather more information. The remote sensing technology and GIS tools cooperatively have made it easier to monitor the changes in land use land cover (LULC) from past to present. This technology has unraveled the changes at the regional and global level and has also contributed tremendous benefits to the scientific community. A variety of change detection algorithms have been used in the history of remote sensing to detect changes at earth's surface and newer techniques are still in process. The data from remote sensing satellites are the primary sources that provide an opportunity to acquire information about LULC change in recent decades, which extensively use different algorithms according to the research needs. The selection of appropriate change detection method is highly recommended in every remote sensing project. This review paper begins with the traditional pre and post-classification change detection techniques related to LULC information at the regional level. Therefore, this paper evaluated the mostly used change detection method among all others to find remarkable results. Thus the review concludes the post-classification change detection method using maximum likelihood classifier (MLC) supervised classification is applicable in all cases. The comparative analysis was also performed in a selected region having multiple land features during review in which MLC results best in comparison to others. MLC is the most commonly used technique from the past till present that has achieved high accuracy in all regions comparatively to other techniques."
"Flooding and its relationship with land cover change, population growth, and road density","This is a PDF file of an article that has undergone enhancements after acceptance, such as the addition of a cover page and metadata, and formatting for readability, but it is not yet the definitive version of record. This version will undergo additional copyediting, typesetting and review before it is published in its final form, but we are providing this version to give early visibility of the article. Please note that, during the production process, errors may be discovered which could affect the content, and all legal disclaimers that apply to the journal pertain."
"The impact of land use and land cover changes on socioeconomic factors and livelihood in the Atwima Nwabiagya district of the Ashanti region, Ghana","Land use and land cover change (LULCC) is a general term for the human modification of Earth's terrestrial surface. These modifications come by direct and indirect activities of human actions when securing essential resources. Therefore, it is necessary to analyze these land changes for the best management of natural resources and to ensure better livelihood of the inhabitants.
The influx of population from the Kumasi metropolis and peripheral areas coupled with urbanization is causing rapid changes to LULC in the Atwima Nwabiagya District. This has put pressure on the land cover especially in the forest cover areas and has affected the socioeconomic activities in the district. In view of this problem, this research sought to map and analyze the spatio-temporal LULCC patterns using multi-temporal satellite images from 1986-2019 and to identify the socioeconomic factors and their impact of LULC on the study area. Seven LULC classes were identified including; bare land, closed forest, cropland, open forest, savannah, settlement, and water. The results showed that during the period under review  there have been losses of 4178.5 hectares (7%) in closed and open forest and bare land whilst crop land and settlement have seen an increase of 21685.3 hectares (37%). In all, settlement establishment as a result of population increase, commercial activities, and porous land tenure system was identified as the main factors for LULCC in the Atwima Nwabiagya District."
"Past and future prediction of land cover land use change based on earth observation data by the CA-Markov model: a case study from Duhok governorate, Iraq","Understanding land use land cover change (LULCC) dynamics is crucial for sustaining the integrity of structure and function of ecosystems. As such, frequent measuring and monitoring of LULCC are necessary. Over the last four decades, Duhok governorate in the north of Iraq has undergone sweeping changes caused mainly by anthropogenic factors (e.g. population growth). This study used geospatial techniques and the synergy Cellular Automata (CA)-Markov approach to quantify past, current and model the future changes of LULC. The maximum likelihood classifier (MLC) was employed to conduct classification for three consecutive-year Landsat imagery (i.e. 1988, 2008 and 2017). From the classified imageries, three LULC maps with several classes were created and then, change detection analysis was implied. The classified (1988-2008) and (2008-2017)  LULC maps were incorporated into the hybrid model to predict LULC maps for 2017 and 2060, respectively. The classified 2017 LULC maps were used as a reference to validate the model output for 2017.
Relatively high accuracy agreements were achieved between the classified and the modelled maps (Kno= 0.8315, Klocation= 0.8267, Kstandard = 0.7978). The model classes estimated for 2060 compared to the classified 2017 LULC classes revealed that dense forest, sparse forest, agricultural land and barren area would decrease by -26.26% (from 327.08 to 241.08 km 2 ), -0.76% (from 2372.29 to 2355.82 km 2 ), -5.86% (from 973.21 to 916.27 km 2 ) and -10.03% (from 2918.9-2626.19 km 2 ), respectively. In contrast, the urban area would significantly increase by 271.19%, (from 161.99 to 602.19.8 km 2 ).
Dense forest in Duhok governorate has seen remarkable decline from 1988 to 2017, and future predictions demonstrated that the declining trend would continue. Dense forest would predominantly convert to sparse forest and barren areas, suggesting forest thinning and clearing. Urban areas were the most dynamic cover types that increased significantly between 1998 and 2017. This trend would continue to increase from 2.36% (2017) to 8.76% (2060). Urbanization would be predominantly at the cost of agricultural land and barren area. Information on spatiotemporal dynamics of LULCC has been proved as an effective measure for maintaining the integrity of the ecosystem components through sustainable planning and management actions."
"Land-Use and Land-Cover Changes in Dong Trieu District, Vietnam, during Past Two Decades and Their Driving Forces","Land-use and land-cover (LULC) change analyses are useful in understanding the changes in our living environments and their driving factors. Modeling changes of LULC in the future, together with the driving factors derived through analyzing the trends of past LULC changes, bring the opportunity to assess and orientate the current and future land-use policies. As the entryway of Quang Ninh province, Vietnam, Dong Trieu locale has experienced significant LULC changes during the past two decades. In this study, the spatial distribution of six Level I LULC classes, forest, cropland, orchards, waterbody, built-up, and barren land, in Dong Trieu district at 2000, 2010, and 2019 were obtained from Landsat imageries by maximum likelihood technique. The most significant changes observed over the past twenty years are a decrease of barren land (9.1%) and increases of built-up (8.1%) and orchards (6.8%). Driving factor analysis indicated that the changes of cropland and built-up were dependent on distance from road (DFR), distance from main road (DFMR), distance from urban (DFU), distance from water (DFW), elevation, slope, and population density. The changes of forest were dependent on all the driving forces listed above, except DFMR. The orchards mainly appeared near the high-population-density area. The transformation of the waterbody was affected by geography (elevation and slope) and population density. The higher the population density, the less barren the land would appear."
"Modeling and Prediction of Land Use Land Cover Change Dynamics Based on Land Change Modeler (LCM) in Nashe Watershed, Upper Blue Nile Basin, Ethiopia","Change of land use land cover (LULC) has been known globally as an essential driver of environmental change. Assessment of LULC change is the most precise method to comprehend the past land use, types of changes to be estimated, the forces and developments behind the changes. The aim of the study was to assess the temporal and spatial LULC dynamics of the past and to predict the future using Landsat images and LCM (Land Change Modeler) by considering the drivers of LULC dynamics. The research was conducted in Nashe watershed (Ethiopia) which is the main tributary of the Upper Blue Nile basin. The total watershed area is 94,578 ha. The Landsat imagery from 2019, 2005, and 1990  was used for evaluating and predicting the spatiotemporal distributions of LULC changes. The future LULC image prediction has been generated depending on the historical trends of LULC changes for the years 2035 and 2050. LCM integrated in TerrSet Geospatial Monitoring and Modeling System assimilated with MLP and CA-Markov chain have been used for monitoring, assessment of change, and future projections. Markov chain was used to generate transition probability matrices between LULC classes and cellular automata were used to predict the LULC map. Validation of the predicted LULC map of 2019 was conducted successfully with the actual LULC map. The validation accuracy was determined using the Kappa statistics and agreement/disagreement marks. The results of the historical LULC depicted that forest land, grass land, and range land are the most affected types of land use. The agricultural land in 1990 was 41,587.21 ha which increased to 57,868.95 ha in 2019 with an average growth rate of 39.15%. The forest land, range land, and grass land declined annually with rates of 48.38%, 19.58%, and 26.23%, respectively. The predicted LULC map shows that the forest cover will further degrade from 16.94% in 2019 to 8.07% in 2050, while agricultural land would be expanded to 69,021.20 ha and 69,264.44 ha in 2035 and 2050 from 57,868.95 ha in 2019. The findings of this investigation indicate an expected rapid change in LULC for the coming years. Converting the forest area, range land, and grass land into other land uses, especially to agricultural land, is the main LULC change in the future. Measures should be implemented to achieve rational use of agricultural land and the forest conversion needs to be well managed."
