,id_segment,text_segment,relevance_label,relevance_type_norm
125,1-s2.0-S0140196310000893-main_112,"In Burkina Faso, supposedly more ""secure"" land inherited from within the lineage receives more hired labor, but is used longer before it is left [fallow]",1,PRACTICES
126,1-s2.0-S0140196310000893-main_147,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shortened [fallow] periods have decreased soil fertility",1,PRACTICES
127,1-s2.0-S0168192311001122-main_96,"P11: (Interviewer: But if I\'m thinking of the Vea catchment, mainly here it\'s [rice].) Cause there is a valley",2,PRACTICES
128,1-s2.0-S0167880913003502-main_3,Conservation [agriculture] can also affect the underlying biodiversity that supports many ecosystem services,0,
129,1-s2.0-S0304387816300670-main_670,"Solving the monopolistic competition problem, the equilibrium wage of a worker in the manufacturing sector has the form', 'table': {'row': [{'cell': [None, '(1)', None, None, None, None, None, '(2)', '(3)']}, {'cell': ['Δmoisture', 'À 0.0761', None, None, None, None, None, 'À 1.064***', 'À 1.164***']}, {'cell': [None, '(0.146)', None, None, None, None, None, '(0.395)', '(0.380)']}, {'cell': ['Δmoisture Â (9 -#modern industries)', None, None, None, None, None, None, '0.116***']}, {'cell': [None, None, None, None, None, None, None, '(0.0391)']}, {'cell': ['Δmoisture Â (14 -#all industries)', None, None, None, None, None, None, '0.0824***']}, {'cell': [None, None, None, None, None, None, None, '(0.0249)']}, {'cell': ['(9 -#modern industries)/1000', None, None, None, None, None, None, 'À 0.51']}, {'cell': [None, None, None, None, None, None, None, '(1.41)']}, {'cell': ['(14 -#all industries)/1000', None, None, None, None, None, None, '0.131']}, {'cell': [None, None, None, None, None, None, None, '(0.787)']}, {'cell': ['Initial share [urban]/1000', 'À 48.9***', None, None, None, None, None, 'À 55.0***', 'À 52.0***']}, {'cell': [None, '(7.22)', None, None, None, None, None, '(8.48)', '(8.08)']}, {'cell': ['ln(distance to coast)/1000', '1.43', None, None, None, None, None, '1.55', '1.47']}, {'cell': [None, '(1.59)', None, None, None, None, None, '(1.66)', '(1.66)']}, {'cell': ['Observations', '717', None, None, None, None, None, '717', '717']}, {'cell': ['R-squared', '0.605', None, None, None, None, None, '0.607', '0.607']}, {'cell': [{'@cols': '2', '#text': 'Notes: ( = m'}, '∫ 0 n', '() zh 1/ 1 ( + ) ε', ') d h 1', '+', 'ε', 'where output of any intermediate input producer em-']}, {'cell': [None, {'@cols': '4', '#text': 'ploying ( ) l h workers is'}, {'@cols': '3', '#text': 'γ ( ) = ( ) -z h l h'}, 'λ', 'and n ε']}]}, 'note': {'p': {'p': '27', '#text': 'In the latter context, output of any final goods firm is'}}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_12', 'head': None, 'label': None, 'figDesc': 'These have forms respectively:', 'table': {'row': {'cell': ['= L N U', '( -1', 't N U', ')', ';', '( )= Ru', '( w t N 2 U', '-) u 4 ;t o t a lr e n t s', '=', 'w t N U', '2']}}}] note: [{'@xmlns': 'http://www.tei-c.org/ns/1.0', '@place': 'foot', '@n': '2', '@xml:id': 'foot_0', 'p': 'http://data.worldbank.org/data-catalog/world-development-indicators",0,
130,1-s2.0-S0304387816300670-main_479,"In summary, our rainfall and extent of industry results are not masking the effect of conflicts.']}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '7.2.', '#text': 'Micro evidence on migration choices of rural residents'}, 'p': ['We postulate that climate deterioration drives farmers to move into [urban] traded good activity, as represented by manufacturing, when such activity exists",0,
131,1-s2.0-S0264837701000205-main_74a,"on [[land use]] patterns.""}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'Tenure and [land use]', 'p': [{'ref': [{'@type': 'bibr', '@target': '#b38', '#text': '(Place et al., 1994;'}, {'@type': 'bibr', '@target': '#b25', '#text': 'Le Roy et al., 1996)'}, {'@type': 'bibr', '@target': '#b45', '#text': 'Reenberg and Lund (1998)'}, {'@type': 'bibr', '@target': '#b1', '#text': '(Baldry et al., 1995;'}, {'@type': 'bibr', '@target': '#b29', '#text': 'McMillan, 1995)'}],",0,
132,1-s2.0-S0264837701000205-main_74b,"#text': ""One obvious premise for land expansion is that idle, uncultivated land must be available to the farmer",0,
133,1-s2.0-S0140196322000143-main_291,"Varaince analysis of interannal differences: the probability p < 0.05 of the models per [[land use]] is indicated by *; significant mean differences (Studer-Newman-Keuls test at p < 0.05) are indicated by thicked bar borders.'}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@xml:id': 'fig_4', 'head': 'Fig",0,
134,1-s2.0-S016788090800131X-main_23,"In the regularly manured [crop] fields close to villages and camps, the species diversity of scattered [tree]s tends to increase with species such as Faidherbia albida, Detarium microcarpum, Prosopis africana, Ziziphus mauritiana, Sclerocarya birrea, Hyphaene thebaica and Adansonia digitata",1,PRACTICES
135,1-s2.0-S0304387816300670-main_201,"Fortunately, as noted by Moradi (2005), the Oxford Regional Economic Atlas, Africa (Ady, 1965) maps all industries by type and [city] location in Africa, based on an in-depth analysis from a variety of sources from the late 1950s and early 1960s",0,
136,1-s2.0-S0264837701000205-main_48,"Thus, perception of [[land use]] dynamics should include a hierarchy of spatial scales",0,
137,1-s2.0-S030438781000043X-mainext_713,"So during the dry season, you have a lot of big groups of people during the dry season cultivating [vegetables] or [water] melon",1,PRACTICES
138,1-s2.0-S030438781000043X-mainext_358,"In a sample of small commercial farmers, considers plantation crops (23% of farmers), long-term investments (irrigation, 3%; buildings, 73%; paddocks, 5%; and fencing, 38%), and medium term improvements such as soil and [water] conservation or manuring as the possible investment outcomes affected by land tenure",0,
139,1-s2.0-S0169204617300270-main_38,"Manure is therefore not more easily available to the farmers and it becomes beneficial for the farmers to raise livestock on the farm to ensure manure as a means to compensate for nutrients lost during [cultivation].'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'The case'}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'The regional context', 'p': [{'ref': {'@type': 'figure', '@target': '#fig_2', '#text': '1'},",1,PRACTICES
140,1-s2.0-S0301479717300713-main_417,"They do this surface and pit mining up to a shallow depth.""}, '(continued on next page)'], 'formula': {'@xml:id': 'formula_3', '#text': '(continued )'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'Classification of driver Drivers of [LULCC] Interviews', 'p': ['Associated with this mining, illegal mining, they clear the land",0,
141,1-s2.0-S235198941500102X-main_42a,"The processing of single date image is faster as compared to multi-temporal classification.'}, {'ref': [{'@type': 'bibr', '@target': '#b49', '#text': '(Nacoulma et al., 2011;'}, {'@type': 'bibr', '@target': '#b55', '#text': 'Ouedraogo et al., 2008)'}, {'@type': 'bibr', '@target': '#b7', '#text': '(Bognounou et al., 2009;'}, {'@type': 'bibr', '@target': '#b32', '#text': 'Kadeba et al., 2015;'}, {'@type': 'bibr', '@target': '#b57', '#text': 'Paré et al., 2008;'}, {'@type': 'bibr', '@target': '#b66', '#text': 'Sop et al., 2011)'}, {'@type': 'bibr', '@target': '#b25', '#text': '(Geist and Lambin, 2001;'}, {'@type': 'bibr', '@target': '#b29', '#text': 'Ikpa et al., 2009)'}, {'@type': 'bibr', '@target': '#b64', '#text': '(Schulz et al., 2011)'}],",0,
142,1-s2.0-S235198941500102X-main_42b,"#text': 'In Burkina Faso, several studies have focused on protected areas and on analyzing distribution patterns of vegetation regarding land degradation or [deforestation] , while little attention has been paid to the underlying processes generating such change",0,
143,1-s2.0-S0169204617300270-main_101,"Takoradi is part of the twin [city] Sekondi-Takoradi (merged in 1946) with roughly 170,000 inhabitants",0,
144,1-s2.0-S016788090800131X-main_125,"However, recent studies have shown that there is an emerging issue of access to [forest] resources by migrants in the region, particularly in Bougnounou district",0,
145,1-s2.0-S0308521X12000157-main_65,"It had not made a dent in the low productivity of smallholder food [crop] farming.""}, {'ref': {'@type': 'bibr', '#text': '(Inter-Academy Council, 2004)'}, '#text': 'TSP is based on the assumption that in order to boost yields we need research so that farmers can make most of its results",0,
146,1-s2.0-S0167880913003502-main_65,"Climate (rainfall and temperature), soil type (texture and mineralogy), and nutrient and [water] availability are the primary determinants of biomass production and decomposition rates",0,
147,1-s2.0-S0304387816300670-main_486,"Most are likely to be related to social and farm-related business trips, rather than seasonal migration",0,
148,1-s2.0-S0301479717300713-main_29,A holistic approach across disciplines with a focus on direct and indirect influences causing [LULCC] is needed for a comprehensive driver analysis which is still rarely conducted in land system science,0,
149,1-s2.0-S0301479717300713-main_70,"GIS data on [roads], rivers, dams and settlements were provided by the GLOWA Volta Project and population grids were acquired from a gridded population of the world database from the Socio-Economic Data and Applications Center .'}, {'ref': [{'@type': 'figure', '@target': '#fig_3', '#text': '3'}, {'@type': 'table', '@target': '#tab_1', '#text': '2'}, {'@type': 'bibr', '@target': '#b33', '#text': '(Friedl et al., 2010)'}], '#text': 'Fig",0,
150,1-s2.0-S0168192311001122-main_27,"Recently, presented a method to estimate [fallow] availability based on remote sensing data and model simulations and demonstrated their relationship with [crop] yields at the sub-basin and district scale",0,
151,1-s2.0-S0308521X12000157-main_213,Globalization of trade and the import of cheap food to satisfy [urban] electorates has exposed African smallholders to preemptive competition from OECD farmers who for over 50 years have received state support that allowed them to capture economies of scale,0,
152,1-s2.0-S030438781000043X-mainext_657,"The significance of the results here is more modest than in the GLSS; land rights positively predict the proportion of land kept [fallow], and negatively predict the use of hired labor",0,
153,1-s2.0-S235198941500102X-main_21,[Deforestation] is a widespread problem around the world,0,
154,1-s2.0-S0140196322000143-main_95,"Variables were recorded separately for [tree]s and [[shrub]s], and then, for all woody plants together",0,
155,1-s2.0-S0140196310000893-main_14,"Thanks to such schemes, SSA smallholders now produce the bulk of such export crops as cut flowers, tea, coffee, cocoa, and [cotton]."", {'ref': [{'@type': 'bibr', '@target': '#b74', '#text': '(Rey and Waters-Bayer, 2001)'}, {'@type': 'bibr', '@target': '#b76', '#text': '(Rogers, 1961)'}, {'@type': 'bibr', '#text': '(Röling, 1988, pp",1,PRACTICES
156,1-s2.0-S0304387816300670-main_218,"The growth specification removes the effect of timeinvariant district characteristics (distance to other locations such as the coast, soil quality and the like) on [urbanization] levels",0,
157,1-s2.0-S0167880913003502-main_187a,"The relative contribution of these two N pathways to N 2 O formation depends on episodic changes in soil aeration and [water] filled pore space (WFPS).', {'ref': [{'@type': 'bibr', '@target': '#b32', '#text': '(Dalal et al., 2003;'}, {'@type': 'bibr', '@target': '#b84', '#text': 'Kiese et al., 2002;'}, {'@type': 'bibr', '@target': '#b182', '#text': 'Werner et al., 2006)'}, {'@type': 'bibr', '@target': '#b180', '#text': '(Weier et al., 1993;'}, {'@type': 'bibr', '@target': '#b32', '#text': 'Dalal et al., 2003)'}]",0,
158,1-s2.0-S0167880913003502-main_187b,"#text': 'The frequency and magnitude of N 2 O emissions is linked to soil structure which is a function of bulk density, soil C and aggregation, all influenced by tillage practices and residue inputs",0,
159,1-s2.0-S0301479717300713-main_160,"So, people now would go into [cultivation] of mangos and the support they would derive from the government",1,PRACTICES
160,1-s2.0-S0301479717300713-main_131a,"Experts underpinned that, currently, every nonagricultural plot of land is bare or marginal land which cannot be used for [agriculture].",0,
161,1-s2.0-S0301479717300713-main_131b,"According to it was assumed .'}, {'ref': {'@type': 'table', '@target': '#tab_0', '#text': '1'}, '#text': 'that only 25% of the non-cropped bush-grass-[savanna] is available as [fallow] in the [maize]-[fallow] rotation",2,PRACTICES
162,1-s2.0-S0301479717300713-main_131b,"#text': 'The multiple regression analysis of remote sensing data showed that each of the drivers is interrelated to one or more different [LULCC] with a different significance level (Table, Annex 5)",0,
163,1-s2.0-S0304387816300670-main_449,"It is thus possible the [urbanization] we see is the result of people seeking the protection sometimes offered by cities, rather than their job opportunities",0,
164,1-s2.0-S0264837701000205-main_155,"Substantial changes in [land cover] and [[land use]] are referred to, although systematic studies which deal with spatial aspects are still scarce in spite of the growing evidence concerning other aspects of [agricultural land] use changes in Africa .'}, {'ref': [{'@type': 'bibr', '@target': '#b35', '#text': '(Naveh, 1989)'}, {'@type': 'bibr', '@target': '#b9', '#text': '(Brouwers, 1993;'}, {'@type': 'bibr', '@target': '#b28', '#text': 'Mazzucato and Niemeijer, 2000)'}, {'@type': 'bibr', '@target': '#b9', '#text': '(Brouwers, 1993)'}],",0,
165,1-s2.0-S0264837701000205-main_155,"#text': 'In general, [[land use]] pattern changes may not be simple to explain and predict",0,
166,1-s2.0-S0303243414001718-main_124,"Together, these suggest that if African [agriculture] becomes more input-intensive in the future, tenure security will become less important",1,PRACTICES
167,1-s2.0-S0304387816300670-main_6,Reduced farm incomes from negative shocks reduce demand for [urban] services and derived demand for [urban] labor,0,
168,1-s2.0-S0006320709005400-main_162,"Across plant, invertebrate and vertebrate groups, there is a significant loss of [forest] species as [tree] cover is reduced and vegetation structure simplified (moving from left to right in Fig",0,
0,1-s2.0-S030438781000043X-mainext_199,use an indicator variable for whether land has been left fallow in the past ten years but find little variation in it show from another part of the continent that most variation is not in whether land has been left fallow but rather for how long. ,0,
1,1-s2.0-S030438781000043X-mainext_199b,Using African data to study the relationship between investment and land rights involves its own difficulties,0,
2,1-s2.0-S000632071100245X-main_227,Similarly and found that chopping did not reduce recruitment density of other tree species,1,PRACTICES
3,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_229,The institution responsible for forest resource management at the local and national level SODEFOR face complex challenges that almost prevent them from fully applying forest laws,0,
4,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_295,Strengthening and enforcing forest protection laws supplemented by a large and effective awareness could minimise the extent of agricultural encroachment into forests and preserve biodiversity within and around protected areas,1,DRIVERS
5,s41598-024-52138-9_224,Due to infrastructure development rising cash crop output coffee cocoa groundnut mining sector growth and the exploration of crude oil the area has seen an increase in labor migration,0,
6,1-s2.0-S0303243414001718-main_102,Background pixels may differ greatly between different land uses especially between cropland and bush fallows,0,
7,Analysis of deforestation pattern in the Niger Delta region of Nigeria_19,Also apart from who investigated land use land cover change and detection in a part of southwestern Nigeria and who examined the impact of change actors on vegetation loss research on the pattern of deforestation in the Niger Delta region of Nigeria seems to be lacking,0,
8,1-s2.0-S0304387816300670-main_43,When the local agricultural sector is competing for labor with an urban sector engaged in production of goods tradable outside the district declines in moisture encourage urbanization by offering alternative employment for farmers,1,DRIVERS
9,s11269-011-9931-x_125,Next and second the impact of water availability changes on crop yields is represented via a biophysical relationship between LGP and potential crop yield,0,
10,nclimate2430_82,35. http www.tei c.org ns 1.0 Figure 2 Effect of tropical deforestation on rainfall at a continental scale. Global circulation models suggest that for low levels of deforestation regional rainfall may be similar to or slightly higher than B rainfall in undisturbed forest A,0,
11,forests-13-00698-v2_106,Classes with a low degree of separability have similar spectral signatures and were therefore combined in the same class. ,0,
12,forests-13-00698-v2_106b,The defined occupancy classes were validated on the basis of a field mission carried out which consisted of walking the entire forest on foot using a field guide in order to confirm the realities on the ground on the occupations of the ground compared to the results presented via the analysis of processed satellite images,0,
13,science.abm9267_155,Further they are also often grown together with other crops in agroforestry systems,1,"LULC, PRACTICES"
14,1-s2.0-S2351989419305116-main_183,These two countries are the world s largest cocoa producers and are in a post forest transition stage where their deforestation rates slowed down or reversed,1,"LULCC, PRACTICES"
15,1-s2.0-S2351989419305116-main_163,Such a form of agroforestry is highly beneficial to both farmers fostering self sufficiency and resilience to climate change and the environment storing on average 80.4 t C ha in biomass and hosting various tree species .,0,
16,1-s2.0-S2351989419305116-main_163b, In order to explain differences in co benefit scores across the plots influence of shade composition measured as percentage of each tree category shade tree fruit tree oil palm banana in the agroforestry component was investigated,0,
17,1-s2.0-S2468227619307070-main_152,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted in net deforestation,1,LULCC
18,nclimate2430_204,Rainfall has declined in Borneo since the 1950s and the decline has been stronger since the 1980s when deforestation intensified,0,
19,Kouassi et al. - 2021 - Assessing Land Use and Land Cover Change and Farme_150,It resulted from an increase in the cultivated area and a reduction of the forest cover and the number of trees compared to the past,1,"DRIVERS, LULCC"
20,1-s2.0-S0301479717300713-main_7,First we conducted in depth interviews and developed a list of 34 direct and indirect drivers of LULCC,0,
21,s12571-010-0070-7_70,Evergreen Agriculture also broadens the principle of crop rotations to encompass the role of fertilizer trees and or other cash crop trees to enhance soil fertility more effectively and provide needed biological and income diversity in the farm system,1,PRACTICES
22,s41559-017-0406-1_171,The final probabilistic estimate of forest extent for each model set was obtained by considering the ensemble of all 1 000 models and calculated by taking the median of the probabilistic estimates from the individual models hereafter ensemble probabilistic estimate Supplementary Fig,0,
23,remotesensing-12-03817-v2_162,In the surroundings of the cities in the north of Nigeria for example in 2000 patches of grassland and shrubland were still visible whereas in 2015 these were converted to cropland Figure,2,LULCC
24,1-s2.0-S016788090800131X-main_83,The size of other land use types decreased during the study period particularly the decrease was more notable in the gallery forest and grazing land,1,LULCC
25,010074873_166,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,2,LULC
26,1-s2.0-S0140196314000536-main_37,Studies at tree village level remain local and are rarely embedded into global datasets. type bibr Herrmann et al. 2005 p,0,
27,1-s2.0-S0341816222001990-main_240,Surface features of the Sahel and the sample point verifying desertification monitoring model,0,
28,010076607_78,Savanna cluster represents grassland with scattered trees grading into either open plain or woodland while herbaceous savanna refers to grassland,1,LULC
29,1-s2.0-S2468227619307070-main_123,Settlements bare soil dry grass continued to increase despite the decline in cultivation within the reserves,1,"DRIVERS, LULC"
30,1-s2.0-S0264837701000205-main_117,Changing ethnic dominance could therefore be an important driver for change in land use strategies. type bibr Reenberg et al,1,DRIVERS
31,remotesensing-05-00664-v2_19,Consequently changes in RUE have been suggested as an integral measure for evaluating land degradation and desertification and a number of authors have attempted to assess non precipitation related land degradation or the reverse in the Sahel by use of time series of RUE estimated wholly or partly by use of satellite remote sensing or using only ground measurements,1,DRIVERS
32,1-s2.0-S0140196314000536-main_114,Additionally trees are long lived and therefore changes in tree populations are an indicator of long term changes,1,"LULC, LULCC"
33,rudel-2013-the-national-determinants-of-deforestation-in-sub-saharan-africa_130,These multivariate analyses regress a series of independent variables on variations across countries in deforestation rates,0,
34,1-s2.0-S0167880913003502-main_356,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,1,PRACTICES
35,science.abm9267_81,As detailed below this range reflects uncertainties in how much of the TCL attributable to shifting agriculture constitutes deforestation as opposed to cyclical crop fallow rotations,1,"DRIVERS, LULCC, PRACTICES"
36,remotesensing-07-04048-v2_73,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concurring with an expansion of cropland from 17% to 21%,2,LULCC
37,s41598-024-52138-9_58,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest proportions by country found in Cape Verde 67% Gambia 53% Niger 50% Sudan 47% and Nigeria 44%,2,"DRIVERS, LULCC"
38,IBRAHIMetal_HJ2014_204,These results have important implications for water resources usage and reinforce the statement that Sahelian aquifers have the capacity during the next several decades to support smallscale irrigation at sustainable levels. figure http www.tei c.org ns 1.0 xml id fig 0 Fig,1,PRACTICES
39,1-s2.0-S016788090800131X-main_1,Title Content level a type main text Land use analysis from spatial and field data capture in southern Burkina Faso West Africa Title Content level a type main text Land use analysis from spatial and field data capture in southern Burkina Faso West Africa Abstract Content None Body Content div Since the Rio Earth Summit in 1992 many studies have concentrated on environmental issues in the tropics which have positively influenced national environmental policies,0,
40,1-s2.0-S0303243414001718-main_145,This is why tree cover here has increased by 10 20% whereas tree cover further away decreased by up to 30% see Fig,1,LULCC
41,1-s2.0-S0303243414001718-main_147,Therefore land use is not just the decisive factor for woody vegetation cover and change but particularly the subjective value given to their cultivated areas by farmers,0,
42,1-s2.0-S0169204617300270-main_283,Historically individuals families clans own the land in the city centre but they do not have the capacity to develop the land profitably. Land use planning regulations and guidelines for example the Land Administration Project the National and Regional Spatial Development Framework and the upcoming Land Use Bill were considered as opportunities for land use planning but with low confidence apart from the National and Regional Spatial Development Framework for Takoradi with medium confidence due to the abovementioned lack of law enforcement inequalities and financial gaps,0,
43,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_80,Thicket patches that burned in the 2008 extreme fire quickly established a savanna fire regime with sites burning on average once in every 3 years FF 0.34 year 1 SD 0.07 up from no fires between 2000 and 2007. Some forests that burned in extreme fires burned again whereas others did not,1,DRIVERS
44,1-s2.0-S0301479717300713-main_584,Structure of the study LULCC Land use and land cover change. http www.tei c.org ns 1.0 xml id fig 2 Fig,0,
45,1-s2.0-S030438781000043X-mainext_642,All of the investments studied whether fallow inputs or tree planting are strongly and positively correlated with the sum of rights,0,
46,remotesensing-07-04048-v2_9,2015 7 4049 multiple perspectives and avoid erroneous interpretations we underline that EO results should not be interpreted without contextual knowledge.,0,
47,remotesensing-07-04048-v2_9b,Body Content div Desertification is a complex and multi faceted phenomenon aggravating poverty that can be seen as both a cause and a consequence of land resource depletion,0,
48,remotesensing-07-04048-v2_9c,Body Content div Desertification is a complex and multi faceted phenomenon aggravating poverty that can be seen as both a cause and a consequence of land resource depletion,0,
49,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_430,The transition of natural vegetation to water bodies may indicate natural flooding or anthropogenic development of pounds and small reservoirs for cropland irrigation dams for hydro power generation urban supply and consumption as well as other economic purposes,1,"DRIVERS, LULCC"
50,s41598-024-52138-9_146,The final model performance assessment for each cycle was done on 179 separate independent test data not in either training pool. ,0,
51,S41598-024-52138-9_146a,We used FAO and SURFSARA cloud computing platforms to run inference of the fifteen land use following deforestation classes across the entire African continent 30 south 30 north,0,
52,1-s2.0-S000632071100245X-main_82,NTFP harvesting fire livestock grazing preservation of highly valued tree species and agriculture . ,0,
53,S41598-024-52138-9_146b,Within each plot we measured the following variables of all individuals of A,0,
54,remotesensing-07-04048-v2_219,76 Water resources degradation Medium resolution time series classification MODIS Landsat Cloud cover over water bodies due to similar spectral properties misclassifications Moser et al,0,
55,IBRAHIMetal_HJ2014_200,Results of long term 100 years simulations of water fluxes under fallow converted to millet cropland showed an immediate increase in water storage followed by diffuse recharge 24 mm year 1 i.e,0,
56,010074873_267,The land use practices as the construction of large dams could have an influence on surrounding climate and can lead to microclimatic changes,0,
57,1-s2.0-S0140196310000893-main_176,Similar observations were made in Guinean and Sudano Guinean savannas where suppression or alleviation of fire favours exotic or invasive species such as Chromolaena odorata that invaded a fire protected savanna or Gmelina arborea and Tectona grandis that established on plots totally protected or cleared with early fires,1,"LULC, PRACTICES"
58,1-s2.0-S2214581823000575-main_12,These outcomes give useful hydrological insights into water and land management by emphasizing the crucial role of water recycling. ,0,
59,1-s2.0-S2214581823000575-main_12a,Body Content div Understanding the response of a watershed to climate variability is complex because it is non linear due to the concurrent response of LULC to the same variability response modulated by anthropic interventions,0,
60,010068408_34,notes here the complexity and possible confusion between the evolution of former fallow and wooded savanna with very similar spectral and phenological signatures,0,
61,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_13,As a result the question of whether fires alone can convert an intact tropical forest to a savanna remains open. ,0,
62,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_13a,Historically and today fires burn frequently in most savannas at a rate of several per decade but rarely penetrate beyond intact forest margins,1,DRIVERS
63,1-s2.0-S0301479717300713-main_225,The mixed method approach also revealed that poverty contributes indirectly but with high confidence to LULCC because farmers cannot buy the required inputs such as fertilizer to maintain soil fertility,1,DRIVERS
64,science.abm9267_177,Overcoming these gaps can considerably strengthen the evidence base to help accelerate global efforts to curb agriculture driven deforestation both in the design of policy responses and in evaluating their effectiveness. ,0,
65,science.abm9267_177b,First the lack of consistent pantropical data on deforestation still hampers our ability to assess overall deforestation trends and thus the net impacts of interventions to reduce deforestation while accounting for leakage across regions and biomes,0,
66,010084528_2,This review shows that several African hydropower plants have experienced repeated power disruptions over the last three decades due to climate change and variability but it is less documented how increasing land use and land cover changes around the major dams have impacted the hydrological system and the hydropower generation,0,
67,s41598-024-52138-9_84,The land use classes identified and annotated for this study are small scale cropland large scale cropland pasture mining roads other land with tree cover plantation forest coffee settlement tea plantation water oil palm rubber cashew and cacao refer appendix D for class definitions,0,
68,Analysis of deforestation pattern in the Niger Delta region of Nigeria_105,The focus of the agentbased and systems approaches of land use change model is economic consideration that influences the use of land in a locality while narrative models depend on historical data in analysing changes in land use pattern,0,
69,010074873_282,This factor is also very important to be taking into account while simulating climate change . ,0,
70,010074873_282b,The West Africa region s basins are under different land use practices due to their trans boundary feature,1,LULC
71,1-s2.0-S235198941500102X-main_62,Some gallery forests occur along riverbeds,1,LULC
72,1-s2.0-S2214581823000575-main_87,Further we analyzed in depth the impacts of LULC change and climate variability on the water balance of sub catchments to identify the impacts of specific LULC changes e.g. cropped area in NRB on the water balance during post drought and far post drought 2010 2020,0,
73,1-s2.0-S0924271618302570-main_145,For instance the water availability depicted in the LC map see provides relevant data about fragile aquatic habitats that are hard to detect in the field due to their general small size and remoteness,0,
74,s12571-010-0070-7_143,2009 The disadvantage of the short term improved fallow systems is that land is taken out of production for 2 out of every 5 years,1,PRACTICES
75,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_613,Land Use Land Cover LULC change map of West Africa between 1975 and 2013. http www.tei c.org ns 1.0 xml id fig 32 Figure A4 . A4 Figure A4,0,
76,1-s2.0-S0167880913003502-main_429,The study of ESs in agriculture requires approaches and methods from both agronomy and ecology a bridge that is all too often incomplete yet is critical to understanding the underlying processes and controls that lead to changes in production and other ES,0,
77,s12571-010-0070-7_12,Lastly we examine the current outlook for Evergreen Agriculture to be further adapted and scaled up across the African continent. Keywords Agroforestry,0,
78,s12571-010-0070-7_199,2009 Rotational fallows that incorporate nitrogen fixing trees are also suited to areas where land holdings are somewhat larger 1 ha,1,PRACTICES
79,1-s2.0-S0264837701000205-main_131,From 1955 to 1986 the area on the dune above Mare Yomboli was cleared and used for cultivation and fields on the pediplain were abandoned,2,"LULC, LULCC"
80,1-s2.0-S2214581823000575-main_170,The hydrological model SWAT was applied to estimate water balance components WBCs for the designed experimental scenarios changing LULC alone changing climate condition alone and the combined changes of these two factors,0,
81,1-s2.0-S0264837715302131-main_126,This credit is the main determinant in the allocation of land to cotton production,1,"DRIVERS, LULC"
82,1-s2.0-S0308521X12000157-main_187,What are the reasons behind the inimical environment It is not that SSA agriculture lacks formal or informal institutions in the agricultural sector,0,
83,1-s2.0-S0303243414001718-main_2,This study uses remote sensing techniques supplemented by ground truth data to compare pre drought woody vegetation and land cover with the situation in 2011,0,
84,1-s2.0-S095937809800003X-main_210,The severe droughts which prevailed in the region in early 1970s and again in 1983 84 have had a significant impact on the role of livestock,1,DRIVERS
85,010076607_191,West Africa has rapid population growth rate associated with an increase in urbanization,1,DRIVERS
86,nclimate2430_160,Costa Rica roughly 100 km wide sits between two oceans in a Central American landmass 15 times smaller than the Amazon,0,
87,1-s2.0-S2214581823000575-main_61,They stated that an increase in surface runoff has occurred despite the deficit in rainfall and they attributed this increase to deforestation,0,
88,1-s2.0-S0167880913003502-main_296,With NT or conservation tillage N in sediments and runoff water have been reduced by as much as 60% though there is a wide range with only a 9% reduction of N in runoff recently modeled by,0,
89,remotesensing-07-04048-v2_71,used NDVI from AVHRR 1 km and SPOT VEGETATION VGT to assess land cover performance in Senegal from 1992 to 2001 that showed similar trends in terms of agricultural extension,1,LULCC
90,remotesensing-12-03817-v2_259,Historical Land Cover over the Sudano Sahel None None None None note http www.tei c.org ns 1.0 place foot xml id foot 0 Remote Sens,0,
91,s13280-012-0292-3_157,Better off households also relied on the non forest environment although to a lesser extent than poor households on average 13 % for both countries,0,
