article_id,lulc_sentence
Article_59,"In May 2013, after a dry season with severe shortage of rainfall and severe heat wave, a total of 5924 ha was destroyed in Libya due to more than seven fires of at least 40 ha, most of which occurred in the Al-Jabal Al-Akhdar region, which includes a single very large fire of more than 3300 ha The increased demand for firewood during the years following the Libyan uprising as a result of the wars which broke out in some Libyan cities was another factor that contributed to the decline in forest cover and to the increase in BLV."
Article_59,Cutting forest trees is a negative phenomenon that can lead to stripping plenty of spaces of their natural vegetation cover.
Article_59,"In fact, in such a semiarid climate, the loss of natural trees is difficult to recover due to the inability of the existing tree species in the region to regenerate naturally in addition to other limiting factors such as insufficient moisture due to frequent droughts and soil shallowness resulting from increased erosion rate after removal of protective vegetation."
Article_59,"It was generally observed that there was a significant decline in natural Mediterranean forest (NMF) and a corresponding increase in other land uses such as orchards and rain-fed agriculture (OR), irrigated crops (IC), urban and built-up lands (UB), and bare and low vegetation (BLV)."
Article_59,"The changes observed were indicative of a decrease in the expanse of NMF land, which lost about 39% of its total area over the 32 years, and the highest deforestation rate was registered in the third period (2010-2017)."
Article_59,The high deforestation was generally a result of citizen exploitation of the weakness of the state's institutions post 2011 revolution in addition to the frequency of forest fires.
Article_59,Most of the changed area of NMF were converted for agricultural land use.
Article_59,"Land under the OR class increased by about 55% and achieved a greater rate of increase during the third period, whereas the land under the IC class increased by about 85% with a higher rate of increase achieved between 2000 and 2010, and the lowest rate was recorded during the third period from 2010 to 2017."
Article_59,The urban expansion in the study area was mostly at the expense of forest and agricultural lands.
Article_59,"The annual rate of urbanization during the third period was approximately 10 and 5 times more than those recorded in the first period Indeed, if the present trend of deforestation continues, the forest in the study area will lose more than 50% of its current natural forest cover over the next 15 years."
Article_59,Deforestation in the study area and Al-Jabal Al-Akhdar in general is an important environmental challenge.
Article_60,Arid shrublands and rangelands were observed to present the greatest source of confusion specifically between crops and shrub.
Article_61,"We quantify the extent and fragmentation of suitable habitat across the continental range of Asian elephants (Elephas maximus) based on present-day occurrence data and land-use variables between 850 and 2015 A.D. We found that following centuries of relative stability, over 64% (3.36 million km 2 ) of suitable elephant habitat across Asia was lost since the year 1700, coincident with colonial-era land-use practices in South Asia and subsequent agricultural intensification in Southeast Asia."
Article_61,"Average patch size dropped 83% from approximately 99,000-16,000 km 2 and the area occupied by the largest patch decreased 83% from ~ 4 million km 2 (45% of area) to 54,000 km 2 (~ 7.5% of area)."
Article_61,"Whereas 100% of the area within 100 km of the current elephant range could have been considered suitable habitat in the year 1700, over half was unsuitable by 2015, driving potential conflict with people."
Article_61,"These losses reflect long-term decline of non-forested ecosystems, exceeding estimates of deforestation within this century."
Article_61,Habitat loss and degradation are leading drivers of terrestrial biodiversity loss worldwide 1-3 .
Article_61,An estimated three quarters of the Earth's land surface has been significantly altered by human activities 4 .
Article_61,"2, 3, S3 and Table | Discussion: We find that after several centuries of relative stability, nearly two-thirds of habitat suitable for elephants within the 13 elephant range countries declined within the past 300-500 years."
Article_61,"A gradual negative trend in the extent of suitable habitat commences as early as the 1500 s, but shows marked acceleration during the 1700s."
Article_61,"Whereas all of the area (100%) within 100 km of the current range was classified as suitable in 1700, less than half (48.6%) of it was classified as suitable by the year 2015."
Article_61,"Change in the Largest Patch Index (LPI) signifies that in the year 1700 an elephant might hypothetically have been able to traverse as much as 45% of the ""suitable"" area without interruption, but by 2015 this was down to just 7.5%."
Article_61,"These include two of the top three most threatened ecoregions in the world, the tropical dry forest and tropical/subtropical grasslands and savannahs It has been shown that up to 90% of tropical woodlands were inhabited and shaped by human societies over the past 12,000 years, opposing the view that ""human transformation of terrestrial nature is mostly recent and inherently destructive. """
Article_61,"these landscapes, the losses we report are unlikely to represent areas of pure ""wilderness"" or primary forest, but rather a mixture of habitat types, including those with some degree of human management The presence of elephants in suboptimal habitat today likely reflects a lag between land-use changes and elephant population responses | Regional trends."
Article_61,": Trends in South Asia are largely driven by India and Sri Lanka, which contain the largest remaining wild populations (Table The relationship between people and nature today is complicated by the ongoing expansion of population centers, agriculture sectors, and extractive economic activity that places additional pressure on forest resources This longer perspective also contextualizes another recent study in Nepal that documented changes in forest cover between 1930 and 2020 using topographic maps and satellite imagery Table quantified directly using data on forest cover change over the past century but negative incidents may be most prevalent in areas of relatively recent deforestation as remnant elephant populations continue to be displaced."
Article_61,"In Southeast Asia, the disappearance of highly suitable habitat in what is now central Thailand is particularly striking (Figs."
Article_61,"Our results indicate that areas of suitable habitat for elephants have not merely decreased, they have also redistributed (Fig."
Article_61,One study using fine-resolution (1 km 2 ) LULC datasets for India and Nepal predicted a loss of 41.8% of the available habitat over this century | Methods: Elephant occurrence.
Article_62,Impact of land use and land cover change on the landscape pattern and service value of the village ecosystem in the karst desertification control Human activities have had a significant impact on ecosystems.
Article_62,"The results show that: 1) forest land, orchard land, and construction land increase, and dryland and grassland decrease."
Article_62,"According to the socio-economic survey of the study area in 2020, the yield of maize and potatoes, food crops in the region, was 1,333,200 kg and 1,579,500 kg, respectively."
Article_62,"The sown areas were 222.2 hm 2 and 210.6 hm 2 , respectively."
Article_62,"The expansion of these three types of landscapes has positively affected provision services, regulating services, support services, and cultural services, and has contributed to the ecological recovery of karst areas."
Article_62,"However, tree forests, shrublands, and grasslands may coexist in three-dimensional space."
Article_62,"Firstly, during the period of KDC, the vegetation types of the village ecosystems in the karst plateau mountains with potential mild KDC are in positive succession, and the land use is dominated by woodland, or-chard, and construction land, while the area of dry land and grassland shows a decreasing trend."
Article_62,The dominance of shrubland is gradually increasing.
Article_62,"The shape of the orchard and construction land types tends to be more complex, while the shape of woodland, grassland, and cropland tend to be more regular."
Article_62,The shape of the landscape also tends to be regular and clustered.
Article_63,"Over the last 33 years, cultivation and settlement land expanded by 15.7% and 0.34%, whereas dense forest, light vegetation, and grazing land declined by 9.2%, 4.97%, and 1.85%, respectively."
Article_63,e establishment of the resettlement program and population pressure and associated demands were the major driving forces behind the land use/cover change.
Article_63,"Whereas increased soil erosion, biodiversity loss, and decline in water resources are identi ed as the major impacts of land use land cover changes in the study watershed for the last 33 years."
Article_63,"Geographically, it is located between 7 °5′ to 7 °45′ N and 36 °39′ to 37 °15′ E (Figure Subsistence mixed (crop and animal) agriculture is the major means of livelihood in the area with an average farm size of about one hectare (ha)."
Article_63,")e common growing crops are maize (Zea mays L.), teff (Ergarostis teff Zucc), rice (Oryza galberrima), and beans (Phaseolus vulgaris L.)."
Article_63,"Other less important crops include chickpea (Cicer arietinum), potato (Solanum tuberosum), onion (Allium cepa), cabbage (Brassia aleracea), and Chili pepper (Capsicum spp.)."
Article_63,"Various types of crops such as garlic (Alliium sativum), Ethiopian mustard (Brassica carrinata), oats (Avena sativa), and carrot (Dancus carota sativus) are also cultivated as cash crops."
Article_63,)e land use/cover trend analysis made for the two consecutive periods 1984 to 2000 and 2000 to 2017 has indicated that the watershed was exposed to considerable land use changes (Figures | Cultivation Land.
Article_63,": During the entire period, the area under cultivated land increased persistently from 21.4% (21913.56 ha) in 1984 to 28.2% (28925.48 ha) in 2000 and 37.1% (37991.28 ha) in 2017 (Table | Light vegetation: Areas covered with shrubs, bushes, and small trees, with useful wood, mixed with some grasses."
Article_63,"In this study, this land cover class includes agricultural plantation (such as coffee and chat enset) horticultural plantation (such as fruits, ornamental shrubs, and trees, and vegetable gardens), and agrohorticultural plantation."
Article_63,| Grazing land: Grassy areas are used for grazing.
Article_63,| Cultivation land: Areas of land that is ploughed and/or prepared for raising both annual and perennial crops.
Article_63,"Similarly, in the period between 2000 and 2017, the land under grazing land has shown a declining trend with a value of 17097.78 ha to 1615 ha, respectively )is can be attributed to the rapidly growing demand for cultivated and settlement land for other land uses in that specific period."
Article_63,"However, the establishment of the resettlement program and the ever increasing of population pressure were among the major ones."
Article_63,")ey also mentioned that as a result of the resettlement program there was huge loss of forests within which indigenous trees were removed due to selective logging for house construction, fuel wood, and expansion of crop production."
Article_63,"Juniperous procera, Millettia ferugunea, and Ximenia ameriicana, and species of Acacia were among the woody species that were seriously affected."
Article_63,)e thousands of homes in the Dedo watershed and its surroundings were also good indicators of the extent of the forest destruction.
Article_63,"Overgrazing caused by the shrinking of grazing land causes compaction, which may lead to reduced infiltration rates."
Article_63,": Land use/cover and habitat loss are widely known as the principal causes of biodiversity depletion in Ethiopia )us, the conversion of forest land to other type of land use caused numerous negative impacts on the ecosystem, as well as the livelihood of the society in the study area."
Article_63,")e major changes were expansions of cultivation and settlement land and a decline in grazing, dense forest, and light vegetation land use/cover categories."
Article_63,")e results indicated that dense vegetation land cover was among the most affected land cover with nearly 14.7 and 23.64% of its total area converted into other LULC types between the 1984 to 2000 and 2000 to 2017 periods, respectively."
Article_63,Cultivation land showed significant change over the entire analysis period with a nearly 15.7% increment.
Article_63,)e study also indicated that socio-economic factors mainly population pressure and the establishment of resettlement programs were major driving forces in land use/cover change.
Article_64,"We estimate that land use change has affected almost a third (32%) of the global land area in just six decades (1960-2019) and, thus, is around four times greater in extent than previously estimated from long-term land change assessments."
Article_64,"We also identify geographically diverging land use change processes, with afforestation and cropland abandonment in the Global North and deforestation and agricultural expansion in the South."
Article_64,"Here, we show that observed phases of accelerating (~1960-2005) and decelerating (2006-2019) land use change can be explained by the effects of global trade on agricultural production."
Article_64,We estimate that 17% of the Earth's land surface has changed at least once between the six land categories from 1960 to 2019 (see Fig.
Article_64,"We identify a global net loss of forest area of 0.8 million km², but an expansion in global agriculture (i.e."
Article_64,"cropland and pasture/ rangeland) of 1.0 and 0.9 million km², respectively."
Article_64,"Whereas forest areas in the Global North (including China) have increased, forest areas in developing countries of the Global South have strongly decreased."
Article_64,"The North-South difference in gains and losses of forests, is the opposite for global cropland areas, which have decreased in the Global North and increased in the Global South."
Article_64,"The difference between North and South is less pronounced for pasture/ rangeland change, since pasture expansion both in China and Brazil accounts for a major part of the global land area (see Fig."
Article_64,The rate of global land use change was not constant over time.
Article_64,"However, the data suggest a rather abrupt change to decreasing rates of land use change in the period from 2005, which is most evident in Africa and South America (see Fig."
Article_64,"Aside from globalised trade, other important drivers of land change dynamics, which have increasingly influenced the rate of land use change during the deceleration phase, are climate change and its associated impacts such as extreme events, drought and floods."
Article_64,"While global forest area shows a rather steady annual net decrease, which accelerated during the 1990s (see Fig."
Article_64,"The remaining land portion (FAO land area minus Urban, Cropland, Pasture/rangelands and Forest area) was divided proportionally into LUC category 5: Unmanaged grass/shrubland and 6: Sparse/no vegetation according to the area ratio of these categories in the base map."
Article_65,| Land-cover change: Land-cover transitions over the period of study showed that approximately 6.7% (±0.9%) of the total Australian territory experienced definitive land-cover change.
Article_65,"We show that an error-adjusted area of 510,975 km 2 (±69,877 km 2 ) of Australian land changed at a rate of 17,033 km 2 yr -1 (±2329 km 2 yr -1 )."
Article_65,| Interpretation of land change in Australia: Land change has occurred heterogeneously across Australia and between land-cover classes.
Article_65,"For instance, Croplands continuously declined in area until 2005 when Grassland transitioned to Cropland and Forest, increasing Cropland extent mainly in Queensland and Victoria."
Article_65,"Increases in population and population density, access to markets, and climate conditions are likely to have influenced these cropland dynamics Our definition of Grassland included pastures (managed and unmanaged), chenopods, tussock grasses, and hummock grasses covering around 66% of the Australian land mass and making this class the dominant land-cover class in the country."
Article_65,"At the national level, Grassland increased in extent because of losses in Forest and Cropland (Table Built-up areas experienced the highest relative increases across the country at around 19% over the study period."
Article_65,"The results show that ~6.7% (±0.9%) of the Australian land mass has experienced land change at a rate of ~17,033 km 2 yr -1 (±2329 km 2 yr -1 )."
Article_65,"While the main losses occurred in Croplands and Forests, the highest relative increases were experienced by Built-up areas coming mainly at the expense of Grassland losses."
Article_66,Urbanization and industrialization are one of the major factors to increase temperature.
Article_66,Asansol sub-division is one of the important industrial and urbanized regions of eastern India.
Article_66,The changing land use and land cover patterns show that the coal mine areas have been increased by 15% and urban areas also increased by 60%.
Article_66,It occupies 836.80 Km 2 areas and had a population of 16.72 lakhs in 2011.
Article_66,The southern and northern part of the study area is bounded by Ajay and Damodar River.
Article_66,"With the increase of human demand, coal mines, industries as well as urban area will rapidly increased in the test region, so there will be huge chance of increasing temperature of the above mention landuse regions."
Article_66,"The changing trend of ground surface temperature depicts that maximum and minimum temperature during the summer season has been increased about 0.15 °C and Moreover, the unused fallow land should be converted into vegetation land so that increasing surface temperature will be under control."
Article_66,"In the urban areas, more vegetation should be planted and more parks should be constructed with dense vegetation like Chittaranjan."
Article_67,"The winter LST in the study area increased by approximately 3.5 °C, which may be related to the decrease in the area of Dongting Lake water bodies, water fields and reed flats after the Three Gorges Reservoir was impounded."
Article_67,"The Dongting Lake area is located in the middle and lower reaches of the Yangtze River (28°30′N-30°20′N, 111°40′E-113°10′E), mostly below 50 m above sea level (Fig."
Article_67,"The mean LST of the Dongting Lake area in the last 20 years increased from 7.13 °C to 11.01 °C, an increase of approximately 3.5 °C, which is consistent with the global warming trend (Table correlation between LSt and other factors (nDVi, nDMi, DeM and distance from water body)."
Article_67,"(1) The LULC type in the Dongting Lake area has changed significantly, with the area of water body and paddy field declining continuously and the area of built-up land and dryland increasing gradually; these results indicate that the changes in the LULC type in the area are related to the water impoundment of the Three Gorges Dam and the ecological management policies."
Article_67,"(2) LST in the Dongting Lake area increased by 3.5 °C in winter, with differences in LST of different LULC types, LST of forest land and dryland is higher than that of other land types, and the LST of water body is much lower than that of other land types, also is much lower than the mean LST of the study area."
Article_68,"The major changes include loss of 19.72 km 2 of vegetation cover in various forest types due to increasing biotic interference and over grazing, conversion of 14.77 km 2 of Dense Sal mixed forest to open mixed forest and cultivable land, and 5.0 km 2 teak plantation and Bamboo brakes to agricultural land."
Article_68,Many spots of this area are invaded or replaced by exotic species which is causing the loss of ecology and diversity of this region.
Article_68,"Based on our study Sal mixed forest reduced by 2.88% (5.23 km 2 ), Dense mixed forest 4.02% (9.54 km 2 ), Teak plantation 6.77% (2.61 km 2 ) and Bamboo brakes reduced by 7.66% (2.34 km 2 )."
Article_68,"Moreover, Sal natural regeneration of vegetation would remain crucial, and invasion of exotic species over native species needs to be restored in the forest area."
Article_68,"Dense mixed and Sal mixed forests, Bamboo plantations, Teak forest, Open mixed forest and manmade plantations harbor huge amount of diversity in and around the Achanakmaar Amarkantak Biosphere Reserve (AABR)."
Article_68,"There are many plant species endemic to this area such as Cupressus torulosa, Araucaria bidwilli, Thuja oreintalis, Pinus caribbea etc and are well distributed (  com/40/achanakmar_amarkantak_biosphere_reserve.htm )."
Article_68,"| Material and methods: | Study area: The UNESCO natural heritage site AABR was chosen for research as the biotic interferences have notably increased in the last two decades, causing deforestation and conversion of forest areas to agricultural and open forest area."
Article_68,Reserve forest and different forest types in the core and buffer zones of AABR enrich the floral diversity of this region.
Article_68,"(0.30%), Water bodies was about 6.45 km 2 (1.03%), Agriculture 18.6 km 2 (2.96%), Bamboo Brakes 32.89 km 2 (5.24%), Teak forest area covered 41.15 km 2 (6.56%), Open mixed forest was 92.8 km 2 (14.8%) while, Dense mixed forest and Sal mixed forest had maximum part of the watershed and occupied about 246.5 km 2 (39.32%), and 186.49 km 2 (29.49%) area, respectively."
Article_68,"A comparison of the latest classified maps (2018) with that of (2008) suggested crop land, habitation and open mixed forest increasing from 2.96 to 4.38%, 0.30 to 0.34% and 14 to 16.67%, respectively over the last ten years."
Article_68,"Interestingly, in 2018 map water bodies was less than 1% (5.29 km 2 ) of the total geographical area, 4.87% area was covered by Bamboo Brakes, and Teak forest area was covered 38.54 km 2 (6.14%) which is reduction in the area with respect to 2008."
Article_68,"Similarly, Dense mixed forest and Sal mixed forest types reduced to 66.72% in 2018 against 69% in 2008 due to increasing biotic interference inside the biosphere reserve ( Table Medium resolution (Landsat 7 image) and high-resolution satellite images (i.e."
Article_68,"As demonstrated earlier by Overall accuracy, using LULC classification in the current study varies from 87.69% to 92.4%, which is in agreement of Following the LULC change from 2008 to 2018 in AABR, we could discern notable changes that occurred over the 10-year duration; such as conversion of Dense and Sal mixed forest covers to Open mixed forest and Agricultural land, ecological degradation by anthropogenic activities like slash and burn, overgrazing, overexploitation of MAPs in ground & underground vegetation, encroachment etc., The construction of permanent structure, mining, settlements, water crisis also pose severe pressure on biological resources leading to destruction of habitats of flora and fauna."
Article_68,Many native species are replaced by non-native or exotic species which is affecting the ecology of this region e.g.
Article_68,Sal and Mahua were replaced by tropical Pines and Eucalyptus which is damaging the diversity of AABR.
Article_68,The results of change detection as per Normalized difference moisture index (NDMI) revealed in the study area decreased by almost 1.42% ( Table | Conclusion: AABR has vast forest area with high anthropogenic pressure for resource utilization by tribes and other forest dwelling communities.
Article_68,The decadal LULC changes in the AABR covering an area of 626.76 km 2 in temporal scale from 2008 to 2018.
Article_68,The area is predominantly covered with forest vegetation but substantial conversion witnessed in different vegetation classes such as Dense mixed forest and Sal mixed forest in fringe areas of cultivable land and habitation.
Article_69,"Dynamic change of land use/land cover patterns and driving factors of Nansihu Lake Basin in Shandong Province, China Anthropogenic activities and natural factors have a significant effect on land use/land cover (LULC) patterns of Nansihu Lake basin."
Article_69,The results showed that cultivated land and construction land were the dominant LULC types.
Article_69,"As construction land gradually expanded to the surrounding areas, a large amount of cultivated land was occupied, especially in the peripheral areas of the central cities."
Article_69,"During 1987During -2017, 4109, 4109.22 km 2 of cultivated land was converted into construction land, accounting for 86.38% of cultivated land change, and the contribution rate to construction land was 95.24%."
Article_69,"Because of the severe drought in 2002, waters first decreased and then increased."
Article_69,"The dynamic degree of waters reached 2.11%, and the increment of waters was mainly converted from cultivated land and unused land."
Article_69,"The degree of LULC fragmentation was strengthened, and the distribution showed a diversified trend."
Article_69,"Under different scenarios, the expansion of construction land and occupation of cultivated land will continue to be the main features of LULC changes in the future."
Article_69,"The ES and CS were policy-based scenarios, and their LULC demand were calculated using the modified Markov transition matrix The conversion elasticity (ELAS) is related to the reversibility of LULC changes, which reflects the ease or difficulty of LULC conversion | Results: | Spatial-temporal change of LULC patterns: | LULC pattern index analysis: At the patch level (Table On the whole basin, the ED and PAFRAC displayed a continuous growing trend (Table | LULC dynamic transfer analysis: As seen in Table | Regional differences analysis: According to the preliminary analysis, the two main LULC types in the basin were cultivated land and construction land, and waters were the most typical LULC in Shandong Nansihu Lake basin."
Article_69,"In 1987, cultivated land was densely distributed in most of the basin, except for the central areas of cities, the eastern mountains and Nansihu Lake."
Article_69,"The cultivated land with a high DI (80 < DI ≤ 100) reached 19,455.61 km 2 , covering 67.13%."
Article_69,The largest distribution area of construction land was the region with DI varying from 10 to 20.
Article_69,The construction land with DI ranging from 50 to 100 accounted for only 0.99%.
Article_69,"In 2002, cultivated land showed an overall decreasing trend."
Article_69,The cultivated land with DI ranging from 80 to 100 decreased by 1915.21 km 2 .
Article_69,"The construction land with a high DI (80 < DI ≤ 100) gradually emerged in Juancheng, Dongming, Dingtao, Chengwu, Caoxian and other counties."
Article_69,"The construction land with DI ranging from 50 to 100 reached 593.24 km 2 , with the areal proportion increasing to 2.05%."
Article_69,"A large amount of cultivated land surrounding cities was occupied, and the decrement in cultivated land Fig."
Article_69,"In 2017, construction land increased significantly, while cultivated land tended to decline."
Article_69,"The cultivated land with a high DI (80 < DI ≤ 100) decreased by 8166.05 km 2 , and the areal proportion decreased from 67.13% to 38.96%."
Article_69,"The construction land with DI ranging from 50 to 100 increased from 287.24 km 2 to 2494.91 km 2 , and the areal proportion increased to 8.61%."
Article_69,"The change was more prominent in Mudan District of Heze, downtown Jining and Tengzhou City, where the decrement in cultivated land reached 0.57 km 2 to 1 km 2 within a grid and the increment in construction land reached 0.67-1 km 2 ."
Article_69,"According to the Wald statistics shown in Table | Simulation of LULC patterns under different scenarios: The simulations exhibited similar change trends of cultivated land and construction land under different scenarios, i.e., the expansion of construction land generally would mainly occur at the edges of original cities and at the expense of cultivated land."
Article_69,"Under the NS, the change in construction land would be the largest."
Article_69,"The conversion would occur mainly in Mudan District, Dingtao and Juye Counties of Heze, Jiaxiang County, Rencheng District, Yanzhou, Qufu and Zoucheng Cities of Jining, Tengzhou City of Zaozhuang and other regions with greater development potential along the main railways and highways."
Article_69,"Under the ES, the increase range of construction land would decrease."
Article_69,"The most significant change would be observed in Mudan District, downtown Jining and Rencheng District."
Article_69,"Under the CS, the rangeability of cultivated land and construction land would decrease drastically."
Article_69,This result revealed that the cultivated land would receive effective protection.
Article_69,"Under the NS and CS, the forestland and grassland would decrease in the eastern mountains, the reduction under the CS would be more variable."
Article_69,"Under the ES, these ecological lands would have an ascending tendency."
Article_69,"Among them, the grassland would have the largest increase mainly at the expense of cultivated land, which would sharply increase by 1247.61 km 2 , especially in Juye County, Zoucheng City, Sishui and Ningyang Counties."
Article_69,"The forestland would increase mainly in the eastern mountains, such as southern Sishui County, eastern Zoucheng City and Shanting District."
Article_69,There would be a decreasing trend mainly on the bank of Nansihu Lake and in the eastern mountains for the tendency of unused land.
Article_69,"| Discussion: | Spatial-temporal dynamic change of LULC patterns: Our results revealed that construction land increased sharply and cultivated land decreased dramatically from 1987 to 2017 in Nansihu Lake basin, waters fluctuated with climate and anthropogenic factors."
Article_69,"As a result, cultivated land and construction land were the dominant LULC types."
Article_69,"Urbanization and the reclaiming of cultivated land increased fragmentation, heterogeneity and shape complexity of LULC patterns."
Article_69,The rivers and lakes were invaded and replaced by grassland on the river bank and lakeshore due to the severe drought in 2002.
Article_69,"Our results demonstrated that during 1987-2017, the main change direction involved in cultivated land reduction was the conversion to construction land, and 4109.22 km 2 was converted into construction land, accounting for 86.38% of the cultivated land change; finally, the contribution rate to the construction land was 95.24%."
Article_69,"Due to the forms of urban growth, the construction land expanded outward from the original city centre and along the main lines of communication."
Article_69,"The largest transformation to construction land occurred in the areas surrounding cities and towns, especially in Mudan District of Heze, downtown Jining and downtown Zaozhuang."
Article_69,"These change trends were similar to the findings of | Driving factors of LULC changes: Generally, LULC changes in Nansihu Lake basin were strongly influenced by natural environment and socio-economic factors."
Article_69,"However, the higher distribution probability of forestland and grassland were found at higher altitude and steeper slope."
Article_69,"With the acceleration of urbanization, the urban land demand for infrastructure driving by population growth and economic development increased gradually."
Article_69,"The scale of construction land expanded rapidly, which led to a serious loss of cultivated land and a significant LULC change in the peripheral areas of cities."
Article_69,"Influenced by the radiating and driving effects of the city centre, with the decrease in the distance to cities, the distribution probability of construction land was increased."
Article_69,"The areas surrounding the main roads had become active economic growth areas because of the convenient traffic conditions; moreover, the increase in distribution probability of residential area, township and other construction land led to a remarkable LULC change."
Article_69,"The areas surrounding counties, cities, districts and main roads became hotspots of LULC changes, which led a large amount of cultivated land to be occupied by construction land."
Article_69,"Under different scenarios, the expansion of construction land and occupation of cultivated land will continue to be the main characteristics of LULC changes in the future."
Article_70,"Despite the country's designation of forest regions as protected areas to conserve their valuable resources, deforestation and forest conversion remained unabated."
Article_70,"A significant forest cover loss of around 1117.17 ha (16%) was recorded in the FKWS impact area between 1994 and 2021, with the hugest proportion of 867.78 ha (12.24%) deforested in the first period (1994)(1995)(1996)(1997)(1998)(1999)(2000)(2001)."
Article_70,"Agricultural land also declined by 593.73 ha (8.37%) within the entire period, despite its initial increase of 392.04 ha (5.53%) between 2001 and 2010, being the primary driver of earlier deforestation."
Article_70,"However, in the recent decade (2010)(2011)(2012)(2013)(2014)(2015)(2016)(2017)(2018)(2019)(2020)(2021), settlement expansion of 963.90 ha (13.59%) due to massive human migration in the area contributed to the most remarkable overall land cover change of 1731.51 ha (24.42%)."
Article_70,"Land use land cover (LULC) • Landsat • Normalized difference vegetation index (NDVI) • Soil adjusted vegetation index (SAVI) • Land surface temperature (LST) Introduction: The alarming rate of deforestation and its repercussions have raised concerns on a global scale Bangladesh is a small developing nation with a vast population size that was around 147 million as of mid-2007 and is predicted to be 222 million by 2050 The Fashiakhali Wildlife Sanctuary (FKWS), located within Fashiakhali Forest Reserve, is a protected area in the Chittagong Hill Tracts, Bangladesh and was declared a wildlife sanctuary in 2007 The land cover describes the physical and environmental characteristics of the land surface area, including the presence of water, crops, forests, constructions, etc."
Article_70,"The forest, water, and agriculture/grassland classes predominantly experienced negative changes, although agriculture/ grassland had recorded a considerable positive change within 2001-2010."
Article_70,"On the other hand, the land areas considered bare land and settlement recorded a positive change over the years."
Article_70,"The most significant transitions between 1994 and 2021 were found for forest and settlement, with a total of about 16% loss and 24% gain, respectively."
Article_70,"Of these changes, the hugest forest change was recorded within the earliest seven (7) years evaluated In the recent decade, although the direct conversion of forest for agriculture in the protected area was no longer prominent, there has been continual cultivation of a large expanse of bare land."
Article_70,"The forest cover, predominantly accounting for almost 50% of the entire land area, drastically reduced over the years, especially within the first evaluation period"
Article_71,"The geographical position is between 0 • 45 58.1 north latitude and 24 • 4 6.13 east longitude, approximately 100 km west of Kisangani."
Article_71,"The geographical position is between 0°45'58.1'' north latitude and 24°4'6.13'' east longitude, approximately 100 km west of Kisangani."
Article_71,"Cisterns are present exclusively in Isalowe, Lusambila and Lumumba (Isalowe, Lusambila and Loweo watersheds)."
Article_71,"Cisterns are present exclusively in Isalowe, Lusambila and Lumumba (Isalowe, Lusambila and Loweo watersheds)."
Article_71,"The proportions of DF are much lower in the Isalowe and Lusambila watersheds, where they have a significant proportion of BSR, compared to Lobilo and Loweo watersheds."
Article_71,"This means that as the PD of CL, ED of bare soil and residential and MPA of GL increase, the proportion of | Discussion: | LULC Dynamics in the Yangambi Watersheds: Most of the five watersheds have DF as the highest proportion of LULC."
Article_71,"The proportions of DF are much lower in the Isalowe and Lusambila watersheds, where they have a significant proportion of BSR, compared to Lobilo and Loweo watersheds."
Article_71,"This means that as the PD of CL, ED of bare soil and residential and MPA of GL increase, the proportion of DF patches tends to decrease in the watersheds."
Article_71,"The CL, BSR, GL and PF landscape parameters also change positively with those showing an increase in forest landscape fragmentation (ED and PD), but also a decrease in its proportion in Yangambi."
Article_71,"On the other hand, the increase in PD, MPA, ED, CL, bare soil and GL increased turbidity significantly."
Article_71,"In the old settlements constructed around the houses of INERA workers, especially in Lusambila and Isalowe, the presence of cisterns and improved water springs is noticeable."
Article_71,This situation is amplified by the conversion of DF cover to other types of land use (linked to anthropization).
Article_72,The results of the study show that the main land cover changes in Shandong province during 2000-2020 was cultivated land conversion to artificial surfaces.
Article_72,"Among them, the area of cultivated land converted to artificial surfaces from 2000 to 2010 was 4930.62 km 2 , and the proportion of cultivated land converted to artificial surfaces from 2010 to 2020 was as high as 78.35%."
Article_72,The total carbon stock of vegetation affected by land cover change decreased by 463.96 × 10 4 t and 193.50 × 10 4 t in 2000-2010 and 2010-2020 respectively.
Article_72,"The implementation of the reform and opening-up policy has led to a significant acceleration of urbanisation in China, most notably the dramatic expansion of artificial surfaces."
Article_72,analysed the influence of expanding construction land on carbon emissions related to energy in China and its provinces from 2001 to 2011 11 .
Article_72,This is a very common phenomenon for the current urbanisation process in China.
Article_72,"Jining City covers Weishan Lake, the largest freshwater lake in northern China, and the construction of water storage facilities such as dams and river embankments, as well as river ditches on agricultural land and aquaculture ponds, has led to large changes in the area of water bodies in Jining City The change in water bodies and wetland conversion is mainly distributed in Dongying City."
Article_72,(1) The main change in land cover in Shandong province during the period 2000-2020 was the conversion from cultivated land to artificial surfaces.
Article_72,"From 2000 to 2010, a total of 7748.14 km 2 of cultivated land was transferred, with 4930.62 km 2 being converted to artificial surfaces."
Article_72,"Between 2010 and 2020, the proportion of cultivated land converted to artificial surfaces was as high as 78.35%."
Article_72,The conversion of water bodies and wetland in Dongying City is related to policy factors.
Article_73,| Evaluation Correlation: The | Results and Discussion: | 475: The trend of LULC change from 2005 | 476: to 2020 is summarised in Tables | 587: The results demonstrate that due to anthropogenic
Article_74,"The land cover area represents the forest-covered areas, wetlands, grasslands, water-covered areas, mountainous regions and deserts etc."
Article_74,"We can see LU/LC change happening during the loss or development of forests, agricultural land, bodies of water and urban areas."
Article_75,"As a susceptible area to salinity and desertification, receiving only about 195 mm rainfall annually, the Hable-Rud River basin is especially sensitive to land use/cover changes."
