Unnamed: 0,id_segment,text_segment,relevance_label,relevance_type_norm
38,IBRAHIMetal_HJ2014_204,These results have important implications for water resources usage and reinforce the statement that Sahelian aquifers have the capacity during the next several decades to support smallscale irrigation at sustainable levels. figure http www.tei c.org ns 1.0 xml id fig 0 Fig,1,PRACTICES
39,1-s2.0-S016788090800131X-main_1,Title Content level a type main text Land use analysis from spatial and field data capture in southern Burkina Faso West Africa Title Content level a type main text Land use analysis from spatial and field data capture in southern Burkina Faso West Africa Abstract Content None Body Content div Since the Rio Earth Summit in 1992 many studies have concentrated on environmental issues in the tropics which have positively influenced national environmental policies,0,
40,1-s2.0-S0303243414001718-main_145,This is why tree cover here has increased by 10 20% whereas tree cover further away decreased by up to 30% see Fig,1,LULCC
41,1-s2.0-S0303243414001718-main_147,Therefore land use is not just the decisive factor for woody vegetation cover and change but particularly the subjective value given to their cultivated areas by farmers,0,
42,1-s2.0-S0169204617300270-main_283,Historically individuals families clans own the land in the city centre but they do not have the capacity to develop the land profitably. Land use planning regulations and guidelines for example the Land Administration Project the National and Regional Spatial Development Framework and the upcoming Land Use Bill were considered as opportunities for land use planning but with low confidence apart from the National and Regional Spatial Development Framework for Takoradi with medium confidence due to the abovementioned lack of law enforcement inequalities and financial gaps,0,
43,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_80,Thicket patches that burned in the 2008 extreme fire quickly established a savanna fire regime with sites burning on average once in every 3 years FF 0.34 year 1 SD 0.07 up from no fires between 2000 and 2007. Some forests that burned in extreme fires burned again whereas others did not,1,DRIVERS
44,1-s2.0-S0301479717300713-main_584,Structure of the study LULCC Land use and land cover change. http www.tei c.org ns 1.0 xml id fig 2 Fig,0,
45,1-s2.0-S030438781000043X-mainext_642,All of the investments studied whether fallow inputs or tree planting are strongly and positively correlated with the sum of rights,0,
46,remotesensing-07-04048-v2_9,2015 7 4049 multiple perspectives and avoid erroneous interpretations we underline that EO results should not be interpreted without contextual knowledge.,0,
47,remotesensing-07-04048-v2_9b,Body Content div Desertification is a complex and multi faceted phenomenon aggravating poverty that can be seen as both a cause and a consequence of land resource depletion,0,
48,remotesensing-07-04048-v2_9c,Body Content div Desertification is a complex and multi faceted phenomenon aggravating poverty that can be seen as both a cause and a consequence of land resource depletion,0,
49,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_430,The transition of natural vegetation to water bodies may indicate natural flooding or anthropogenic development of pounds and small reservoirs for cropland irrigation dams for hydro power generation urban supply and consumption as well as other economic purposes,1,"DRIVERS, LULCC"
50,s41598-024-52138-9_146,The final model performance assessment for each cycle was done on 179 separate independent test data not in either training pool.,0,
51,S41598-024-52138-9_146a,We used FAO and SURFSARA cloud computing platforms to run inference of the fifteen land use following deforestation classes across the entire African continent 30 south 30 north,0,
52,1-s2.0-S000632071100245X-main_82,NTFP harvesting fire livestock grazing preservation of highly valued tree species and agriculture .,0,
53,S41598-024-52138-9_146b,Within each plot we measured the following variables of all individuals of A,0,
54,remotesensing-07-04048-v2_219,76 Water resources degradation Medium resolution time series classification MODIS Landsat Cloud cover over water bodies due to similar spectral properties misclassifications Moser et al,0,
55,IBRAHIMetal_HJ2014_200,Results of long term 100 years simulations of water fluxes under fallow converted to millet cropland showed an immediate increase in water storage followed by diffuse recharge 24 mm year 1 i.e,0,
56,010074873_267,The land use practices as the construction of large dams could have an influence on surrounding climate and can lead to microclimatic changes,0,
57,1-s2.0-S0140196310000893-main_176,Similar observations were made in Guinean and Sudano Guinean savannas where suppression or alleviation of fire favours exotic or invasive species such as Chromolaena odorata that invaded a fire protected savanna or Gmelina arborea and Tectona grandis that established on plots totally protected or cleared with early fires,1,"LULC, PRACTICES"
58,1-s2.0-S2214581823000575-main_12,These outcomes give useful hydrological insights into water and land management by emphasizing the crucial role of water recycling.,0,
59,1-s2.0-S2214581823000575-main_12a,Body Content div Understanding the response of a watershed to climate variability is complex because it is non linear due to the concurrent response of LULC to the same variability response modulated by anthropic interventions,0,
60,010068408_34,notes here the complexity and possible confusion between the evolution of former fallow and wooded savanna with very similar spectral and phenological signatures,0,
61,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_13,As a result the question of whether fires alone can convert an intact tropical forest to a savanna remains open.,0,
62,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_13a,Historically and today fires burn frequently in most savannas at a rate of several per decade but rarely penetrate beyond intact forest margins,1,DRIVERS
63,1-s2.0-S0301479717300713-main_225,The mixed method approach also revealed that poverty contributes indirectly but with high confidence to LULCC because farmers cannot buy the required inputs such as fertilizer to maintain soil fertility,1,DRIVERS
64,science.abm9267_177,Overcoming these gaps can considerably strengthen the evidence base to help accelerate global efforts to curb agriculture driven deforestation both in the design of policy responses and in evaluating their effectiveness.,0,
65,science.abm9267_177b,First the lack of consistent pantropical data on deforestation still hampers our ability to assess overall deforestation trends and thus the net impacts of interventions to reduce deforestation while accounting for leakage across regions and biomes,0,
66,010084528_2,This review shows that several African hydropower plants have experienced repeated power disruptions over the last three decades due to climate change and variability but it is less documented how increasing land use and land cover changes around the major dams have impacted the hydrological system and the hydropower generation,0,
67,s41598-024-52138-9_84,The land use classes identified and annotated for this study are small scale cropland large scale cropland pasture mining roads other land with tree cover plantation forest coffee settlement tea plantation water oil palm rubber cashew and cacao refer appendix D for class definitions,0,
68,Analysis of deforestation pattern in the Niger Delta region of Nigeria_105,The focus of the agentbased and systems approaches of land use change model is economic consideration that influences the use of land in a locality while narrative models depend on historical data in analysing changes in land use pattern,0,
69,010074873_282,This factor is also very important to be taking into account while simulating climate change .,0,
70,010074873_282b,The West Africa region s basins are under different land use practices due to their trans boundary feature,1,LULC
71,1-s2.0-S235198941500102X-main_62,Some gallery forests occur along riverbeds,1,LULC
72,1-s2.0-S2214581823000575-main_87,Further we analyzed in depth the impacts of LULC change and climate variability on the water balance of sub catchments to identify the impacts of specific LULC changes e.g. cropped area in NRB on the water balance during post drought and far post drought 2010 2020,0,
73,1-s2.0-S0924271618302570-main_145,For instance the water availability depicted in the LC map see provides relevant data about fragile aquatic habitats that are hard to detect in the field due to their general small size and remoteness,0,
74,s12571-010-0070-7_143,2009 The disadvantage of the short term improved fallow systems is that land is taken out of production for 2 out of every 5 years,1,PRACTICES
75,Asenso Barnieh et al. - 2020 - Mapping Land Use Land Cover Transitions at Differe_613,Land Use Land Cover LULC change map of West Africa between 1975 and 2013. http www.tei c.org ns 1.0 xml id fig 32 Figure A4 . A4 Figure A4,0,
76,1-s2.0-S0167880913003502-main_429,The study of ESs in agriculture requires approaches and methods from both agronomy and ecology a bridge that is all too often incomplete yet is critical to understanding the underlying processes and controls that lead to changes in production and other ES,0,
77,s12571-010-0070-7_12,Lastly we examine the current outlook for Evergreen Agriculture to be further adapted and scaled up across the African continent. Keywords Agroforestry,0,
78,s12571-010-0070-7_199,2009 Rotational fallows that incorporate nitrogen fixing trees are also suited to areas where land holdings are somewhat larger 1 ha,1,PRACTICES
79,1-s2.0-S0264837701000205-main_131,From 1955 to 1986 the area on the dune above Mare Yomboli was cleared and used for cultivation and fields on the pediplain were abandoned,2,"LULC, LULCC"
80,1-s2.0-S2214581823000575-main_170,The hydrological model SWAT was applied to estimate water balance components WBCs for the designed experimental scenarios changing LULC alone changing climate condition alone and the combined changes of these two factors,0,
81,1-s2.0-S0264837715302131-main_126,This credit is the main determinant in the allocation of land to cotton production,1,"DRIVERS, LULC"
82,1-s2.0-S0308521X12000157-main_187,What are the reasons behind the inimical environment It is not that SSA agriculture lacks formal or informal institutions in the agricultural sector,0,
83,1-s2.0-S0303243414001718-main_2,This study uses remote sensing techniques supplemented by ground truth data to compare pre drought woody vegetation and land cover with the situation in 2011,0,
84,1-s2.0-S095937809800003X-main_210,The severe droughts which prevailed in the region in early 1970s and again in 1983 84 have had a significant impact on the role of livestock,1,DRIVERS
85,010076607_191,West Africa has rapid population growth rate associated with an increase in urbanization,1,DRIVERS
86,nclimate2430_160,Costa Rica roughly 100 km wide sits between two oceans in a Central American landmass 15 times smaller than the Amazon,0,
87,1-s2.0-S2214581823000575-main_61,They stated that an increase in surface runoff has occurred despite the deficit in rainfall and they attributed this increase to deforestation,0,
88,1-s2.0-S0167880913003502-main_296,With NT or conservation tillage N in sediments and runoff water have been reduced by as much as 60% though there is a wide range with only a 9% reduction of N in runoff recently modeled by,0,
89,remotesensing-07-04048-v2_71,used NDVI from AVHRR 1 km and SPOT VEGETATION VGT to assess land cover performance in Senegal from 1992 to 2001 that showed similar trends in terms of agricultural extension,1,LULCC
90,remotesensing-12-03817-v2_259,Historical Land Cover over the Sudano Sahel None None None None note http www.tei c.org ns 1.0 place foot xml id foot 0 Remote Sens,0,
91,s13280-012-0292-3_157,Better off households also relied on the non forest environment although to a lesser extent than poor households on average 13 % for both countries,0,
92,s10980-017-0553-4_46,The Upper Guinean forest is a global biodiversity hotspot and has become one of the most human modified forest ecosystems in the tropics having lost over 80% of its original forest cover with the remainder distributed in a fragmented agriculture forest mosaic,2,"DRIVERS, LULCC"
93,sustainability-09-01917-v2_95,Other differences between resulting maps come from 1 the number of vegetation types accounted for per grid cell and 2 various configurations of the background land cover map utilized among different modeling groups,0,
94,1-s2.0-S0169204617300270-main_301,In both areas perceived patterns of urban development matched well with the results from interpreted remote sensing data,1,LULCC
95,s12231-012-9216-1_332,From our knowledge the NTFPs extracted for export are in general collected by commercial enterprises outside the villages and price negotiations do not enter local markets.,1,PRACTICES
96,s12231-012-9216-1_332b,In West African countries crop prices increased heavily after the food crises in 2007 2008 and still remain above the pre crisis level FAO 2010a OECD 2010 whereas individual countries seem to face quite distinct developments,0,
97,s11269-011-9931-x_214,The resilience of Sorghum and more generally its better adaptation to changing water availability is also reflected in a reduced income shortfall from 46 to 34 USD per caput with a frequency of occurrence dropping from 28 000 to 20 000.,0,
98,s11269-011-9931-x_214b,Price Effect The last step evaluates the price effect for crops that are mainly traded locally,0,
99,s41559-017-0406-1_135,. To define the distribution of modern tropical forest we used the Landsat derived tree cover for the year ad 2000 ref,0,
100,ajol-file-journals_90_articles_224756_submission_proof_224756-1069-548532-1-10-20220505_64,C . C . represents a transition from one class to another. http www.tei c.org ns 1.0 xml id fig 4 Fig,0,
101,1-s2.0-S0924271618302570-main_139,These LC complexities are reflected in the increase of spectral confusions between classes which ultimately affect the accuracy of classifications e.g. less than 70% of grassland control points correctly classified,0,
102,s41598-024-52138-9_241,The Planet NICFI data was used because of its high performance when used in detecting subtle changes in land use,0,
103,fpls-07-01262_185,If this negative impact on crop yield was already depicted in the previous IPCC report it suggested such yield loss would only occur when exceeding 3 4 C local warming which might be due to an overestimation in previous studies of the yield benefits of enhanced atmospheric CO 2 .,0,
104,fpls-07-01262_185b,Such robust evidence of future yield loss in West Africa also confirmed in previous review of the literature can be surprising in regards to the diverging projections in a warmer climate of summer monsoon rainfall,0,
105,1-s2.0-S0301479717300713-main_132,For example expansion of agricultural land is related to the distance to irrigation by dams to settlements to roads and population change see Table,1,"DRIVERS, LULCC"
106,sustainability-09-01917-v2_225,Those two effects can further explain the relative cooling induced by LULCC in the Sahel zone Figure,0,
107,1-s2.0-S0341816222001990-main_148,Overall the gain of severe and extremely severe desertification land was less than the loss area and the gain of non desertification and light desertification land was greater than the loss area.,1,LULCC
108,s10113-015-0891-1_304,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced reduction in Northern Africa 40 %,2,LULCC
109,9523685_147,This results in the fact that a species which is the most frequent under a given climate and land use condition becomes rare under other climate and land use conditions.,0,
110,9523685_147b,Overall most of the listed species are classified as occasional or rare,0,
111,1-s2.0-S0304387816300670-main_360,We found no pattern of stable significant results on primacy.,0,
112,1-s2.0-S0304387816300670-main_360b,Having shown evidence of the population effects predicted by our model we turn to effects on city total income,0,
113,nclimate2430_87,The pattern of deforestation can also influence how regional climate is modified,0,
114,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_118,However on the ground observations of this savannization process in action in intact landscapes are very few.,0,
115,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_118b,Secondly we provide rare direct support for the long standing hypothesis that runaway fire feedbacks following an initial extreme fire can result in the savannization of tropical forests without additional anthropogenic drivers,1,"DRIVERS, LULCC"
116,1-s2.0-S0301479717300713-main_828,P7 Maybe my culture says that this a reserved area,0,
117,remotesensing-12-03817-v2_185,Apart from a large spatial co occurrence there is a good statistical synergy with our discrete land cover map,0,
118,1-s2.0-S0167880913003502-main_400,Whilst CA has been successfully introduced in high input and high yielding smallholder systems in the rice wheat region of South Asia the low input low productivity systems characteristic of much of Sub Saharan Africa requires attention,0,
119,nclimate2430_234,However the spatial and temporal redistribution of rainfall within a region is a major risk as it could lower soil moisture and reduce yields especially in some areas or during critical agricultural periods,0,
120,s43247-020-00053-y_8,At the interface of the Earth surface and atmosphere land cover has simultaneously been impacted by and contributed to those changes,0,
121,1-s2.0-S2351989419305116-main_48,Recent land use changes are estimated by computing the difference between 1992 and 2015 land cover maps.,0,
122,1-s2.0-S2351989419305116-main_48b,The field study took place in the Plateau region in South Western Togo,0,
123,s13280-012-0292-3_106,Accordingly sites 1 4 fall within land cover types that account for almost 75 % of land with some tree or scrub cover,1,LULC
124,1-s2.0-S235198941500102X-main_188,due to crop failure,0,
125,1-s2.0-S0168192311001122-main_170,The results presented in this paper are based on future scenarios for climate and land use in Sub Saharan Africa derived from dynamic models which in turn have used certain assumptions on the changes of driving forces like global GHG emissions or projections of population growth for Benin Republic,0,
126,1-s2.0-S0264837701000205-main_118,1998 The issue of field expansion and reallocation in semiarid regions can serve to throw light on ways in which land use develops under conditions of changing opportunities which emerge as results of climatic modifications,1,LULC
127,s10584-013-0909-y_43,The Aztecs built their platforms up to a height of 0.5 to 0.7 m above water and reinforced the sides with posts interwoven with branches and trees planted along the edges,0,
128,F0067421183_8,This paper therefore looks at the land cover changes in Nigeria between 1975 and 2005 with a view to explaining this scenario.,0,LULCC
129,F0067421183_8b,Body Content div Natural and human induced global environmental change belongs to the class of risk with high probability of occurrence and damage potential but in such a remote future for the time being no one is willing to perceive the threat,0,
130,1-s2.0-S0264837715302131-main_160,Land cover maps of the study area for 1975 1990 and 2010. http www.tei c.org ns 1.0 xml id fig 2 Fig,0,
131,010076607_224,However this need to be further investigated in order to quantify the resultants effects of land use cover change on Kossou hydropower plant and use of GIS based research model such as WetSpass Water and Energy Transfer between Soil Plants and Atmosphere under quasi Steady State model will help to better compute the components of the water balance and to better capture hydrological impacts of climate land use changes .,0,
132,010076607_224b,This study assessed the climate land use and land cover changes in the Bandama basin and their impacts on hydrological system and on the hydropower generation of Kossou dam for the period 1981 2014,0,
133,1-s2.0-S0169204617300270-main_25,The share of urban population is also higher in Ghana than in West Africa where in 2010 about 42% of the West African population lived in urban areas,0,
134,s11625-014-0282-4_42,If their hypothesis were correct a perfect storm of pre existing rainfall gradients their further accentuation through global climate change and deforestation driven regional climatic drying could spell disaster not only for the subcontinent s last forests but eventually also for its globally important cocoa industry with a strong possibility of accentuating land conflicts in its wake.,0,
135,s11625-014-0282-4_42B,The objective of this paper is to increase our understanding of the mutual interactions between cocoa farming migrations and environmental change in the West African forest region by analyzing the recent historic evidence for these processes,0,
136,s11269-011-9931-x_156,Since climate change will lead to conditions within the ORB that are similar to those currently prevailing around it particularly in the drier North and the more humid South the projections for the Basin are based on estimation for the Beninese territory as a whole distinguishing three components as follows.,0,
137,s11269-011-9931-x_156,For the crop specific relationship between actual yield y g i and LGP we summed crop specific grid information across communes and accommodated the information in the following formula where i1 and i2 are the parameters to be estimated a g i is the area of crop i at grid g and d i an error term at commune level,0,
138,SpatioTemporal-Dynamics-in-Land-Use-and-Habitat-Fragmentation-within-a-Protected-Area-Dedicated-to-Tourism-in-a-Sudanian-Savanna-of-West-Africa_36,Poaching and poor management are once more huge problems NGR is facing due to insufficient number of forest guards,0,
139,"editor,+3.+178-478-1-LE_122",10 20 years but are used to deduce long term processes of land use cover dynamics,0,
140,BF00806418_158,An intensification of agriculture may often be the last solution when all other possibilities have been exhausted,0,
141,s43247-020-00053-y_74,is an example of an extensive agricultural area under continuous cultivation the early development of which dates back to the 19th century,0,
142,1-s2.0-S0301479717300713-main_146,Indirectly population growth leads to changes in agricultural land use practices due to land pressure,1,"DRIVERS, PRACTICES"
143,1-s2.0-S003442571730041X-main_29,This approach has been successfully applied in dryland woody cover monitoring and fodder biomass modeling .,0,
144,1-s2.0-S003442571730041X-main_29,The overall objective of our study is thus to develop an improved basis for understanding the role of changes in areas under cultivation on EO vegetation greening trends in the Sahelian drylands,0,
145,s11269-011-9931-x_86,Forest land serves for logging hunting gathering and the preparation of charcoal that is sold to the villages and cities.,0,PRACTICES
146,s11269-011-9931-x_86b,The annual rainfall in the ORB increases along the North south axis from 800 to 1400 mm per year with rainy seasons in the North lasting from April to September and in the Southern part from March till November,0,
147,s41598-024-52138-9_256,In Africa the lowest accuracy was found in sub Saharan Africa with false negatives of up to 48% indicating an underestimation of forest loss in this region specifically in dry forests 2,0,
148,1-s2.0-S0169204617300270-main_308,The lower number of experts for Bolgatanga was due to non availability of land use planners and local organisations working on land use planning,0,
149,s10745-016-9846-5_46,Accompanying these changes has been a significant shift in the distribution of livestock production and ownership which is increasingly concentrated among urban elites,0,
150,science.abm9267_22,These data suggest that the potential for international supply chain measures to help reduce tropical deforestation is more likely to be achieved through interventions in deforestation risk areas that focus on strengthening sustainable rural development and territorial governance,1,DRIVERS
151,1-s2.0-S2468227619307070-main_79,The farmers are in communities both within and at the fringes of most of the forest reserves,0,
152,s11269-011-9931-x_212,Sorghum acts as substitute for Maize and Cassava because of its higher drought resistance,1,PRACTICES
153,s41598-024-52138-9_198,Thus putting more pressure on remaining forest,0,
154,1-s2.0-S095937809800003X-main_281,cols 3 using the delimited cultivated area of 1991,0,
155,rudel-2013-the-national-determinants-of-deforestation-in-sub-saharan-africa_51,The increase in urban jobs accelerated urban population growth and by pulling rural people off of the land it should have discouraged agricultural expansion so in theory the booms would have had an overall forest preserving effect.,1,DRIVERS
156,rudel-2013-the-national-determinants-of-deforestation-in-sub-saharan-africa_51b,Consistent with this pattern societies in SSA had the highest rates of urban population growth 3.71% in the world between 2000 and 2005,0,
157,science.abm9267_191,There are several reasons for this First there is a general neglect of land use change research in Africa where additionally the capacity of agencies to compile data on agricultural production is particularly limited,0,
158,science.abm9267_184,Regional level datasets that can cover most of a given commodity e.g. soy across South America and oil palm in Southeast Asia play a key role as they are built on regional knowledge and thus are typically not just more accurate but also more region and policy relevant e.g. in terms of land use and management characterization,0,
159,s10745-016-9846-5_66,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa.,1,PRACTICES
160,s10745-016-9846-5_66b,Figure provides a conceptual model of this case study s geographic scale with an accompanying reference map Fig,0,
161,1-s2.0-S2214581823000575-main_329,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,1,LULCC
162,1-s2.0-S2214581823000575-main_329b,Furthermore we have calculated the percentage contribution of the water yield by each major LULC type to the total WYLD of all major LULC classes,0,
163,1-s2.0-S030438781000043X-mainext_532,10 Goldstein and restrict their sample to the dominant maize cassava intercrop mixture.,0,
164,1-s2.0-S030438781000043X-mainext_532b,11 These are implemented in GAUSS using the program pantob supplied by Honor on his website.,0,
165,1-s2.0-S030438781000043X-mainext_532c,In this section I implement the specifications outlined in Section 4 and discuss the results obtained,0,
166,1-s2.0-S0168192311001122-main_243,Changes in the proportion of cropland in the three land use scenarios from 2000 to 2025. http www.tei c.org ns 1.0 xml id fig 6 Fig,1,LULCC
167,1-s2.0-S0264837715302131-main_75,However the amount of forest cover had decreased while the amount of farmland had increased,1,LULCC
168,1-s2.0-S003442571730041X-main_31,To do so detailed spatio temporal ground based knowledge is needed this study makes use of a unique record of field observations of Sahelian crop fallow rotation in the Fakara region western Niger .,0,
169,1-s2.0-S003442571730041X-main_31b,The study area is the district of Dantiandou located 80 km east of Niamey the capital city of Niger Fig,0,
170,s10745-016-9846-5_257,Many of the areas that burned only a few years did so early in the study period and ceased burning when they were put into cultivation due to the loss of combustible biomass,0,
171,10.4324_9781315182230_previewpdf_37,In our view then the case studies of landscapes and societies such as those in the wetter savannas in Cote d lvoire and Cameroon or in the drier Nigerian Sahel studied by are no less deserving of our attention than the examples set along the coast in what some would describe as the forest belt proper,0,
172,s2_132,Table shows the extent of forest regeneration in some Sahelian countries for both natural and planted forest area.,0,
173,s2_132b,Afforestation and natural regeneration of forests and woodlands in some countries have reduced the loss of forest area significantly at the global level,1,LULCC
174,1-s2.0-S0304387816300670-main_260,Table reports country level results for comparison with the literature.,0,
175,1-s2.0-S0304387816300670-main_260b,In Table moisture effects are defined by within country period differences in districts urbanization growth in response to differences in district moisture growth rates,0,
176,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_84,Once burnt forest plots had relatively high but variable grass biomass 130 gm 2 SD 114 in the first year after the extreme fires,0,
177,s2_37,On the other hand contributions of forests and vegetation cover to climate change mitigation have been recognized as a cornerstone of the post 2012 climate change agenda with the decision on the reduction of emissions from deforestation and forest degradation REDD,0,
178,1-s2.0-S0341816222001990-main_86,The gravity centre model was initially used to calculate the centre coordinates of different desertification levels across certain time periods thus reflecting the changes in corresponding spatial patterns,0,
179,sustainability-09-01917-v2_105,In CCAM CCSM ECHAM5 models the reduction in herbaceous areas is as large or even larger than the reduction in forests,0,
180,1-s2.0-S235198941500102X-main_246,Compared to all the other land use and land cover types gallery forest cover showed less overall change,1,LULCC
181,1-s2.0-S030438781000043X-mainext_501,hct is used to control first for the differing input requirements of various crop mixes and second for unobservable household characteristics such as skill that may be correlated with both land tenure and investment across all plots in a household,0,
182,IBRAHIMetal_HJ2014_186,This recharge with an additional delay depending on the water table depth could occur with a rate possibly higher than 20 mm year 1 i.e,0,
183,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_59,Three additional plots were laid out in a forest that burned in a separate fire in 2004 and sampled 9 and 11 years after the fire,0,
184,s10745-016-9846-5_40,Herders on the other hand see the steady expansion of agricultural fields into their grazing areas and around their water points as an equally unjust and provocative practice,1,PRACTICES
185,IBRAHIMetal_HJ2014_144,For the lower soil unit low variations in measured water content also resulted in larger parameter ranges. http www.tei c.org ns 1.0 Internal and boundary conditions type bibr target b11 Feddes et al,0,
186,1-s2.0-S0341816222001990-main_236,Precipitation factors dominated the spatial distribution of desertification in the Sahel q value 0.9269,2,"DRIVERS, LULCC"
187,s43247-020-00053-y_104,Within a distance of 300 km patterns of transitions approached those of the entire region and involve mostly savanna and agriculture the two largest land cover categories.,1,LULC
188,s43247-020-00053-y_104b,Some singularities stood out on the dry margin Savanna to steppe transitions emerged as a commonly observed land cover trajectory in the Sahel which can be interpreted as associated with the widely reported loss of tree cover,1,LULCC
189,s11625-014-0282-4_6,Based on an analysis of long term rainfall measurements in major cocoa growing areas of Co te d Ivoire and interviews with cocoa farmers about their history and motives of migration we argue that climate and drought have been supporting factors but not usually the main drivers of cocoa migrations which were mostly a response to the perceived availability of forest land for planting,1,DRIVERS
190,1-s2.0-S0167880913003502-main_50,2011b Soil C sequestration refers to the increase in C stored in the soil by capturing atmospheric CO 2 as a result of changes in land use or management,0,
191,1-s2.0-S000632071100245X-main_29,In fact some NTFP providing trees such as the baobab Adansonia digitata and the shea tree Vitellaria paradoxa are protected by farmers during the agricultural cycle of cultivation and fallows and are therefore still well preserved,1,PRACTICES
192,1-s2.0-S0006320709005400-main_82,Not all land within the forest zone would necessarily have been forest even in the absence of human impact and even unmodified forests show differences in species richness and composition because of geographical topographical and climatic variation .,0,
193,1-s2.0-S0006320709005400-main_82b,We found 35 studies that met our search criteria and between them they provided quantitative species richness information on 25 plants 44 invertebrates and 18 vertebrates comparisons between forest and other land uses,0,
194,Journal of Ecology - 2022 - Beckett - Pathways of savannization in a mesic African savanna forest mosaic following an_76,We performed an NMDS ordination on a Bray Curtis species dissimilarity matrix of the cumulative length of each tree species for the before plots representing vegetation communities that had not experienced the extreme fire the intact forest intact thicket and 2007 savanna plots . Data were transformed using a Hellinger transformation,0,
195,1-s2.0-S0304387816300670-main_400,eliminating the fixed effect in the levels equation and converting the time trend to a city fixed effect in the differenced version,0,
196,9523685_53,In all cases climate and land use conditions are treated as explanatory variables and diversity indices as response variables,0,
197,s41559-017-0406-1_3,Here we synthesize available palaeo proxies and historical maps to reconstruct forest extent in tropical Africa around 1900 when European colonization accelerated markedly and compare these historical estimates with modern forest extent to estimate deforestation,1,LULC
198,remotesensing-12-03817-v2_231,Furthermore urban extents have not been historically updated,0,
199,s10113-015-0891-1_149,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % increased slightly in Eastern Africa by 0.57 % points and strongly in Central from 8 to 12 % and Southern Africa from 11 to 16 % of total HANPP .,1,LULCC
200,s10113-015-0891-1_149b,The total area of observed land use classes also changed considerably over time,0,LULC
201,9523685_130,The low values found for very abundant species show that the different climate and land use conditions were dominated by a group of species and the relative high evenness value underlines that dominant species have a regular distribution of their individuals,0,
202,rudel-2013-the-national-determinants-of-deforestation-in-sub-saharan-africa_64,The use of the nation state as a unit of analysis for studying deforestation may seem too coarse grained to portray and analyse the household decision making that drives deforestation,0,
203,1-s2.0-S0341816222001990-main_109,shows the spatial distribution of different desertification levels in 2000 2005 2010 2015 and 2020 revealing that extremely severe desertification was widely distributed especially in the Sahara located to the north of the study area as well as in the Danakil and Eritrea Coastal Deserts to the east,1,LULCC
204,1-s2.0-S235198941500102X-main_129,The average annual rate of change between two periods was computed by a slightly modified formula used by A2 A1 A1 100 T2 T1 where Average annual rate of change % A1 Amount of land cover type in time 1 T1 A2 Amount of land cover type in time 2 T2 .,1,LULCC
205,science.abm9267_210,The most prominent example of this is pasture expansion which is tightly linked to soy expansion and land speculation across Latin America,2,LULCC
206,fpls-07-01262_256,Increased temperature resilience during grain number formation period is the main adaptation that emerges from this study. type bibr target b27 Challinor et al,0,
207,s12231-012-9216-1_15,However these ecosystem services are threatened by climate and land use change,0,
208,1-s2.0-S0169204617300270-main_165,For this reason we decided to monitor urban development between 2007 and 2013 within two 5 km x 5 km focus areas in the periurban zones of the two cities,0,
209,1-s2.0-S235198941500102X-main_194,conducted a meta analysis of 152 substantial cases of tropical deforestation 19 of these were from Africa,0,
210,1-s2.0-S2351989419305116-main_64,Using both seedlings provided by APAF and their usual plantlets farmers established combinations of species that vary in each plot with a tree density higher than usual fields 150 trees per hectare on average excluding banana and oil palm . 25 plots were sampled covering a total area of 12.4 ha,1,LULC
211,s10584-013-0909-y_101,2005 Evidence is emerging that SAFS have great potential for increasing above ground and soil C stocks reduce soil erosion and degradation and mitigate GHG emissions,0,
212,1-s2.0-S0140196314000536-main_205,Thus the findings of are supported. The differences between regularly used and mostly fallow land are striking Appendix 3 electronic version only,0,
213,1-s2.0-S2351989419305116-main_230,Plant functional diversity is thus a main driver for successful agroforestry systems,0,
214,s12571-010-0070-7_248,The trees produced a supply of dry season fodder for livestock and they provided firewood fruit and medicinal products that farm households could consume or sell,0,
215,s12571-010-0070-7_5,Evergreen Agriculture is defined as the integration of particular tree species into annual food crop systems,0,
216,s10745-016-9846-5_25,The principal environmental factors causing early herd arrival were identified by local informants as changes in rainfall land cover savanna fire regimes and pasture species composition in key parts of the agro pastoral landscape,1,PRACTICES
217,1-s2.0-S0341816222001990-main_185,Specifically with conditions of WS 3.24 m s 1 and PET 2444 mm the risk of desertification is greater,1,DRIVERS
