sentence_id,sentence,source,relationship,target,confidence
179,The principal environmental factors causing early herd arrival were identified by local informants as changes in rainfall land cover savanna fire regimes and pasture species composition in key parts of the agro pastoral landscape,changes,AFFECTS,savanna,HIGH
179,The principal environmental factors causing early herd arrival were identified by local informants as changes in rainfall land cover savanna fire regimes and pasture species composition in key parts of the agro pastoral landscape,changes,AFFECTS,fire_regimes,MEDIUM
179,The principal environmental factors causing early herd arrival were identified by local informants as changes in rainfall land cover savanna fire regimes and pasture species composition in key parts of the agro pastoral landscape,changes,AFFECTS,pasture,HIGH
182,Finally five of the six Congo basin countries that contain almost all of the continent s humid forests have large extractive industries oil and mineral whose political economy may have had important indirect effects on forest cover,six,LOCATED_IN,Congo,HIGH
183,Anthropogenic activities such as agricultural reclamation and overgrazing may be primary driver of these deepening desertification patterns in these regions . ,desertification,AFFECTS,these_regions,MEDIUM
184,Human activities have degraded about 85% of Ghana s Guinea Forest Region,Ghana,LOCATED_IN,Forest,MEDIUM
185,This strategy coupled with the regeneration of logged forest and the maturity of tree crops deforestation in disguise to form dense canopy altogether contributed to the increase in dense forest cover over the 13year period,forest,CAUSES,forest,HIGH
185,This strategy coupled with the regeneration of logged forest and the maturity of tree crops deforestation in disguise to form dense canopy altogether contributed to the increase in dense forest cover over the 13year period,forest,INCREASES_BY,dense_canopy,MEDIUM
185,This strategy coupled with the regeneration of logged forest and the maturity of tree crops deforestation in disguise to form dense canopy altogether contributed to the increase in dense forest cover over the 13year period,increase,OCCURS_DURING,13year_period,HIGH
186,Field monitoring of matric potentials did not indicate downward flow at 10 m depth for the millet site this is consistent with the modeling results the transition from fallow to millet having occurred recently 5 years ago . ,transition,OCCURS_DURING,5 years ago,HIGH
186,Field monitoring of matric potentials did not indicate downward flow at 10 m depth for the millet site this is consistent with the modeling results the transition from fallow to millet having occurred recently 5 years ago . ,fallow,CHANGE_TO,millet,MEDIUM
187,Actually present day cultivation cycles in southwestern Niger could be considered to consist of 10 years under millet followed by 5 years of fallow conditions,cultivation,OCCURS_DURING,millet,HIGH
187,Actually present day cultivation cycles in southwestern Niger could be considered to consist of 10 years under millet followed by 5 years of fallow conditions,cultivation,OCCURS_DURING,fallow,HIGH
187,Actually present day cultivation cycles in southwestern Niger could be considered to consist of 10 years under millet followed by 5 years of fallow conditions,Niger,LOCATED_IN,Niger,HIGH
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figure c2 of Ghana is due to a dam Bui dam constructed on Ghana s Black Volta for hydro power generation,expansion,CAUSES,detection,HIGH
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figure c2 of Ghana is due to a dam Bui dam constructed on Ghana s Black Volta for hydro power generation,water bodies,LOCATED_IN,Tain District,HIGH
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figure c2 of Ghana is due to a dam Bui dam constructed on Ghana s Black Volta for hydro power generation,Ghana,LOCATED_IN,Tain District,MEDIUM
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figure c2 of Ghana is due to a dam Bui dam constructed on Ghana s Black Volta for hydro power generation,Ghana,LOCATED_IN,Ghana,TAUTOLOGY
190,2020 The major LULC changes in LCB from 1975 to 2013 stated by were the transition of water bodies and wetland around the Lake to cropland the loss of water bodies to other vegetation and an increase in urban area at the expense of other vegetation,changes,OCCURS_DURING,1975,HIGH
190,2020 The major LULC changes in LCB from 1975 to 2013 stated by were the transition of water bodies and wetland around the Lake to cropland the loss of water bodies to other vegetation and an increase in urban area at the expense of other vegetation,loss,CAUSES,water_bodies --CHANGE_TO-- other_vegetation,MEDIUM
190,2020 The major LULC changes in LCB from 1975 to 2013 stated by were the transition of water bodies and wetland around the Lake to cropland the loss of water bodies to other vegetation and an increase in urban area at the expense of other vegetation,urban,INCREASES_BY,,MEDIUM
191,Specifically in countries such as the Ivory Coast Ghana and Eastern regions of Tanzania and Mozambique where commodity crops are dominant. ,Ghana,LOCATED_IN,countries,HIGH
192,c Proportions of persistence and change trajectories along the rainfall gradient show steep increase in human dominated land cover across the Sahel sub region fewest natural land cover from the Sudano Sahelian through the northern Guinean sub regions and a predominance of recent transitions to human dominated land cover in the recent 2000 2013 compared to the earlier 1975 2000 time interval. http www.tei c.org ns 1.0 xml id fig 6 Fig,transitions,CHANGE_TO,human_dominated_land_cover,HIGH
193,The increase of crop and bared areas can be explained by the exponential growth of the human population and pressures from livestock grazing,growth,CAUSES,increase,HIGH
193,The increase of crop and bared areas can be explained by the exponential growth of the human population and pressures from livestock grazing,growth,CAUSES,increase,HIGH
194,During 2000 2010 the level of desertification has reduced whereas from 2010 to 2015 most areas have shifted towards an increase in desertification levels which likely driven by the 2012 drought in the Sahel,2000 2010,OCCURS_DURING,desertification,HIGH
194,During 2000 2010 the level of desertification has reduced whereas from 2010 to 2015 most areas have shifted towards an increase in desertification levels which likely driven by the 2012 drought in the Sahel,desertification,FROM_TO,desertification,MEDIUM
194,During 2000 2010 the level of desertification has reduced whereas from 2010 to 2015 most areas have shifted towards an increase in desertification levels which likely driven by the 2012 drought in the Sahel,desertification,OCCURS_DURING,2010,HIGH
194,During 2000 2010 the level of desertification has reduced whereas from 2010 to 2015 most areas have shifted towards an increase in desertification levels which likely driven by the 2012 drought in the Sahel,2012,CAUSES,desertification,MEDIUM
195,Agricultural intensification on existing farmlands may reduce farm expansion into the remaining forest areas,forest,LOCATED_IN,forest,HIGH
196,In contrast to the short rotation fallows intercropping with coppicing species increases grain yields continuously for many years after their establishment,fallows,ENABLES,increases,MEDIUM
196,In contrast to the short rotation fallows intercropping with coppicing species increases grain yields continuously for many years after their establishment,increases,AFFECTS,grain,HIGH
196,In contrast to the short rotation fallows intercropping with coppicing species increases grain yields continuously for many years after their establishment,many years,OCCURS_DURING,increases,HIGH
197,Shorter fallow periods have led to the expansion of cropping systems into ever more marginal drylands,fallow,CAUSES,shorter_periods,HIGH
198,The acceleration of transhumance movements which contribute directly to incidents of crop damage is the result of two principal landscape changes expansion of short fallow agriculture driven by the introduction of cotton cultivation and the long term effects of the great drought of 1984,two,CAUSES,crop,MEDIUM
198,The acceleration of transhumance movements which contribute directly to incidents of crop damage is the result of two principal landscape changes expansion of short fallow agriculture driven by the introduction of cotton cultivation and the long term effects of the great drought of 1984,effects,CAUSES,expansion,HIGH
198,The acceleration of transhumance movements which contribute directly to incidents of crop damage is the result of two principal landscape changes expansion of short fallow agriculture driven by the introduction of cotton cultivation and the long term effects of the great drought of 1984,crop,AFFECTS,crop,HIGH
198,The acceleration of transhumance movements which contribute directly to incidents of crop damage is the result of two principal landscape changes expansion of short fallow agriculture driven by the introduction of cotton cultivation and the long term effects of the great drought of 1984,changes,OCCURS_DURING,two,HIGH
198,The acceleration of transhumance movements which contribute directly to incidents of crop damage is the result of two principal landscape changes expansion of short fallow agriculture driven by the introduction of cotton cultivation and the long term effects of the great drought of 1984,two,OCCURS_DURING,time_period,MEDIUM
199,Nevertheless the shrubs cluster has increased over time within Volta basin and this could be attributed to the agroforestry practice in the basin,shrubs,INCREASES_BY,size,HIGH
199,Nevertheless the shrubs cluster has increased over time within Volta basin and this could be attributed to the agroforestry practice in the basin,agroforestry,CAUSES,shrubs,MEDIUM
199,Nevertheless the shrubs cluster has increased over time within Volta basin and this could be attributed to the agroforestry practice in the basin,Volta,LOCATED_IN,Volta,HIGH
200,Despite the government s effort s to maint ain and protect Ghana s forest reserves deforestation continues,Ghana,LOCATED_IN,Africa,HIGH
200,Despite the government s effort s to maint ain and protect Ghana s forest reserves deforestation continues,forest,DECREASES_BY,forest,MEDIUM
201,In addition the increase in population growth rate has also led to an increase in food consumption and food production explaining the expansion of land use and coherent with a decline of the vegetative areas savanna herbaceous savanna forest and evergreen forest,growth,CAUSES,increase,HIGH
201,In addition the increase in population growth rate has also led to an increase in food consumption and food production explaining the expansion of land use and coherent with a decline of the vegetative areas savanna herbaceous savanna forest and evergreen forest,increase,INCREASES_BY,food_consumption,MEDIUM
201,In addition the increase in population growth rate has also led to an increase in food consumption and food production explaining the expansion of land use and coherent with a decline of the vegetative areas savanna herbaceous savanna forest and evergreen forest,decline,DECREASES_BY,vegetative_areas,HIGH
202,We observed deforestation patterns in the Ashanti region of Ghana from 1986 to 2015 using Landsat imagery to identify the main causes of deforestation,deforestation,CAUSES,forest_loss,HIGH
203,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,change,CAUSES,crop,HIGH
203,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,change,AFFECTS,agriculture,HIGH
203,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,change,ENABLES,crop,MEDIUM
205,. Agriculture along this route has been expanding rapidly for two decades as rural populations have grown and arable land has become scarce in neighboring areas,Agriculture,OCCURS_DURING,two decades,HIGH
206,The savanna cluster presents an increasing trend during 2002 2016 period probably due to agroforestry practice in the basin,savanna,OCCURS_DURING,2002_to_2016,HIGH
206,The savanna cluster presents an increasing trend during 2002 2016 period probably due to agroforestry practice in the basin,agroforestry,CAUSES,increasing,MEDIUM
208,The majority of other cash crops was converted to food crop fallow areas 1067.98 km 2,converted,CAUSES,crops,MEDIUM
208,The majority of other cash crops was converted to food crop fallow areas 1067.98 km 2,1067.98 km,MEASURES,crops,HIGH
210,. We present the first wall to wall map of land use following deforestation across Africa covering forest loss from the year 2001 to 2020 Fig,deforestation,CAUSES,forest,HIGH
210,. We present the first wall to wall map of land use following deforestation across Africa covering forest loss from the year 2001 to 2020 Fig,forest,OCCURS_DURING,the year 2001,MEDIUM
210,. We present the first wall to wall map of land use following deforestation across Africa covering forest loss from the year 2001 to 2020 Fig,Africa,LOCATED_IN,continent,HIGH
213,According to respondents the effects of deforestation could be either positive 51.34% or negative 48.66%,deforestation,CAUSES,effects,HIGH
214,It is common to observe pastoral activities in the far north and crop farming in the southern part,crop,LOCATED_IN,southern_part,HIGH
216,Deforestation can also be followed by several successive agricultural land uses,forestation,CAUSES,forest_loss,HIGH
218,We identify three remote tropical regions that are affected by the deforestation in this month Figure,deforestation,CAUSES,forest loss,HIGH
218,We identify three remote tropical regions that are affected by the deforestation in this month Figure,this month,OCCURS_DURING,figure,MEDIUM
219,In Fakara the landscape was converted from a Sahelian savanna to largely eroded agricultural agroforestry parkland during the 20th century,Fakara,LOCATED_IN,Sahelian,HIGH
219,In Fakara the landscape was converted from a Sahelian savanna to largely eroded agricultural agroforestry parkland during the 20th century,savanna,CHANGE_TO,agroforestry,HIGH
219,In Fakara the landscape was converted from a Sahelian savanna to largely eroded agricultural agroforestry parkland during the 20th century,the 20th century,OCCURS_DURING,conversion,MEDIUM
220,The result reveals that the Mono basin Table land cover presents an increase in built up agricultural land and water bodies while the vegetative clusters such as forest savanna and herbaceous savanna have declined for the three study periods,built up,INCREASES_BY,built up,HIGH
220,The result reveals that the Mono basin Table land cover presents an increase in built up agricultural land and water bodies while the vegetative clusters such as forest savanna and herbaceous savanna have declined for the three study periods,forest,DECREASES_BY,vegetative clusters,MEDIUM
221,However the current global land use change involves extensive loss of vegetation cover around the reserves and increase their vulnerability and their ecological isolation,loss,CAUSES,decrease,HIGH
221,However the current global land use change involves extensive loss of vegetation cover around the reserves and increase their vulnerability and their ecological isolation,change,OCCURS_DURING,current_global,HIGH
221,However the current global land use change involves extensive loss of vegetation cover around the reserves and increase their vulnerability and their ecological isolation,loss,AFFECTS,vulnerability,MEDIUM
221,However the current global land use change involves extensive loss of vegetation cover around the reserves and increase their vulnerability and their ecological isolation,loss,AFFECTS,ecological_isolation,MEDIUM
221,However the current global land use change involves extensive loss of vegetation cover around the reserves and increase their vulnerability and their ecological isolation,loss,INCREASES_BY,extent,LOW
223,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,fallow,INCREASES_BY,2013,HIGH
223,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,1984,FROM_TO,2013,HIGH
224,Although early herd arrival in 2009 was attributed to low rainfall in the Sahel rains recovered in 2010 yet herders still arrived early to the central zone with the explanation that even if ephemeral surface water was still present grazing resources were inadequate in the northern zone,2009,OCCURS_DURING,early herd arrival,HIGH
224,Although early herd arrival in 2009 was attributed to low rainfall in the Sahel rains recovered in 2010 yet herders still arrived early to the central zone with the explanation that even if ephemeral surface water was still present grazing resources were inadequate in the northern zone,2010,OCCURS_DURING,rains recovery,HIGH
224,Although early herd arrival in 2009 was attributed to low rainfall in the Sahel rains recovered in 2010 yet herders still arrived early to the central zone with the explanation that even if ephemeral surface water was still present grazing resources were inadequate in the northern zone,water,LOCATED_IN,northern zone,MEDIUM
225,In West Africa the land cover category settlement made up 0.3% and 0.7% of the total study region in 1975 and 2013 respectively,West Africa,LOCATED_IN,study region,HIGH
225,In West Africa the land cover category settlement made up 0.3% and 0.7% of the total study region in 1975 and 2013 respectively,0.3%,MEASURES,1975,HIGH
225,In West Africa the land cover category settlement made up 0.3% and 0.7% of the total study region in 1975 and 2013 respectively,0.7%,MEASURES,2013,HIGH
229,Thus farmland persists and increases each year at the expense of forest woodland and tree savanna . ,forest,DECREASES_BY,farmland,HIGH
230,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,first,OCCURS_DURING,time_period_1,HIGH
231,At the basin level the major transition in the three watersheds was from bare land and forest to natural vegetation grass and shrub lands,transition,AFFECTS,three,HIGH
232,estimate is thus a metric of deforestation occurring in landscapes where agriculture is the dominant direct driver of forest loss rather than only deforestation resulting in agricultural production per se . ,deforestation,CAUSES,forest,HIGH
232,estimate is thus a metric of deforestation occurring in landscapes where agriculture is the dominant direct driver of forest loss rather than only deforestation resulting in agricultural production per se . ,deforestation,CAUSES,forest,HIGH
