article_id,sentence,relation_type,matched_text_by_pattern,entities_in_match
Article_76,The water bodies were found the lowest changes (57 ha) and vegetation cover got the largest proportion in all the years.,LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_76,"Due to political and socio-economic considerations, the land cover classification revealed that built-up areas and water bodies increased by 8.7 and 0.6%, respectively, over the study period .",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_76,"Due to political and socio-economic considerations, the land cover classification revealed that built-up areas and water bodies increased by 8.7 and 0.6%, respectively, over the study period .",CHANGE_HAS_MAGNITUDE,increased by 8.7,"[{'text': 'increased', 'label': 'CHANGE'}, {'text': '8.7', 'label': 'CARDINAL'}]"
Article_77,There was a similar decline of 15.19% in bamboo forest cover.,CHANGE_HAS_MAGNITUDE,decline of 15.19,"[{'text': 'decline', 'label': 'CHANGE'}]"
Article_77,"There was a decline of 18.09% in fallow land, 11.16% in natural forest, 10.9% in grasslands and a 0.89% decline in bamboo.",CHANGE_HAS_MAGNITUDE,decline of 18.09,"[{'text': 'decline', 'label': 'CHANGE'}]"
Article_77,The area under mixed farming expanded by 17.48% over the same period (Figure | F I G U R E 3 Land use land cover changes in Mt.,CHANGE_HAS_MAGNITUDE,expanded by 17.48,"[{'text': 'expanded', 'label': 'CHANGE'}]"
Article_77,"Elgon forest and adjacent regions (1986): Between 1977 and 2019, the size of land under natural forest also declined by 18%, bamboo forests declined by 15.19%, while grasslands declined by 13% (Figure | | DISCUSS ION: Results of this analysis on trends of land use/land cover changes between 1973 and 2019 clearly show that there were notable changes Fallow Land Planted Forest Tea with an annual average decline of 1.24%.",CHANGE_HAS_MAGNITUDE,declined by 18,"[{'text': 'declined', 'label': 'CHANGE'}]"
Article_77,"Elgon forest and adjacent regions (1986): Between 1977 and 2019, the size of land under natural forest also declined by 18%, bamboo forests declined by 15.19%, while grasslands declined by 13% (Figure | | DISCUSS ION: Results of this analysis on trends of land use/land cover changes between 1973 and 2019 clearly show that there were notable changes Fallow Land Planted Forest Tea with an annual average decline of 1.24%.",CHANGE_HAS_MAGNITUDE,declined by 15.19,"[{'text': 'declined', 'label': 'CHANGE'}]"
Article_77,"Elgon forest and adjacent regions (1986): Between 1977 and 2019, the size of land under natural forest also declined by 18%, bamboo forests declined by 15.19%, while grasslands declined by 13% (Figure | | DISCUSS ION: Results of this analysis on trends of land use/land cover changes between 1973 and 2019 clearly show that there were notable changes Fallow Land Planted Forest Tea with an annual average decline of 1.24%.",CHANGE_HAS_MAGNITUDE,declined by 13,"[{'text': 'declined', 'label': 'CHANGE'}]"
Article_77,"Elgon forest and adjacent regions (1986): Between 1977 and 2019, the size of land under natural forest also declined by 18%, bamboo forests declined by 15.19%, while grasslands declined by 13% (Figure | | DISCUSS ION: Results of this analysis on trends of land use/land cover changes between 1973 and 2019 clearly show that there were notable changes Fallow Land Planted Forest Tea with an annual average decline of 1.24%.",CHANGE_HAS_MAGNITUDE,decline of 1.24,"[{'text': 'decline', 'label': 'CHANGE'}]"
Article_79,"The results show that between 1980 and 2020, the watershed experienced a considerable decline in shrub lands by 40.63% (À235.97 km 2 ), grasslands by 84.86% (À59.14 km 2 ), forests by 52.90% (À98.36 km 2 ), water by 82.03% (À39.27 km 2 ) and wetlands by 38.44% (À3.69 km 2 ); whereas cultivated land, bare land and built-up areas expanded over the same period by 34.25% (+347.42 km 2 ), 132.28% (+60.95 km 2 ) and 461.20% (+25.32 km 2 ), respectively.",LULC_TRANSFORMATION,shrub lands,"[{'text': 'shrub lands', 'label': 'LULC'}]"
Article_79,| Results and discussion: | Accuracy assessment of the LULC classification: The classified imageries have an overall accuracy of over 86.00% (Table LULC change dynamics in Migori River watershed from 1980 to 2020 LULC changes have been investigated for the years Overall trend analysis of LULC changes The proportionate coverage area of each of the eight classes extracted in the watershed from 1980 to 2020 of LULC change trends is summarized in Table Forest cover in the watershed seems to have declined by about 52.90% (1.48 km 2 /year) notwithstanding the forest conservation efforts since the 1980s championed by the Permanent Presidential Commission on Soil Conservation and Afforestation.,CHANGE_HAS_MAGNITUDE,declined by about,"[{'text': 'declined', 'label': 'CHANGE'}]"
Article_79,"Although grasslands exhibited an irregular pattern of spatio-temporal changes across the five reference periods, it has experienced a decline of approximately 84.86% (1.48 km 2 /year) over the past 40 years.",CHANGE_HAS_MAGNITUDE,decline of approximately,"[{'text': 'decline', 'label': 'CHANGE'}]"
Article_79,"Moreover, the irregular pattern of changes observed in grasslands from 1980 to 2020 can be attributed to the destruction by constant incidences of fire outbreaks that usually occur in the area during periods of droughts Similar to grasslands, the patterns of spatio-temporal changes in shrub lands showed that it has declined by 40.63% (5.90 km 2 / year) over the four-decade period, which was largely attributed to the conversion to cultivated lands and settlements due to population pressure.",LULC_TRANSFORMATION,shrub lands,"[{'text': 'shrub lands', 'label': 'LULC'}]"
Article_79,"Moreover, the irregular pattern of changes observed in grasslands from 1980 to 2020 can be attributed to the destruction by constant incidences of fire outbreaks that usually occur in the area during periods of droughts Similar to grasslands, the patterns of spatio-temporal changes in shrub lands showed that it has declined by 40.63% (5.90 km 2 / year) over the four-decade period, which was largely attributed to the conversion to cultivated lands and settlements due to population pressure.",CHANGE_HAS_MAGNITUDE,declined by 40.63,"[{'text': 'declined', 'label': 'CHANGE'}]"
Article_79,"Since 1980, water declined by 82.03% (0.98 km 2 /year) while the wetlands shrunk by 38.44% (0.1 km 2 / year).",CHANGE_HAS_MAGNITUDE,declined by 82.03,"[{'text': 'declined', 'label': 'CHANGE'}]"
Article_79,"From 1980 to 1990, the watershed experienced considerable positive and negative transformations in the LULC coverage (Table During the same period, shrub land continued to show a negative trend with a 58.38% net loss while built-up lands continued to experience a positive trend with a net gain of 51.23%.",LULC_TRANSFORMATION,shrub land,"[{'text': 'shrub land', 'label': 'LULC'}]"
Article_79,"From 1980 to 1990, the watershed experienced considerable positive and negative transformations in the LULC coverage (Table During the same period, shrub land continued to show a negative trend with a 58.38% net loss while built-up lands continued to experience a positive trend with a net gain of 51.23%.",CHANGE_HAS_MAGNITUDE,gain of 51.23,"[{'text': 'gain', 'label': 'CHANGE'}]"
Article_79,"The decline in shrub lands by 40.63%, grasslands by 84.86%, forests by 52.90%, water by 82.03%, and wetlands by 38.44%; coupled with increased cultivated land by 34.25%, bare land by 132.28%, and built-up areas by 461.20% over the period under review indicate that the natural landscapes in the watershed are undergoing destruction at the expense of human settlement and infrastructural developments.",LULC_TRANSFORMATION,shrub lands,"[{'text': 'shrub lands', 'label': 'LULC'}]"
Article_81,"This study indicated that in the last 32 years period, agricultural land and residential areas had significantly increased by 15.61% and 8.05% respectively in the basin.",CHANGE_HAS_MAGNITUDE,increased by 15.61,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_83,"A continuous increase in agricultural, urban, fish farms and natural vegetation areas and a continuous decrease in water bodies and sand areas were detected in the studied area.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_83,"while it increased by 170578.1 ha., during the period from 2000 to 2015.",CHANGE_HAS_MAGNITUDE,increased by 170578.1,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_83,The total change rate in the period from 1987 to 2015 by 99.0% (Table The opposite trend was observed with water bodies' where the largest area was detected in the year 1987 and decreased the years in 2000 and 2015.,LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_83,"It was observed that the change in fish farms area increased by 71745.0 ha during the period 1987-2000, with a rate of 145.9%, while it increased by 59475.6 ha during the period 2000-2015, with a rate of 49.2%.",CHANGE_HAS_MAGNITUDE,increased by 59475.6,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_83,The results of change detection showed that the natural vegetation area was increased during the period 1987-2000 where the increasing rate was 21.6% while it increased by 3.4% during the period 2000-2015.,CHANGE_HAS_MAGNITUDE,increased by 3.4,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_83,Salts and bare soils exhibited different patterns of change.,LULC_TRANSFORMATION,bare soils,"[{'text': 'bare soils', 'label': 'LULC'}]"
Article_83,"As for bare soils, the area was decreased in 2000 compared to 1987 with change rate of À13.4%.",LULC_TRANSFORMATION,bare soils,"[{'text': 'bare soils', 'label': 'LULC'}]"
Article_83,In 2015 the bare soils area was increased compared to the area in 2000 and 1987.,LULC_TRANSFORMATION,bare soils,"[{'text': 'bare soils', 'label': 'LULC'}]"
Article_83,The sand area followed the same change pattern that was recorded for both water bodies and sabkha area where it decreased continuously from 1987 to 2015 and recorded a total change rate of À36.4%.,LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_83,These results could be attributed to the evaporation due to high temperature besides converting some water bodies to agricultural lands and fish farms decreased the overall area of water bodies.,LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_83,These results could be attributed to the evaporation due to high temperature besides converting some water bodies to agricultural lands and fish farms decreased the overall area of water bodies.,LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_83,"However, change percent of urban sprawl followed a same trend in all over Delta governorates in the both studied periods Water bodies were increased by 3.2% and 1.9% of the total area in five of eleven detected governorates through Finally, sand area was decreased in all Delta governorate (Table | Governorates: Total area Urban (ha.)",LULC_TRANSFORMATION,Water bodies,"[{'text': 'Water bodies', 'label': 'LULC'}]"
Article_83,"However, change percent of urban sprawl followed a same trend in all over Delta governorates in the both studied periods Water bodies were increased by 3.2% and 1.9% of the total area in five of eleven detected governorates through Finally, sand area was decreased in all Delta governorate (Table | Governorates: Total area Urban (ha.)",CHANGE_HAS_MAGNITUDE,increased by 3.2,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_83,"The analysis of the results also showed that most of Egyptian Delta governorates have been significantly affected by the different categories of land cover such as agriculture, urban, water bodies and sand areas.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_86,Results indicated that the area under built-up increased by 40% and playground by 7%.,CHANGE_HAS_MAGNITUDE,increased by 40,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_86,Sustainability of the campus was demonstrated with appropriate measures undertaken to mitigate negative consequences of unwarranted floods owing to the rise of 6% in the forest cover and a decline of 21% in water hyacinth cover over Powai lake.,CHANGE_HAS_MAGNITUDE,decline of 21,"[{'text': 'decline', 'label': 'CHANGE'}]"
Article_88,"Orchards and rain-fed agriculture lands gained 4095 ha, which matches 55% of initial area, whereas the land under irrigated crops increased by 2266 ha, about 85% of the original area.",CHANGE_HAS_MAGNITUDE,gained 4095,"[{'text': 'gained', 'label': 'CHANGE'}]"
Article_88,"Orchards and rain-fed agriculture lands gained 4095 ha, which matches 55% of initial area, whereas the land under irrigated crops increased by 2266 ha, about 85% of the original area.",CHANGE_HAS_MAGNITUDE,increased by 2266,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_88,Results indicate an unstable trend of bare and low vegetation lands which generally increased by about 50%.,CHANGE_HAS_MAGNITUDE,increased by about,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_88,"During the 15-year time frame from 1985 to 2000, the area covered by NMF declined by 2724 ha, viz.",CHANGE_HAS_MAGNITUDE,declined by 2724,"[{'text': 'declined', 'label': 'CHANGE'}]"
Article_88,"On the other hand, forests in Libya, like others in the Mediterranean region, which is one of the most affected regions by forest fires, have suffered excessive degradation by fires which are mainly due to manmade activities The area of agricultural land in 2000, in comparison to 1985, increased by 2050 ha, where the area of OR increased from 7426 ha (20.62%) to 8659 ha (24.05%) with an annual rate of 82 ha.year -1 , while the area of IC increased from 2679 ha (7.44%) to 3496 (9.71%) with an annual rate of 55 ha.year -1 (Table Libya has given the agricultural sector the largest share of the allocation of its transformation agenda through developmental projects during the 1970s and 1980s such as vertical and horizontal expansion in crop and fodder production.",CHANGE_HAS_MAGNITUDE,increased by 2050,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_88,"New farms were established in the Al-Jabal Al-Akhdar region to produce fruit and grain crops to attain self-sufficiency in food production; however, substantial areas of natural cover have been left without change for conservation purposes or to be used for natural grazing, particularly on hilly sites.",LULC_TRANSFORMATION,grain crops,"[{'text': 'grain', 'label': 'LULC'}, {'text': 'crops', 'label': 'LULC'}]"
Article_88,The local people later exploited these marginal unused areas for establishing more private fields to produce cereal crops as well as fruits and irrigated vegetables in order to capitalize on the increasingly lucrative market.,LULC_TRANSFORMATION,cereal crops,"[{'text': 'cereal', 'label': 'LULC'}, {'text': 'crops', 'label': 'LULC'}]"
Article_88,The results shown in Table produce cereal crops as well as fruits and irrigated vegetables in order to capitalize on the increasingly lucrative market.,LULC_TRANSFORMATION,cereal crops,"[{'text': 'cereal', 'label': 'LULC'}, {'text': 'crops', 'label': 'LULC'}]"
Article_88,"NMF areas, which amounted to 20,385ha (56.61%) in 2000, decreased to 17,685 ha (49.11%) in 2010, with an annual rate of 270 ha.year -1 (1.32%) (Table | LULC Change between 2000 and 2010: During the 10 years between 2000 and 2010, more forest land was cleared or changed to other land uses.",CHANGE_HAS_MAGNITUDE,"decreased to 17,685","[{'text': 'decreased', 'label': 'CHANGE'}]"
Article_88,"The supervised classification analysis indicated an increase in the area of agricultural land in the study area during the third period (2010-2017), which was estimated at 1883 ha, where the area of agricultural land use increased from 14,583 ha (40.50% of total area) in 2010 to 15,466 ha (44.72% of total area) in 2017 (Table The results shown in Table During the third period, UB extended from 6.75% to 10.70% of the total land use and had an annual rate of increase of 8.36%, which was much higher compared to the previous periods.",CHANGE_HAS_MAGNITUDE,increase of 8.36,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_88,"The UB area increased from 2430 ha in 2010 to 3852 ha in 2017, achieving a total increase of 1422 ha and representing about 58.52% of the initial area.",CHANGE_HAS_MAGNITUDE,increase of 1422,"[{'text': 'increase', 'label': 'CHANGE'}]"
Article_88,"Land under the OR class increased by about 55% and achieved a greater rate of increase during the third period, whereas the land under the IC class increased by about 85% with a higher rate of increase achieved between 2000 and 2010, and the lowest rate was recorded during the third period from 2010 to 2017.",CHANGE_HAS_MAGNITUDE,increased by about,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_88,"Land under the OR class increased by about 55% and achieved a greater rate of increase during the third period, whereas the land under the IC class increased by about 85% with a higher rate of increase achieved between 2000 and 2010, and the lowest rate was recorded during the third period from 2010 to 2017.",CHANGE_HAS_MAGNITUDE,increased by about,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_89,"The results show that the built-up area in Dhaka city increased by 67% from 1993 to 2020 by replacing lowland mainly, followed by vegetation, bare soil and water bodies.",CHANGE_HAS_MAGNITUDE,increased by 67,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_89,"The results show that the built-up area in Dhaka city increased by 67% from 1993 to 2020 by replacing lowland mainly, followed by vegetation, bare soil and water bodies.",LULC_TRANSFORMATION,bare soil,"[{'text': 'bare soil', 'label': 'LULC'}]"
Article_89,"The results show that the built-up area in Dhaka city increased by 67% from 1993 to 2020 by replacing lowland mainly, followed by vegetation, bare soil and water bodies.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_89,"On the other hand, vegetation and water bodies gradually decreased while a considerable decrease in the lowland was found in the second stage of the study period (Fig.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_89,"For example, From the above results and discussion, the findings of this study can be summarized more specifically as follows: (1) This study revealed significant growth (67.41%) of urban or built-up area, which was converted from vegetation, lowland, bare soil and water bodies.",LULC_TRANSFORMATION,bare soil,"[{'text': 'bare soil', 'label': 'LULC'}]"
Article_89,"For example, From the above results and discussion, the findings of this study can be summarized more specifically as follows: (1) This study revealed significant growth (67.41%) of urban or built-up area, which was converted from vegetation, lowland, bare soil and water bodies.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_89,"On the other hand, bare soil drastically increased by filling lowland with sand.",LULC_TRANSFORMATION,bare soil,"[{'text': 'bare soil', 'label': 'LULC'}]"
Article_89,"Built-up and bare soil areas increased by 13.61% and 25.24% from losing water bodies, vegetation and lowland during the study period.",LULC_TRANSFORMATION,bare soil,"[{'text': 'bare soil', 'label': 'LULC'}]"
Article_89,"Built-up and bare soil areas increased by 13.61% and 25.24% from losing water bodies, vegetation and lowland during the study period.",CHANGE_HAS_MAGNITUDE,increased by 13.61,"[{'text': 'increased', 'label': 'CHANGE'}]"
Article_89,"Built-up and bare soil areas increased by 13.61% and 25.24% from losing water bodies, vegetation and lowland during the study period.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_89,"Spatial distribution of maximum and mean LST in Dhaka city showed the increase of 4.62 °C and 6.43 °C, respectively, during the study period, while the change in minimum LST was not substantial.",CHANGE_HAS_MAGNITUDE,increase of 4.62,"[{'text': 'increase', 'label': 'CHANGE'}, {'text': '4.62', 'label': 'CARDINAL'}]"
Article_91,"For example, for distance from the road, if the forest is very close to the road, the rate of forest clearance (deforestation) is very high, and vice versa, i.e., if there is road availability, the people living nearby can clear the forest for agriculture or other purposes.",LULC_TRANSFORMATION,forest for agriculture,"[{'text': 'forest', 'label': 'LULC'}, {'text': 'agriculture', 'label': 'LULC'}]"
Article_92,"This represents a loss of over 2% of the farmland in the county, the majority of which converted to emergent wetland during the study period.",CHANGE_HAS_MAGNITUDE,loss of over,"[{'text': 'loss', 'label': 'CHANGE'}]"
Article_92,"One of the most striking effects of sea level rise is the transition of uplands to tidal wetlands and open water Characteristics of the landscape are important determinants of the timing and pace of upland transition One landscape factor that has rarely been considered as a determinant of upland transition to marsh is upland land cover type, and that is the focus of this study.",CHANGE_HAS_MAGNITUDE,transition One,"[{'text': 'transition', 'label': 'CHANGE'}, {'text': 'One', 'label': 'CARDINAL'}]"
Article_92,"The land cover types in our study area mainly included agricultural land, such as cropland, orchards, poultry houses, irrigation canals, and ponds; urban or built-up land, such as houses, lawns, highways, power infrastructure, towns, and commercial complexes; upland forest; estuarine and palustrine wetlands; and water bodies (see Fig.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_92,"Forest/Scrub Shrub Areas dominated by trees and/or shrubs with tree and shrub coverage of 30% or greater, regardless of tidal regime, salinity level, or understory plant community type.",LULC_TRANSFORMATION,shrubs with tree,"[{'text': 'shrubs', 'label': 'LULC'}, {'text': 'tree', 'label': 'LULC'}]"
Article_92,"Scrub Shrub Wetland / Forested Wetland Wetlands with 10 to 30% coverage of woody vegetation, regardless of tidal regime or salinity level.",LULC_TRANSFORMATION,Shrub Wetland,"[{'text': 'Shrub', 'label': 'LULC'}, {'text': 'Wetland', 'label': 'LULC'}]"
Article_92,Scrub shrub wetland behaved similarly; the same proportion of land transitioned out (16.1%) and into (16.5%) scrub shrub wetland.,LULC_TRANSFORMATION,shrub wetland,"[{'text': 'shrub', 'label': 'LULC'}, {'text': 'wetland', 'label': 'LULC'}]"
Article_92,Scrub shrub wetland behaved similarly; the same proportion of land transitioned out (16.1%) and into (16.5%) scrub shrub wetland.,LULC_TRANSFORMATION,shrub wetland,"[{'text': 'shrub', 'label': 'LULC'}, {'text': 'wetland', 'label': 'LULC'}]"
Article_92,Transition to emergent wetland was more likely for agricultural and scrub shrub wetland areas than for urban or forest areas after controlling for elevation and distance to shore.,LULC_TRANSFORMATION,shrub wetland,"[{'text': 'shrub', 'label': 'LULC'}, {'text': 'wetland', 'label': 'LULC'}]"
Article_92,"Forest, for Wetlands example, can subsist in the persistent zone until a single climatic event kills adult and causes a state change to marsh The scrub shrub wetland cover class included tidal and non-tidal freshwater swamps with low tree or shrub cover, whereas tidal and non-tidal freshwater swamps with high tree cover were classified as forest (Fig.",LULC_TRANSFORMATION,shrub wetland,"[{'text': 'shrub', 'label': 'LULC'}, {'text': 'wetland', 'label': 'LULC'}]"
Article_92,"The largest net loss, 5.7 km 2 , was from agricultural land cover (Table | Predictors of Land Cover Change: Interestingly, transitions from agriculture to forest exhibited a similar elevation profile to those from agriculture to emergent wetland.",LULC_TRANSFORMATION,agriculture to forest,"[{'text': 'agriculture', 'label': 'LULC'}, {'text': 'forest', 'label': 'LULC'}]"
Article_92,"Agricultural land and scrub shrub wetland were more able to conversion to emergent wetland than forest or urban land, after controlling for two important variables in land use transition, elevation and distance to shore.",LULC_TRANSFORMATION,shrub wetland,"[{'text': 'shrub', 'label': 'LULC'}, {'text': 'wetland', 'label': 'LULC'}]"
Article_92,"Agricultural land and scrub shrub wetland were more able to conversion to emergent wetland than forest or urban land, after controlling for two important variables in land use transition, elevation and distance to shore.",LULC_TRANSFORMATION,wetland than forest,"[{'text': 'wetland', 'label': 'LULC'}, {'text': 'forest', 'label': 'LULC'}]"
Article_94,"Other cultivated areas of cropland, built-up, oil palm, and banana plantation covers increased by 21,360 ha (10.5%), 3152 ha (1.6%), 5721 ha (2.8%), and 1823 ha (0.9%), while dense forest, rubber and tea plantation covers decreased by -44,945 ha (-22.1%), -15,557 ha (-7.7%), and -110 ha (-0.1%), respectively, from 1986 to 2018.",CHANGE_HAS_MAGNITUDE,"increased by 21,360","[{'text': 'increased', 'label': 'CHANGE'}]"
Article_94,"Other cultivated areas of cropland, built-up, oil palm, and banana plantation covers increased by 21,360 ha (10.5%), 3152 ha (1.6%), 5721 ha (2.8%), and 1823 ha (0.9%), while dense forest, rubber and tea plantation covers decreased by -44,945 ha (-22.1%), -15,557 ha (-7.7%), and -110 ha (-0.1%), respectively, from 1986 to 2018.",CHANGE_HAS_MAGNITUDE,"decreased by -44,945","[{'text': 'decreased', 'label': 'CHANGE'}]"
Article_94,"Beyond 2000, much of the expansion in built-up areas and other cultivated areas of cropland occurred more in non-forest than forest areas in Buea and Limbe subdivisions, leading to a decrease in the area cover of agro-industrial plantations.",LULC_TRANSFORMATION,forest than forest,"[{'text': 'forest', 'label': 'LULC'}, {'text': 'forest', 'label': 'LULC'}]"
Article_95,"Over the past three decades, agricultural land, commercial farm, built-up, and water bodies have increased while forestland, rangeland, grazing land, and swampy areas have decreased.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_95,"| Forest land: Areas covered with a dense growth of trees that include: evergreen forests, mixed forest land, deciduous forest lands.",LULC_TRANSFORMATION,evergreen forests,"[{'text': 'evergreen forests', 'label': 'LULC'}]"
Article_95,Urban and built-up areas followed by water bodies and swampy areas showed the lowest loss.,LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_95,"Similar patterns of changes were observed during the 2002-2017 period with the highest losses shown by rangeland, followed by forest land and agricultural land, whereas the lowest loss was shown by urban and built-up followed by swampy area and water bodies.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_95,"The highest gain for the period of 1987-2002 was shown by agricultural land followed by rangeland and forest land, whereas the lowest gain was shown by urban and built up followed by water bodies.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_95,"For period's 2002-2017, agricultural land followed by rangeland and grazing land has shown the highest gain while water bodies followed by swampy and urban and built-up area shows the lowest gain.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_95,"The shift by forest land dominance from the undulating and gently rolling to the hilly and strongly rolling was owing to the agricultural land expansion, urban and built up, and increased water body on the lower slopes.",LULC_TRANSFORMATION,water body,"[{'text': 'water body', 'label': 'LULC'}]"
Article_95,The highest increase by water bodies was shown on slope ranges from 0% to 2%.,LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_95,"In contrast to water bodies, rangeland decreased on all slope ranges except in very hilly slope areas.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_95,"The expansion of irrigation projects increased commercial farms, and the construction of reservoirs increased water bodies in the catchment.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_95,"The use of wetlands for agriculture limited the area of communal grazing where many livestock populations were allowed for grazing.""",LULC_TRANSFORMATION,wetlands for agriculture,"[{'text': 'wetlands', 'label': 'LULC'}, {'text': 'agriculture', 'label': 'LULC'}]"
Article_95,"For example, increased agricultural land on a steep slope without proper management practices potentially have increased the vulnerability of the land to erosion and sedimentation in water bodies of the catchment.",LULC_TRANSFORMATION,water bodies,"[{'text': 'water bodies', 'label': 'LULC'}]"
Article_98,"The results showed that: (1) From 1992 to 2018, shrubland and grassland decreased, while built-up land, snow, forestland, water body, and cropland area increased.",LULC_TRANSFORMATION,water body,"[{'text': 'water body', 'label': 'LULC'}]"
Article_98,"| Results: | Changes of LULC: The spatial distribution of LULC in Derong County from 1992 to 2018 was shown in Figure | Results: | Changes of LULC: The spatial distribution of LULC in Derong County from 1992 to 2018 was shown in Figure From 1992 to 2018, forestland, water body, built-up land, cropland, and snow increased, while shrubland and grassland decreased.",LULC_TRANSFORMATION,water body,"[{'text': 'water body', 'label': 'LULC'}]"
Article_98,"The built-up land has changed the most, increasing by 2679.68 hm 2 and with an increase rate of 294.09% by 1992.",CHANGE_HAS_MAGNITUDE,increasing by 2679.68,"[{'text': 'increasing', 'label': 'CHANGE'}, {'text': '2679.68', 'label': 'CARDINAL'}]"
Article_98,The cropland also increased by 2061.26 hm 2 and with an increase rate of 45.57% by 1992.,CHANGE_HAS_MAGNITUDE,increased by 2061.26,"[{'text': 'increased', 'label': 'CHANGE'}, {'text': '2061.26', 'label': 'CARDINAL'}]"
Article_98,"The other landuse types increased, and the order of increasing speed was: Built-up land > cropland > snow > forestland > water body, with dynamic degrees of 11.31%, 1.75%, 0.94%, 0.44%, and 0.39%, respectively.",LULC_TRANSFORMATION,water body,"[{'text': 'water body', 'label': 'LULC'}]"
Article_98,"As can be seen from Table Soil and water conservation, the implementation of forest projects, and comprehensive ecological management have promoted the restoration of forestland and water body, and the increase in the ESV of forestland and water body.",LULC_TRANSFORMATION,water body,"[{'text': 'water body', 'label': 'LULC'}]"
Article_98,"As can be seen from Table Soil and water conservation, the implementation of forest projects, and comprehensive ecological management have promoted the restoration of forestland and water body, and the increase in the ESV of forestland and water body.",LULC_TRANSFORMATION,water body,"[{'text': 'water body', 'label': 'LULC'}]"
Article_98,"The major study results showed as follows: (1) From 1992 to 2018, the ESV with an overall decrease of 0.25 × 10 8 yuan, and the most severe decline in the value density of ESV was in Dianyagong.",CHANGE_HAS_MAGNITUDE,decrease of 0.25,"[{'text': 'decrease', 'label': 'CHANGE'}, {'text': '0.25', 'label': 'CARDINAL'}]"
Article_99,"Land Use Policy As a result of the socioeconomic transformation, the rapid urban expansion of cities and towns in the Gulf Cooperation Council (GCC) states has predominately led to tremendous pressure on the limited natural resources and loss of productive lands.",LULC_TRANSFORMATION,urban expansion of cities,"[{'text': 'urban', 'label': 'LULC'}, {'text': 'expansion', 'label': 'CHANGE'}, {'text': 'cities', 'label': 'LULC'}]"
Article_99,"During the next two decades, the built-up areas will dominant, with a large percentage of vacant land (net loss 12,813 ha) and vegetation cover (net loss 35 ha) will be gradually converted into residential land use.",CHANGE_HAS_MAGNITUDE,"loss 12,813","[{'text': 'loss', 'label': 'CHANGE'}]"
Article_99,"During the next two decades, the built-up areas will dominant, with a large percentage of vacant land (net loss 12,813 ha) and vegetation cover (net loss 35 ha) will be gradually converted into residential land use.",CHANGE_HAS_MAGNITUDE,loss 35,"[{'text': 'loss', 'label': 'CHANGE'}]"
