sentence_id,document_id,sentence_number,sentence_text,similarity_score,matching_query,matching_query_idx
Article_48_4,Article_48,4,"Using Landsat imageries from 1991, 2002, 2008, and 2018 of Sekondi-Takoradi, together with geospatial and Shannon's entropy techniques, this paper assesses the impact of urban sprawl on land use and land use dynamics within the metropolis.",0.90562654,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_45_62,Article_45,62,"By contrast, the agricultural area has drastically declined over the decades primarily due to increasing population density, the shift in the occupational structure of the people from the primary sector to secondary and tertiary sectors The study further investigated some of the impacts of the LULC change in the study region by assessing the correlation between LST, NDVI, and NDBI.",0.90553665,"The population density has increased during the past decades, which has had a significant impact on the [land cover]",67
Article_15_53,Article_15,53,"Although small, agriculture land shows a significant probability to transition to built-up area which has been the trend in many cities The findings indicate that rapid development of urban built will lead to sharp declines in forest and agriculture and increase in urban population.",0.9055353,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_1_53,Article_1,53,"Although small, agriculture land shows a significant probability to transition to built-up area which has been the trend in many cities The findings indicate that rapid development of urban built will lead to sharp declines in forest and agriculture and increase in urban population.",0.9055353,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_71_97,Article_71,97,"These models explain the variation in pH as a function of ED_PF (94%), ED_crop land (92%) and PD_DF (90%) (Table | Water Vulnerability and Climate Change in Yangambi: As previously discussed in the results section, it appears that different water supplies are used in Yangambi.",0.90552664,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_58_70,Article_58,70,"For those that have land use incorporated, little is known of the influence of drought severity on LULC-in terms of the differences in annual sizes and configurationseither in changing and/or persistent areas.",0.9055057,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_10_70,Article_10,70,"For those that have land use incorporated, little is known of the influence of drought severity on LULC-in terms of the differences in annual sizes and configurationseither in changing and/or persistent areas.",0.9055057,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_84_2,Article_84,2,The spatiotemporal dynamics of water fluxes and their relationship with land cover changes between 2009 and 2017 in the headwater Buzi sub-catchment in Zimbabwe is evaluated.,0.90550494,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_28_75,Article_28,75,is might be due to deforestation activities that have taken place for agriculture and urban expansion.,0.90549487,Anthropogenic activities such as agricultural reclamation and overgrazing may be primary driver of these deepening desertification patterns in these regions . ,183
Article_109_26,Article_109,26,": IAMs which link energy, economy, land and climate modules tend to rely strongly on the cultivation of dedicated bioenergy crops (such as switchgrass and miscanthus) in global climate change mitigation scenarios Table deserts and dry scrublands, as well as bioenergy from waste or agricultural and forestry residue, are assumed not to contribute to LUC emissions nor carbon sequestration.",0.9054863,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_97_26,Article_97,26,": IAMs which link energy, economy, land and climate modules tend to rely strongly on the cultivation of dedicated bioenergy crops (such as switchgrass and miscanthus) in global climate change mitigation scenarios Table deserts and dry scrublands, as well as bioenergy from waste or agricultural and forestry residue, are assumed not to contribute to LUC emissions nor carbon sequestration.",0.9054863,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_11_104,Article_11,104,"Additionally during this period both the cities have also experienced an increase in its built-up area and a consistent reduction in water, vegetation and soil, indicating a rapid expansion of urban areas at the cost of its vegetation, soil and water bodies.",0.90543926,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_40_24,Article_40,24,"Using the forest in Southern Africa as a case, Figure Our analysis revealed that the future suitability probability has evolved from its historical counterpart due to the influence of future driving factors.",0.90542096,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_87_24,Article_87,24,"Using the forest in Southern Africa as a case, Figure Our analysis revealed that the future suitability probability has evolved from its historical counterpart due to the influence of future driving factors.",0.9054208,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_86_73,Article_86,73,"The overall WH cover decreased significantly from 0.9 km 2 in 2000 to 0.4 km 2 in 2018 in the Powai lake, due to the aesthetics aspect of Hiranandani settlements, but the WH on the IITB's side was not much improved since 2000.",0.9054098,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_52_58,Article_52,58,"The sampling region consists of the thematic product mapping area which is equal to the GLAD ARD extent for forests, water, and built-up lands (Figure | Forest Extent and Height: To estimate the accuracy of forest height mapping, we compared the forest height map for the year 2020 with the GEDI RH95 metric values within the extent of stable forests (forests that had map-based tree height ≥5 m in both years 2000 and 2020 and no indication of forest disturbance, degradation, or enhancement).",0.905409,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_52_105,Article_52,105,"In Europe and North America, where crop expansion (mostly through pasture or long fallow conversion) and reduction (through abandonment or conversion to other land uses) are balanced, the resulting net cropland area change was small.",0.9053733,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_91_46,Article_91,46,"Over the entire temporal horizon observed (1989 to 2019), a large part of the forest was converted to agriculture and grass/swamps (see Tables A4-A6 for the detailed LULC transition matrixes).",0.9053464,"#text': 'After the droughts in the 1970s and 1980s, the observed loss of woody vegetation cover was often considered as irreversible [desertification] and large parts of the Sahel were designated as degraded land (e.g",0
Article_109_16,Article_109,16,"The relative projected land area dedicated to either crops or solar energy strongly differs within each region, with potential local ecosystem and landscape implications (see Figure Land cover changes.",0.90532744,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_97_16,Article_97,16,"The relative projected land area dedicated to either crops or solar energy strongly differs within each region, with potential local ecosystem and landscape implications (see Figure Land cover changes.",0.90532744,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_77_53,Article_77,53,Secondary data indicated that increase in population and change in livelihoods sources from nomadic pastoralism to crop farming could explain the increase in land under mixed farming.,0.9053257,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_12_20,Article_12,20,"Although, LULC change has social and economic benefits, it has also been reported to have an impact on spatial patterns of landscape properties by modifying ecosystems at local, regional and global levels Generally, LULC changes are driven by natural factors and anthropogenic activities Since 1950, the world population has increased exponentially and this growth is producing major changes in LULC.",0.90531325,"The population density has increased during the past decades, which has had a significant impact on the [land cover]",67
Article_62_44,Article_62,44,The nature of the spatial distribution of ecosystem services can be revealed to dissect the spatial distribution characteristics of village ecosystem services in the study area and extend the result to other areas of the same type.,0.90531254,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_46_169,Article_46,169,"If FCO is an error in assigning newly deforested land to other land rather than to agricultural land, the emissions would be essentially the same as from the degradation interpretation.",0.90529287,estimate is thus a metric of deforestation occurring in landscapes where agriculture is the dominant direct driver of forest loss rather than only deforestation resulting in agricultural production per se . ,232
Article_68_3,Article_68,3,"The major changes include loss of 19.72 km 2 of vegetation cover in various forest types due to increasing biotic interference and over grazing, conversion of 14.77 km 2 of Dense Sal mixed forest to open mixed forest and cultivable land, and 5.0 km 2 teak plantation and Bamboo brakes to agricultural land.",0.9052845,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",90
Article_43_45,Article_43,45,"| Spatial-Temporal Features of Land Use Change and Intensity from 2010 to: With the support of the ArcGIS software spatial block statistics tool, the c matrix of LULC types (Figure It can be seen that farmland and artificial surfaces have increased while land-use types decreased during our study period.",0.9052107,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_107_49,Article_107,49,"The urban expansion was at the expense of rangeland, forest and shrubland, and barren land and sand areas, where the contribution of each one in the built-up areas was estimated at around 9.1% (179.7 km 2 ), 33.4% (656.3 km 2 ) and 57.5% (1131.5 km 2 ), respectively.",0.90520644,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",94
Article_118_102,Article_118,102,"The analysis of LULC change shows that forest cover has been decreasing, as well as the high increasing rate of urban area and agricultural land.",0.9051639,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_118_134,Article_118,134,"The analysis of LULC change shows that forest cover has been decreasing, as well as the high increasing rate of urban area and agricultural land.",0.9051639,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_38_134,Article_38,134,"The analysis of LULC change shows that forest cover has been decreasing, as well as the high increasing rate of urban area and agricultural land.",0.9051639,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_38_102,Article_38,102,"The analysis of LULC change shows that forest cover has been decreasing, as well as the high increasing rate of urban area and agricultural land.",0.9051639,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_8_11,Article_8,11,"Surface mining has been one of the major activities since World War II, resulting in a significant alteration in the mountain landscapes with the transformation of native forests and their associated soils into heavily disturbed mine lands It has become necessary to study the temporal and spatial variations in hydrological balance and to understand the mechanisms of influence behind LULC change impacts.",0.90512127,"#text': 'After the droughts in the 1970s and 1980s, the observed loss of woody vegetation cover was often considered as irreversible [desertification] and large parts of the Sahel were designated as degraded land (e.g",0
Article_45_10,Article_45,10,The LULC analysis showed an increase in the settlement over the past two decades.,0.9051207,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_11_97,Article_11,97,"The SEZs have acquired farmland and pastoral land for different industrial projects Increase in surface temperature coupled with loss of vegetation to built-up area over the years has made both the cities more vulnerable to natural hazards, viz.",0.90510875,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_50_295,Article_50,295,Agroforestry is a set of diverse land management systems that integrate trees and shrubs with crops and/or livestock in space and/or time.,0.90509415,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_14_27,Article_14,27,"Even though NPPs do not require a massive land area for energy production, just like hydropower, solar, and wind energy Destroyed vegetation (agricultural and barren lands, forests) must be taken into account in the first place, as it can lead to erosion, local pollution, and a decrease in groundwater sources The construction of NPPs has an impact on builtup areas and the local population.",0.90508926,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_95_32,Article_95,32,"Furthermore, farmers were asked to explain how their socio-economic activity contributes to the land-use change.",0.9050747,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_24_81,Article_24,81,"The need for housing and social reinforcement areas, which emerged in parallel with the rapid population growth (annual increase rate of 64.5%) in the 2000-2010 period in Atakum district, caused the areal increases in the urban texture to create a more heterogeneous city pattern Among the parks on both sides of Samsun, Batıpark is 1.000.000 m² and Doğupark is 250.000 m².",0.90505457,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_26_73,Article_26,73,"The results confirm the hypothesis that LULCC decreased with increase in elevation of Mount Cameroon (4095 m), a biophysical barrier in the northwest zone, emphasising the resilience of the mountain ecosystem in the sub-region.",0.9050138,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_94_73,Article_94,73,"The results confirm the hypothesis that LULCC decreased with increase in elevation of Mount Cameroon (4095 m), a biophysical barrier in the northwest zone, emphasising the resilience of the mountain ecosystem in the sub-region.",0.90501374,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_33_93,Article_33,93,"A colonization programme by the Mexican Government in the 1970s encouraged the establishment of farming communities in forest-covered areas, promoting agriculture, agroforestry (cacao) and cattle ranching, which is currently the most important business activity.",0.9049964,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_8_45,Article_8,45,The maps and tables produced in this study provide essential spatial information on the sub-basin scale to researchers in identifying and implementing appropriate land management practices.,0.904988,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_107_5,Article_107,5,"The findings of the LULCC analysis based on the MLC indicate great socioeconomic development during the study period and that the urban expansion was at the expense of rangeland, forest and shrubland, and barren land and sand areas, with the contribution of each in the built-up area estimated to be around 9.1% (179.7 km 2 ), 33.4% (656.3 km 2 ) and 57.5% (1131.5 km 2 ), respectively.",0.90498185,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cropland was À0.4, À0.9, À1.6 and 3.8%, respectively",95
Article_91_24,Article_91,24,"In addition, farmers were asked to describe how their socioeconomic activity affects the change in land usage.",0.9049794,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_10_76,Article_10,76,"Previous studies in dryland contexts such as Botswana and elsewhere associate the improvement in vegetation productivity partly to bush-encroachment which remote sensing vegetation indices capture as vegetation greening but bush-encroachment is undesirable in cattle-based systems Relating LULC change to land degradation, conversion of tree-covered areas to grassland, otherland and cropland, is degrading.",0.90496993,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_58_76,Article_58,76,"Previous studies in dryland contexts such as Botswana and elsewhere associate the improvement in vegetation productivity partly to bush-encroachment which remote sensing vegetation indices capture as vegetation greening but bush-encroachment is undesirable in cattle-based systems Relating LULC change to land degradation, conversion of tree-covered areas to grassland, otherland and cropland, is degrading.",0.90496993,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_83_38,Article_83,38,"As for salts, the area was decreased in 2000 compared to the area in 1987 with change rate of À34.7% whereas it increased in 2015 compared to 2000 recording change rate 1.1%.",0.90494287,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_59_60,Article_59,60,"11.79% of the initial area, while other LULC types increased at different rates.",0.9049367,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_88_60,Article_88,60,"11.79% of the initial area, while other LULC types increased at different rates.",0.9049367,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_94_90,Article_94,90,"LULCC decreased with increase in elevation of Mount Cameroon (4095 m) in the northwest zone, but increased with nearness to the Atlantic Coast in the western zone and national road networks, emphasising the resilience of the mountain ecosystem and the vulnerability of lowland and coastal-land boundary ecosystems.",0.9048819,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_26_90,Article_26,90,"LULCC decreased with increase in elevation of Mount Cameroon (4095 m) in the northwest zone, but increased with nearness to the Atlantic Coast in the western zone and national road networks, emphasising the resilience of the mountain ecosystem and the vulnerability of lowland and coastal-land boundary ecosystems.",0.9048819,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_69_71,Article_69,71,"Urbanization and the reclaiming of cultivated land increased fragmentation, heterogeneity and shape complexity of LULC patterns.",0.9048678,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_41_48,Article_41,48,"From this study, the findings revealed that the majority of land conversion in Dak Nong is natural forests to residential areas and agricultural land since the province experienced an increase in population as well as socialeconomic growth.",0.9048563,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_53_17,Article_53,17,Selecting training samples for water was tough because of the dense canopy of forests along with the river channel and lack of water in the river channels since the acquisition date of imagery was in mid-November and at that time most of the rivers in the mountains carry less water as compared to the monsoon season.,0.90484047,Field monitoring of matric potentials did not indicate downward flow at 10 m depth for the millet site this is consistent with the modeling results the transition from fallow to millet having occurred recently 5 years ago . ,186
Article_63_41,Article_63,41,"Similarly, in the period between 2000 and 2017, the land under grazing land has shown a declining trend with a value of 17097.78 ha to 1615 ha, respectively )is can be attributed to the rapidly growing demand for cultivated and settlement land for other land uses in that specific period.",0.904829,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_46_245,Article_46,245,"If the spatial resolution is fine enough, maps of changes in area can be overlaid on maps of biomass to determine the biomass of the forests actually deforested | Conclusions: A major objective in quantifying the emissions of carbon from terrestrial ecosystems is to separate the emissions resulting from management (direct anthropogenic activities) from those resulting from the effects of environmental change (indirect effects).",0.9048142,estimate is thus a metric of deforestation occurring in landscapes where agriculture is the dominant direct driver of forest loss rather than only deforestation resulting in agricultural production per se . ,232
Article_41_44,Article_41,44,"Besides, the Kno index is regarded as the most important parameter which is used for evaluating the overall of a model The LULC map for the year 2025 presented in Figure It is recognizable that the decline in the natural forests may be due to population growth, the expansion of residential areas, and the demand for agricultural land increases.",0.9048127,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_16_16,Article_16,16,"The Landsat programme is exceptional for change detection research because it offers a historical and ongoing archive of imagery In the watershed, biological circumstances, gradients, and elevations play a significant role in determining land use/land cover.",0.9047919,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_65_37,Article_65,37,| Land-cover change: Land-cover transitions over the period of study showed that approximately 6.7% (±0.9%) of the total Australian territory experienced definitive land-cover change.,0.90471077,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_114_78,Article_114,78,"These studies include public policy proposals to allow the sustainable management of tropical forests, coverage mapping Remote sensing has been a tool used since the beginning of LULC research in tropical forests.",0.9046705,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_26_4,Article_26,4,"The spatial pattern of LULCC showed that expansion of other cultivated areas of cropland and agro-industrial plantations were highest in the north and east zones, respectively, while expansion of builtup areas and decrease in agro-industrial plantation covers were highest in the central, south and western coastal zones of Fako division.",0.90465784,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_94_4,Article_94,4,"The spatial pattern of LULCC showed that expansion of other cultivated areas of cropland and agro-industrial plantations were highest in the north and east zones, respectively, while expansion of builtup areas and decrease in agro-industrial plantation covers were highest in the central, south and western coastal zones of Fako division.",0.9046577,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_13_43,Article_13,43,It is noteworthy to estimate the influence of LULC change on runoff characteristics of the northern region in general and minor watershed levels (sub-basin levels) on groundwater hydrology.,0.9046564,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_43_33,Article_43,33,"By comparing the two maps of land-use intensity (Figure | Spatial-Temporal Features of Land Use Change and Intensity from 2010 to 2020: With the support of the ArcGIS software spatial block statistics tool, the conversion matrix of LULC types (Figure It can be seen that farmland and artificial surfaces have increased while the other land-use types decreased during our study period.",0.9046538,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_51_71,Article_51,71,"In the case of high-slope slopes, the reduction of the flow velocity obtained by the installation of energy sinks can be a tool to reduce the increase in surface runoff Although the Surface Runoff Potential Charts does not highlight the urban areas of the basin, it is essential to consider that urban growth tends to increase the waterproofed area, increasing the flow velocity.",0.9046431,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_116_45,Article_116,45,"At the patch level, the land for construction is steadily enhancing its role as the largest dominant landscape type, and the fragmented invasion of land for construction in the suburbs of cities has caused a reduction and fragmentation of farmland, posing a threat to the quality of habitats and landscape layout such as forests, grasslands, and water bodies.This trend leads to loosely connected patches of these land types.",0.9046321,The Upper Guinean forest is a global biodiversity hotspot and has become one of the most human modified forest ecosystems in the tropics having lost over 80% of its original forest cover with the remainder distributed in a fragmented agriculture forest mosaic,148
Article_12_62,Article_12,62,"Likewise, the forest ecosystem, which covered1833.15 ha also declined between 1973-1987 (Table Regarding LULC change, agricultural land increased annually by Within the 46 years of this study period, bare and forest lands have shown consistent reductions, whereas cultivated lands and forest lands increased at the expense of the aforementioned as well as a wetland, land use types.",0.9046171,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_52_132,Article_52,132,The changes in land management priorities resulted in cropland conversion to settlements (section 3.1.2) and flooding forests and croplands by water reservoirs.,0.9046143,During this time the land required for [agriculture] increased significantly so that large areas of natural bushland were deforested for [cultivation] purposes,81
Article_64_22,Article_64,22,"Aside from globalised trade, other important drivers of land change dynamics, which have increasingly influenced the rate of land use change during the deceleration phase, are climate change and its associated impacts such as extreme events, drought and floods.",0.9046141,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_65_42,Article_65,42,"For instance, Croplands continuously declined in area until 2005 when Grassland transitioned to Cropland and Forest, increasing Cropland extent mainly in Queensland and Victoria.",0.90461063,Thus farmland persists and increases each year at the expense of forest woodland and tree savanna . ,229
Article_64_66,Article_64,66,"The transition layers served as the basis for analysing spatial extent, patterns, rates and dynamics of global land use change.",0.904586,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_57_2,Article_57,2,"The use of remote sensing and GIS has helped to generate LULC thematic maps, which have proven immensely valuable in resource and land-use management, facilitating sustainable development by balancing developmental interests and conservation measures.",0.9045858,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_6_42,Article_6,42,"However, the quantification and allocation of vegetated and non-vegetated areas and their changes before and after the Hurricane can be carried out with an accuracy of 0.97.",0.90458,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_71_89,Article_71,89,Mwayi and Naito in 2019 found that forest massifs in Malawi could reduce sedimentation caused by watershed runoff to supply major water points | Physicochemical Parameters of River Waters' Nexus Landscape Parameters in the Yangambi: The correlation analysis between different physicochemical parameters of rivers showed a positive relationship.,0.90455115,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_117_33,Article_117,33,"The satellite imagery result indicates increasing and decreasing changes in each of the six land-use types (Figure The research revealed that the increments in this land-use resulted at the expense of other land uses, like forests, area closures, and grazing lands.",0.9045442,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_79_57,Article_79,57,"These government policies generally prohibit logging for timber or deforestation for fuel wood collection, settlement, or agricultural expansion within these protected areas, the government has been lax in providing the enforcement required to curtail such practices from continuing in the watershed, which may be due to the recognition of the high poverty levels experienced by the rapidly growing population.",0.9045265,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_33_1165,Article_33,1165,We can also detect changes in the boundaries of the study area which cannot be fully represented on the maps because the study area has been clipped.,0.90450346,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_12_66,Article_12,66,"Rapid population growth resulted in huge demands for timber for construction purposes in the surrounding towns and villages, triggering illegal loggings from among communal forests.",0.9045024,During this time the land required for [agriculture] increased significantly so that large areas of natural bushland were deforested for [cultivation] purposes,81
Article_69_68,Article_69,68,There would be a decreasing trend mainly on the bank of Nansihu Lake and in the eastern mountains for the tendency of unused land.,0.90449935,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
