source_id,authors,year,type,value,geography,context,source_column
69,Md Sazzad Hossain; Md Asif; Haider Khan; Tomiwa Oluwajuwon; Jayanta Biswas; S Rubaiot; Md Seikh; Sadiul Islam Tanvir; Sirajum Munira; Md Naif; Ahmed Chowdhury; Md Hossain,,land_cover,,"['Andorra', 'Bangladesh', 'United Arab Emirates']",also assessed. A significant forest cover loss of around 1117.17,abstract
69,Md Sazzad Hossain; Md Asif; Haider Khan; Tomiwa Oluwajuwon; Jayanta Biswas; S Rubaiot; Md Seikh; Sadiul Islam Tanvir; Sirajum Munira; Md Naif; Ahmed Chowdhury; Md Hossain,,land_cover,,"['Andorra', 'Bangladesh', 'United Arab Emirates']",period (1994)(1995)(1996)(1997)(1998)(1999)(2000)(2001). Agricultural land also declined by 593.73 ha,abstract
69,Md Sazzad Hossain; Md Asif; Haider Khan; Tomiwa Oluwajuwon; Jayanta Biswas; S Rubaiot; Md Seikh; Sadiul Islam Tanvir; Sirajum Munira; Md Naif; Ahmed Chowdhury; Md Hossain,,change_process,,"['Andorra', 'Bangladesh', 'United Arab Emirates']","period, despite its initial increase of 392.04 ha (5.53",abstract
69,Md Sazzad Hossain; Md Asif; Haider Khan; Tomiwa Oluwajuwon; Jayanta Biswas; S Rubaiot; Md Seikh; Sadiul Islam Tanvir; Sirajum Munira; Md Naif; Ahmed Chowdhury; Md Hossain,,land_cover,,"['Andorra', 'Bangladesh', 'United Arab Emirates']",a better and more accurate forest cover assessment than SAVI and,abstract
69,Md Sazzad Hossain; Md Asif; Haider Khan; Tomiwa Oluwajuwon; Jayanta Biswas; S Rubaiot; Md Seikh; Sadiul Islam Tanvir; Sirajum Munira; Md Naif; Ahmed Chowdhury; Md Hossain,,land_cover,,"['Andorra', 'Bangladesh', 'United Arab Emirates']",of land use on the forest cover. In tandem with,abstract
69,Md Sazzad Hossain; Md Asif; Haider Khan; Tomiwa Oluwajuwon; Jayanta Biswas; S Rubaiot; Md Seikh; Sadiul Islam Tanvir; Sirajum Munira; Md Naif; Ahmed Chowdhury; Md Hossain,,land_cover,,"['Andorra', 'Bangladesh', 'United Arab Emirates']",impact of climate change on forest loss in the FKWS impact,abstract
71,Linye Zhu; Huaqiao Xing; Dongyang Hou,,change_process,,"['Andorra', 'India', 'US', 'Peru', 'Earth', 'Shandong province', 'China', 'Shandong Province', 'United Arab Emirates']",of fossil CO 2 will increase by 0.5% in 2019,abstract
71,Linye Zhu; Huaqiao Xing; Dongyang Hou,,land_cover,,"['Andorra', 'India', 'US', 'Peru', 'Earth', 'Shandong province', 'China', 'Shandong Province', 'United Arab Emirates']",differences in carbon emissions from agricultural land in 31,abstract
74,Sajad Khoshnood Motlagh; | Sadoddin; | Amin Haghnegahdar; Saman Razavi; | Salmanmahiny; | Khalil Ghorbani; Amir Sadoddin,,land_cover,,"['Andorra', 'Iran']","LCM) in a semiarid river basin, Iran",title
74,Sajad Khoshnood Motlagh; | Sadoddin; | Amin Haghnegahdar; Saman Razavi; | Salmanmahiny; | Khalil Ghorbani; Amir Sadoddin,,land_cover,,"['Andorra', 'Canada']",", the Hable-Rud River basin is especially sensitive to",abstract
74,Sajad Khoshnood Motlagh; | Sadoddin; | Amin Haghnegahdar; Saman Razavi; | Salmanmahiny; | Khalil Ghorbani; Amir Sadoddin,,change_process,,"['Andorra', 'Canada']","be likely to continue to increase by about 3, 1.5",abstract
74,Sajad Khoshnood Motlagh; | Sadoddin; | Amin Haghnegahdar; Saman Razavi; | Salmanmahiny; | Khalil Ghorbani; Amir Sadoddin,,change_process,,"['Andorra', 'Canada']",and rangeland will most likely decrease by about 4.55 and 1.45,abstract
75,Muhammad Mehmood; Adnanul Rehman; Muhammad Sajjad; Jinxi Song; Zeeshan Zafar; Zhai Shiyan; Qin Yaochen; Alban Kuriqi; Xing Gao,,land_cover,,"['Andorra', 'Pakistan', 'United Arab Emirates']",last two decades. The built-up area expanded greatly (874 ha,abstract
75,Muhammad Mehmood; Adnanul Rehman; Muhammad Sajjad; Jinxi Song; Zeeshan Zafar; Zhai Shiyan; Qin Yaochen; Alban Kuriqi; Xing Gao,,land_cover,,"['Andorra', 'Pakistan', 'United Arab Emirates']",the cost of vegetation and agricultural land (-6.8%).,abstract
76,Nelly Nambande Masayi; | Omondi; | Tsingalia; Nelly Masayi,,land_cover,,"['Andorra', 'Kenya', 'Mt. Elgon']",in Kenya's Mt. Elgon forest ecosystem,title
76,Nelly Nambande Masayi; | Omondi; | Tsingalia; Nelly Masayi,,land_cover,,"['Andorra', 'Mt. Elgon', 'Kenya', 'United Arab Emirates', 'United States']",trends in Kenya's montane forest ecosystems show that land uses,abstract
76,Nelly Nambande Masayi; | Omondi; | Tsingalia; Nelly Masayi,,land_cover,,"['Andorra', 'Mt. Elgon', 'Kenya', 'United Arab Emirates', 'United States']",environment. One such montane forest is the transboundary Mt. Elgon,abstract
76,Nelly Nambande Masayi; | Omondi; | Tsingalia; Nelly Masayi,,land_cover,,"['Andorra', 'Mt. Elgon', 'Kenya', 'United Arab Emirates', 'United States']",is the transboundary Mt. Elgon forest located in western Kenya.,abstract
76,Nelly Nambande Masayi; | Omondi; | Tsingalia; Nelly Masayi,,land_cover,,"['Andorra', 'Mt. Elgon', 'Kenya', 'United Arab Emirates', 'United States']",cover changes in Mt. Elgon forest ecosystem over the last 45,abstract
77,Peter Potapov; Matthew Hansen; Indrani Kommareddy; Anil Kommareddy; Svetlana Turubanova; Amy Pickens; Bernard Adusei; Alexandra Tyukavina; Qing Ying,,change_process,,"['Andorra', 'United Arab Emirates']",archive and inconsistent coverage of clear-sky observations hamper land,abstract
77,Peter Potapov; Matthew Hansen; Indrani Kommareddy; Anil Kommareddy; Svetlana Turubanova; Amy Pickens; Bernard Adusei; Alexandra Tyukavina; Qing Ying,,land_cover,,"['Andorra', 'United Arab Emirates']","global extent for water, forest, and crop mapping.",abstract
78,Stephen Opiyo; Godwin Opinde; Sammy Letema; Stephen Balaka,,land_cover,,"['Western Kenya Region', 'Kenya', 'Andorra']","Land Cover Changes in Migori River Watershed, Western Kenya Region",title
78,Stephen Opiyo; Godwin Opinde; Sammy Letema; Stephen Balaka,,land_cover,,"['Andorra', 'Kenya', 'Migori River', 'United Arab Emirates']",their drivers in the Migori River watershed in Kenya from 1980,abstract
78,Stephen Opiyo; Godwin Opinde; Sammy Letema; Stephen Balaka,,change_process,,"['Andorra', 'Kenya', 'Migori River', 'United Arab Emirates']",the watershed experienced a considerable decline in shrub lands by 40.63,abstract
78,Stephen Opiyo; Godwin Opinde; Sammy Letema; Stephen Balaka,,land_cover,,"['Andorra', 'Kenya', 'Migori River', 'United Arab Emirates']",reporting a significant expansion in agricultural land use (at p <,abstract
78,Stephen Opiyo; Godwin Opinde; Sammy Letema; Stephen Balaka,,change_process,,"['Andorra', 'Kenya', 'Migori River', 'United Arab Emirates']",241) observing a significant decline in forest areas in the,abstract
78,Stephen Opiyo; Godwin Opinde; Sammy Letema; Stephen Balaka,,land_cover,,"['Andorra', 'Kenya', 'Migori River', 'United Arab Emirates']",observing a significant decline in forest areas in the watershed (,abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,change_process,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",the said period indicated an increase of dry land/snow,abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,change_process,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",of total area and a decrease of shrubs/small vegetation,abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,land_cover,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",/small vegetation and dense forest over NI by about 0.1,abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,land_cover,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']","/fallow land, open forest and dense forest showed an",abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,land_cover,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",", open forest and dense forest showed an increase by about",abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,change_process,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",and dense forest showed an increase by about 0.8-2.4,abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,change_process,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",/small vegetation indicated a decrease by ~0.7-3.6%,abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,change_process,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",the dry land and the decline of dense forest. On,abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,land_cover,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",and the decline of dense forest. On the other hand,abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,change_process,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",period is attributed to the decline of non-vegetated/,abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,land_cover,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",lands and the expansion of agricultural land/forest covers in that,abstract
79,Sridhara Nayak; Suman Maity; Kuvar Singh; Hara Nayak; Soma Dutta,,land_cover,,"['Andorra', 'India', 'NI', 'North-Eastern India', 'North India']",expansion of agricultural land/forest covers in that period.,abstract
80,Dires Tewabe; Temesgen Fentahun,,land_cover,,"['Ethiopia', 'Andorra', 'the Lake Tana Basin', 'Northwest Ethiopia']","using remote sensing in the Lake Tana Basin, Northwest Ethiopia",title
82,M Elagouz; S Abou-Shleel; A Belal; M El-Mohandes,,change_process,,"['Egypt', 'Andorra', 'Nile Delta']",land cover classes ranged between increase and decrease areas. A,abstract
82,M Elagouz; S Abou-Shleel; A Belal; M El-Mohandes,,change_process,,"['Egypt', 'Andorra', 'Nile Delta']",classes ranged between increase and decrease areas. A continuous increase,abstract
82,M Elagouz; S Abou-Shleel; A Belal; M El-Mohandes,,change_process,,"['Egypt', 'Andorra', 'Nile Delta']","decrease areas. A continuous increase in agricultural, urban,",abstract
82,M Elagouz; S Abou-Shleel; A Belal; M El-Mohandes,,change_process,,"['Egypt', 'Andorra', 'Nile Delta']",vegetation areas and a continuous decrease in water bodies and sand,abstract
82,M Elagouz; S Abou-Shleel; A Belal; M El-Mohandes,,change_process,,"['Egypt', 'Andorra', 'Nile Delta']",agricultural area recorded the highest increase during the period from 1987,abstract
82,M Elagouz; S Abou-Shleel; A Belal; M El-Mohandes,,land_cover,,"['Egypt', 'Andorra', 'Nile Delta']","2015. However, in urban area, the highest increase was",abstract
82,M Elagouz; S Abou-Shleel; A Belal; M El-Mohandes,,change_process,,"['Egypt', 'Andorra', 'Nile Delta']","urban area, the highest increase was recorded during the period",abstract
83,Abel Chemura; Donald Rwasoka; Onisimo Mutanga; Timothy Dube; Terence Mushore,,land_cover,,"['Andorra', 'Zimbabwe']",that the percentage of the plantation land cover types decreased slightly,abstract
83,Abel Chemura; Donald Rwasoka; Onisimo Mutanga; Timothy Dube; Terence Mushore,,land_cover,,"['Andorra', 'Zimbabwe']",in the basin were from plantation where land cover types with,abstract
83,Abel Chemura; Donald Rwasoka; Onisimo Mutanga; Timothy Dube; Terence Mushore,,change_process,,"['Andorra', 'Zimbabwe']",was partly explained by the decrease in plantation cover type.,abstract
83,Abel Chemura; Donald Rwasoka; Onisimo Mutanga; Timothy Dube; Terence Mushore,,land_cover,,"['Andorra', 'Zimbabwe']",explained by the decrease in plantation cover type.,abstract
85,Aman Srivastava; Pennan Chinnasamy,,land_cover,,"['Powai', 'India', 'Canada', 'Andorra']","), ecological components (forest, vegetation, lake,",abstract
85,Aman Srivastava; Pennan Chinnasamy,,land_cover,,"['Powai', 'India', 'Canada', 'Andorra']","(forest, vegetation, lake, barren land),",abstract
85,Aman Srivastava; Pennan Chinnasamy,,land_cover,,"['Powai', 'India', 'Canada', 'Andorra']",". LULC of 2018 showed forest, having an area cover",abstract
85,Aman Srivastava; Pennan Chinnasamy,,land_cover,,"['Powai', 'India', 'Canada', 'Andorra']","Despite rapid construction activities, forest cover and Powai lake remained",abstract
85,Aman Srivastava; Pennan Chinnasamy,,land_cover,,"['Powai', 'India', 'Canada', 'Andorra']",", forest cover and Powai lake remained unaffected. This anomaly",abstract
85,Aman Srivastava; Pennan Chinnasamy,,change_process,,"['Powai', 'India', 'Canada', 'Andorra']",unwarranted floods owing to the rise of 6% in the,abstract
85,Aman Srivastava; Pennan Chinnasamy,,land_cover,,"['Powai', 'India', 'Canada', 'Andorra']",of 6% in the forest cover and a decline of,abstract
85,Aman Srivastava; Pennan Chinnasamy,,change_process,,"['Powai', 'India', 'Canada', 'Andorra']",the forest cover and a decline of 21% in water,abstract
85,Aman Srivastava; Pennan Chinnasamy,,land_cover,,"['Powai', 'India', 'Canada', 'Andorra']","water hyacinth cover over Powai lake. Due to this,",abstract
87,Jamal Alawamy; Siva Balasundram; Ahmad Husni; Mohd Hanif; Christopher Boon,,change_process,,"['Andorra', 'Libya', 'Mediterranean', 'Al-Jabal Al-Akhdar']",factors behind LULC changes and decline of natural vegetation in the,abstract
87,Jamal Alawamy; Siva Balasundram; Ahmad Husni; Mohd Hanif; Christopher Boon,,change_process,,"['Andorra', 'Libya', 'Mediterranean', 'Al-Jabal Al-Akhdar']",changes were indicative of a decrease in the expanse of the,abstract
87,Jamal Alawamy; Siva Balasundram; Ahmad Husni; Mohd Hanif; Christopher Boon,,land_cover,,"['Andorra', 'Libya', 'Mediterranean', 'Al-Jabal Al-Akhdar']",expanse of the natural Mediterranean forest which lost 9018 ha over,abstract
87,Jamal Alawamy; Siva Balasundram; Ahmad Husni; Mohd Hanif; Christopher Boon,,land_cover,,"['Andorra', 'Libya', 'Mediterranean', 'Al-Jabal Al-Akhdar']",taken to conserve the natural forest and to achieve a rational,abstract
87,Jamal Alawamy; Siva Balasundram; Ahmad Husni; Mohd Hanif; Christopher Boon,,land_cover,,"['Andorra', 'Libya', 'Mediterranean', 'Al-Jabal Al-Akhdar']",achieve a rational use of agricultural land in the region of Al,abstract
88,H Imran; Anwar Hossain; • Saiful Islam; Ataur Rahman; Md Abul; Ehsan Bhuiyan; Supria Paul; Akramul Alam,,land_cover,,"['Andorra', 'Dhaka']",The results show that the built-up area in Dhaka city increased by,abstract
89,Swapan Talukdar; Pankaj Singha; Susanta Mahato; Swades Pal; Yuei-An Liou; Atiqur Rahman,,land_cover,,"['Andorra', 'RoC', 'LULC', 'MD', 'United Arab Emirates']","learning algorithms, namely random forest (RF), support",abstract
90,Motuma Shiferaw; Michael Nones,,land_cover,,"['Andorra', 'Canada']",": waterbody, grass/swamp, built-up,",abstract
90,Motuma Shiferaw; Michael Nones,,land_cover,,"['Andorra', 'Canada']","-up, agriculture; forest; and shrub. The",abstract
90,Motuma Shiferaw; Michael Nones,,land_cover,,"['Andorra', 'Canada']",watershed experienced a reduction in forest and shrubs of about -40,abstract
90,Motuma Shiferaw; Michael Nones,,change_process,,"['Andorra', 'Canada']",", LCM simulated a significant decrease in both forest and shrubs",abstract
90,Motuma Shiferaw; Michael Nones,,land_cover,,"['Andorra', 'Canada']",a significant decrease in both forest and shrubs (around -70,abstract
90,Motuma Shiferaw; Michael Nones,,change_process,,"['Andorra', 'Canada']",is worth noting that a decrease in natural forests can drive,abstract
90,Motuma Shiferaw; Michael Nones,,change_process,,"['Andorra', 'Canada']","natural forests can drive an increase in soil erosion, fostering",abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,change_process,,"['Andorra', 'Maryland', 'Somerset County']","Sea level rise is reshaping the coasts,",abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,land_cover,,"['Andorra', 'Maryland', 'Somerset County']",transition. We hypothesized that marsh migration may vary by upland,abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,land_cover,,"['Andorra', 'Maryland', 'Somerset County']",", we found that 'agricultural land' and 'scrub shrub",abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,land_cover,,"['Andorra', 'Maryland', 'Somerset County']",' and 'scrub shrub wetland / forested wetland' cover,abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,land_cover,,"['Andorra', 'Maryland', 'Somerset County']",scrub shrub wetland / forested wetland' cover classes were more,abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,change_process,,"['Andorra', 'Maryland', 'Somerset County']",classes were more likely to transition to 'emergent wetland' than,abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,land_cover,,"['Andorra', 'Maryland', 'Somerset County']",to transition to 'emergent wetland' than 'forest/,abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,land_cover,,"['Andorra', 'Maryland', 'Somerset County']",emergent wetland' than 'forest/scrub shrub' or,abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,land_cover,,"['Andorra', 'Maryland', 'Somerset County']",", two wellknown predictors of marsh migration. Over only 8",abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,land_cover,,"['Andorra', 'Maryland', 'Somerset County']",which 5.7 km 2 was agricultural land. This represents a loss,abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,land_cover,,"['Andorra', 'Maryland', 'Somerset County']","over 2% of the farmland in the county, the",abstract
91,Keryn Gedan; Rebecca Epanchin-Niell; Man Qi,,land_cover,,"['Andorra', 'Maryland', 'Somerset County']",of which converted to emergent wetland during the study period.,abstract
92,Peter Potapov; Matthew Hansen; Indrani Kommareddy; Anil Kommareddy; Svetlana Turubanova; Amy Pickens; Bernard Adusei; Alexandra Tyukavina; Qing Ying,,change_process,,"['Andorra', 'United Arab Emirates']",archive and inconsistent coverage of clear-sky observations hamper land,abstract
92,Peter Potapov; Matthew Hansen; Indrani Kommareddy; Anil Kommareddy; Svetlana Turubanova; Amy Pickens; Bernard Adusei; Alexandra Tyukavina; Qing Ying,,land_cover,,"['Andorra', 'United Arab Emirates']","global extent for water, forest, and crop mapping.",abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']",". Other cultivated areas of cropland, built-up,",abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']","oil palm, and banana plantation covers increased by 21,360 ha",abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']","%), while dense forest, rubber and tea plantation",abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']","forest, rubber and tea plantation covers decreased by -44,945 ha",abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']","of other cultivated areas of cropland by smallholders, contrary to",abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']",of other cultivated areas of cropland and agro-industrial plantations,abstract
93,Ewane Ewane,,change_process,,"['Andorra', 'Cameroon', 'United Arab Emirates']",expansion of builtup areas and decrease in agro-industrial plantation,abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']",decrease in agro-industrial plantation covers were highest in the,abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']",paradigm of horizontal expansion of agricultural land and built-up areas,abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']","of other cultivated areas of cropland by smallholders, contrary to",abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']",narrative of agro-industrial plantation and built-up area,abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']",agro-industrial plantation and built-up area expansion from 1986 to 2018,abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']",to 2018. • Dense forest and rubber plantation covers decreased,abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']","• Dense forest and rubber plantation covers decreased, while oil",abstract
93,Ewane Ewane,,land_cover,,"['Andorra', 'Cameroon', 'United Arab Emirates']","while oil palm and banana plantation covers increased, owing to",abstract
93,Ewane Ewane,,change_process,,"['Andorra', 'Cameroon', 'United Arab Emirates']",owing to local economics and increase in local and international palm,abstract
94,Wakjira Takala Dibaba; Tamene Demissie; Konrad Miegel,,change_process,,"['Andorra', 'United Arab Emirates']",2017   were used to develop the land use maps and,abstract
94,Wakjira Takala Dibaba; Tamene Demissie; Konrad Miegel,,land_cover,,"['Andorra', 'United Arab Emirates']","the past three decades, agricultural land, commercial farm, built",abstract
94,Wakjira Takala Dibaba; Tamene Demissie; Konrad Miegel,,land_cover,,"['Andorra', 'United Arab Emirates']","while forestland, rangeland, grazing land, and swampy areas have",abstract
94,Wakjira Takala Dibaba; Tamene Demissie; Konrad Miegel,,change_process,,"['Andorra', 'United Arab Emirates']","the study area. A decline in agricultural yield, loss",abstract
94,Wakjira Takala Dibaba; Tamene Demissie; Konrad Miegel,,change_process,,"['Andorra', 'United Arab Emirates']","and soil degradation, and decline of water resources are the",abstract
95,Said Salloum; Mostafa Al-Emran; Azza Monem; Khaled Shaalan; ⋅ Shaalan,,change_process,,"['Andorra', 'Cambridge']",that there was a booming increase in the number of,abstract
96,Dirk-Jan Van De Ven; Iñigo Capellan-Peréz; Iñaki Arto; Ignacio Cazcarro; Carlos De Castro; Pralit Patel; Mikel Gonzalez-Eguino,,change_process,,"['Japan', 'India', 'Andorra', 'South Korea', 'EU', 'United Arab Emirates']",Although the transition to renewable energies will intensify the,abstract
96,Dirk-Jan Van De Ven; Iñigo Capellan-Peréz; Iñaki Arto; Ignacio Cazcarro; Carlos De Castro; Pralit Patel; Mikel Gonzalez-Eguino,,change_process,,"['Japan', 'India', 'Andorra', 'South Korea', 'EU', 'United Arab Emirates']",enforced to avoid a significant increase in their life cycle emissions,abstract
96,Dirk-Jan Van De Ven; Iñigo Capellan-Peréz; Iñaki Arto; Ignacio Cazcarro; Carlos De Castro; Pralit Patel; Mikel Gonzalez-Eguino,,change_process,,"['Japan', 'India', 'Andorra', 'South Korea', 'EU', 'United Arab Emirates']","As a consequence, the transition to these sources of energy is",abstract
97,Yanru Wang; Xiaojuan Zhang; Peihao Peng,,land_cover,,"['Andorra', 'Derong County', 'China', 'Hengduan Mountains', 'Dianyagong', 'Waka']","From 1992 to 2018, shrubland and grassland decreased, while",abstract
97,Yanru Wang; Xiaojuan Zhang; Peihao Peng,,land_cover,,"['Andorra', 'Derong County', 'China', 'Hengduan Mountains', 'Dianyagong', 'Waka']","to 2018, shrubland and grassland decreased, while built-",abstract
97,Yanru Wang; Xiaojuan Zhang; Peihao Peng,,land_cover,,"['Andorra', 'Derong County', 'China', 'Hengduan Mountains', 'Dianyagong', 'Waka']",", snow, forestland, water body, and cropland area increased",abstract
97,Yanru Wang; Xiaojuan Zhang; Peihao Peng,,land_cover,,"['Andorra', 'Derong County', 'China', 'Hengduan Mountains', 'Dianyagong', 'Waka']",", water body, and cropland area increased. (2",abstract
97,Yanru Wang; Xiaojuan Zhang; Peihao Peng,,change_process,,"['Andorra', 'Derong County', 'China', 'Hengduan Mountains', 'Dianyagong', 'Waka']",The ESV with an overall decrease of 0.25 × 10 8,abstract
97,Yanru Wang; Xiaojuan Zhang; Peihao Peng,,change_process,,"['Andorra', 'Derong County', 'China', 'Hengduan Mountains', 'Dianyagong', 'Waka']","In contrast, the main decrease factor of ESV was the",abstract
97,Yanru Wang; Xiaojuan Zhang; Peihao Peng,,change_process,,"['Andorra', 'Derong County', 'China', 'Hengduan Mountains', 'Dianyagong', 'Waka']",factor of ESV was the increase in agricultural economic development and,abstract
97,Yanru Wang; Xiaojuan Zhang; Peihao Peng,,change_process,,"['Andorra', 'Derong County', 'China', 'Hengduan Mountains', 'Dianyagong', 'Waka']","of ESV was on the decline, and with the greatest",abstract
98,Shawky Mansour; Mohammed Al-Belushi; Talal Al-Awadhi,,change_process,,"['Nizwa city', 'Oman', 'United Arab Emirates', 'Andorra']","a total of 37,465 ha increase in the built-up",abstract
98,Shawky Mansour; Mohammed Al-Belushi; Talal Al-Awadhi,,land_cover,,"['Nizwa city', 'Oman', 'United Arab Emirates', 'Andorra']","37,465 ha increase in the built-up area and urban growth by 2038",abstract
98,Shawky Mansour; Mohammed Al-Belushi; Talal Al-Awadhi,,land_cover,,"['Nizwa city', 'Oman', 'United Arab Emirates', 'Andorra']",expansion overly will occupy the arable land across the valleys along with,abstract
99,Waseem Mohd; Mohd Naikoo; Mohammad Rihan; Shahfahad Ishtiaque,,change_process,,"['Delhi', 'Andorra']",LULC have occurred with continuous increase in built-up area,abstract
99,Waseem Mohd; Mohd Naikoo; Mohammad Rihan; Shahfahad Ishtiaque,,land_cover,,"['Delhi', 'Andorra']",occurred with continuous increase in built-up area and open/fallow land,abstract
99,Waseem Mohd; Mohd Naikoo; Mohammad Rihan; Shahfahad Ishtiaque,,change_process,,"['Delhi', 'Andorra']",open/fallow land and decrease in agriculture land and vegetation,abstract
99,Waseem Mohd; Mohd Naikoo; Mohammad Rihan; Shahfahad Ishtiaque,,land_cover,,"['Delhi', 'Andorra']",the study time period. Built-up area increased by about 326 percent,abstract
99,Waseem Mohd; Mohd Naikoo; Mohammad Rihan; Shahfahad Ishtiaque,,land_cover,,"['Delhi', 'Andorra']",by 44 percent while the agricultural land and vegetation cover have decreased,abstract
99,Waseem Mohd; Mohd Naikoo; Mohammad Rihan; Shahfahad Ishtiaque,,land_cover,,"['Delhi', 'Andorra']",during the study period. Built-up area has mostly increased at the,abstract
99,Waseem Mohd; Mohd Naikoo; Mohammad Rihan; Shahfahad Ishtiaque,,land_cover,,"['Delhi', 'Andorra']",increased at the expense of agricultural land and vegetation cover while vegetation,abstract
99,Waseem Mohd; Mohd Naikoo; Mohammad Rihan; Shahfahad Ishtiaque,,land_cover,,"['Delhi', 'Andorra']","cover has been transformed into Built-up area, Ridge and Agriculture.",abstract
100,Sana Basheer; Xiuqu Wang; Aitazaz Farooque; Rana Nawaz; Kai Liu; Toyin Adekanmbi; Suqi Liu,,land_cover,,"['Andorra', 'SVM', 'MD', 'United Arab Emirates', 'Canada']","ML), and random forest/random tree (RF",abstract
100,Sana Basheer; Xiuqu Wang; Aitazaz Farooque; Rana Nawaz; Kai Liu; Toyin Adekanmbi; Suqi Liu,,change_process,,"['Andorra', 'SVM', 'MD', 'United Arab Emirates', 'Canada']","), are utilized to develop LULC maps over the period",abstract
100,Sana Basheer; Xiuqu Wang; Aitazaz Farooque; Rana Nawaz; Kai Liu; Toyin Adekanmbi; Suqi Liu,,change_process,,"['Andorra', 'SVM', 'MD', 'United Arab Emirates', 'Canada']","), are used to develop LULC maps for the same",abstract
100,Sana Basheer; Xiuqu Wang; Aitazaz Farooque; Rana Nawaz; Kai Liu; Toyin Adekanmbi; Suqi Liu,,land_cover,,"['Andorra', 'SVM', 'MD', 'United Arab Emirates', 'Canada']",% and 14.10% of forest areas have been turned into,abstract
100,Sana Basheer; Xiuqu Wang; Aitazaz Farooque; Rana Nawaz; Kai Liu; Toyin Adekanmbi; Suqi Liu,,land_cover,,"['Andorra', 'SVM', 'MD', 'United Arab Emirates', 'Canada']","has been converted into the urban area from 2017 to 2021,",abstract
