sentence_id,sentence,source,relationship,target,confidence
87,"Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood and local construction, (B) pruning for animal feed, (C) damage incurred by elephants, and (D) grazing impact.', 'graphic': {'@coords': '7,136.74,527.19,331.54,192.36', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_0', 'head': 'Table 1', 'label': '1', 'figDesc': '[Land use] change at a local level for the period[1984][1985][1986][1987][1988][1989][1990][1991][1992][1993][1994][1995][1996][1997][1998][1999][2000][2001][2002]', 'table': {'row': [{'cell': ['[Land use] type', '1984', None, '1997', None, '2002', None]}, {'cell': [None, 'Total (ha)', '%', 'Total (ha)', '%', 'Total (ha)', '%']}, {'cell': ['(A) Boala', None, None, None, None, None, None]}, {'cell': ['Croplands', '586', '7', '957', '12', '1,145', '14']}, {'cell': ['Grazing lands', '1,038', '13', '3,616', '44', '3,719', '45']}, {'cell': ['[Forest] lands', '6,434', '78', '3,614', '44', '3,323', '40']}, {'cell': ['Gallery forests', '191', '2', '62', '1', '62', '1']}, {'cell': ['Total', '8,249', '100', '8,249', '100', '8,249', '100']}, {'cell': ['(B) Yale Ćroplands', None, None, None, None, None, None]}, {'cell': [None, '2,184', '21', '2,735', '26', '3,205', '30']}, {'cell': ['Grazing lands', '3,169', '30', '5,006', '47', '5,112', '48']}, {'cell': ['[Forest] lands', '4,411', '41', '2,282', '21', '1,879', '18']}, {'cell': ['Gallery forests', '877', '8', '618', '6', '445', '4']}, {'cell': ['Total', '10,641', '100', '10,641', '100', '10,641', '100']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_1', 'head': 'Table 2', 'label': '2', 'figDesc': 'Regional [[land use]] dynamic in the southern area of Sissili and Ziro Provinces during 1986-2002', 'table': {'row': [{'cell': ['Land use', '1986', None, '2002', None, {'@cols': '2', '#text': 'Total change'}, 'Annual']}, {'cell': ['type', 'ha', '%', 'ha', '%', 'ha', '%', 'change (%)']}, {'cell': ['[Forest] lands', '209,561', '17', '197,747', '16', 'À11,814', {'@cols': '2', '#text': 'À6 À0.38'}]}, {'cell': ['Grazing lands', '738,176', '60', '632,828', {'@cols': '4', '#text': '51 À105,348 À14 À0.88'}]}, {'cell': ['Gallery forests', '75,949', '6', '55,919', '4', {'@cols': '3', '#text': 'À20,035 À26 À1.63'}]}, {'cell': ['Croplands', '213,414', '17', '340,606', '28', {'@cols': '3', '#text': '127,192 +60 +3.75'}]}, {'cell': ['Total area', {'@cols': '5', '#text': '1,237,100 100 1,237,100 100 1,237,100'}, '0', '0']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 5', 'label': '5', 'figDesc': 'Size of commercial farms possessed by agri-business actors and its proportion to the total cropland in each district in the southern region of Burkina Faso in 2002', 'table': {'row': [{'cell': ['Districts', 'Area (ha) a', 'Area in %', 'Proportion of croplands']}, {'cell': ['Bakata', '120', '3', '0.5']}, {'cell': ['Sapouy', '948', '27', '2.1']}, {'cell': ['Cassou', '1228', '35', '5.4']}, {'cell': ['Leo', '667', '19', '2.7']}, {'cell': ['To', '105', '3', '0.2']}, {'cell': ['Bie ´ha', '200', '6', '0.8']}, {'cell': ['Boura', '200', '6', '0.5']}, {'cell': ['Total/region', '3468', '100', '1.0']}, {'cell': [{'@cols': '3',",disturbance,AFFECTS,croplands,MEDIUM
87,"Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood and local construction, (B) pruning for animal feed, (C) damage incurred by elephants, and (D) grazing impact.', 'graphic': {'@coords': '7,136.74,527.19,331.54,192.36', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_0', 'head': 'Table 1', 'label': '1', 'figDesc': '[Land use] change at a local level for the period[1984][1985][1986][1987][1988][1989][1990][1991][1992][1993][1994][1995][1996][1997][1998][1999][2000][2001][2002]', 'table': {'row': [{'cell': ['[Land use] type', '1984', None, '1997', None, '2002', None]}, {'cell': [None, 'Total (ha)', '%', 'Total (ha)', '%', 'Total (ha)', '%']}, {'cell': ['(A) Boala', None, None, None, None, None, None]}, {'cell': ['Croplands', '586', '7', '957', '12', '1,145', '14']}, {'cell': ['Grazing lands', '1,038', '13', '3,616', '44', '3,719', '45']}, {'cell': ['[Forest] lands', '6,434', '78', '3,614', '44', '3,323', '40']}, {'cell': ['Gallery forests', '191', '2', '62', '1', '62', '1']}, {'cell': ['Total', '8,249', '100', '8,249', '100', '8,249', '100']}, {'cell': ['(B) Yale Ćroplands', None, None, None, None, None, None]}, {'cell': [None, '2,184', '21', '2,735', '26', '3,205', '30']}, {'cell': ['Grazing lands', '3,169', '30', '5,006', '47', '5,112', '48']}, {'cell': ['[Forest] lands', '4,411', '41', '2,282', '21', '1,879', '18']}, {'cell': ['Gallery forests', '877', '8', '618', '6', '445', '4']}, {'cell': ['Total', '10,641', '100', '10,641', '100', '10,641', '100']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_1', 'head': 'Table 2', 'label': '2', 'figDesc': 'Regional [[land use]] dynamic in the southern area of Sissili and Ziro Provinces during 1986-2002', 'table': {'row': [{'cell': ['Land use', '1986', None, '2002', None, {'@cols': '2', '#text': 'Total change'}, 'Annual']}, {'cell': ['type', 'ha', '%', 'ha', '%', 'ha', '%', 'change (%)']}, {'cell': ['[Forest] lands', '209,561', '17', '197,747', '16', 'À11,814', {'@cols': '2', '#text': 'À6 À0.38'}]}, {'cell': ['Grazing lands', '738,176', '60', '632,828', {'@cols': '4', '#text': '51 À105,348 À14 À0.88'}]}, {'cell': ['Gallery forests', '75,949', '6', '55,919', '4', {'@cols': '3', '#text': 'À20,035 À26 À1.63'}]}, {'cell': ['Croplands', '213,414', '17', '340,606', '28', {'@cols': '3', '#text': '127,192 +60 +3.75'}]}, {'cell': ['Total area', {'@cols': '5', '#text': '1,237,100 100 1,237,100 100 1,237,100'}, '0', '0']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 5', 'label': '5', 'figDesc': 'Size of commercial farms possessed by agri-business actors and its proportion to the total cropland in each district in the southern region of Burkina Faso in 2002', 'table': {'row': [{'cell': ['Districts', 'Area (ha) a', 'Area in %', 'Proportion of croplands']}, {'cell': ['Bakata', '120', '3', '0.5']}, {'cell': ['Sapouy', '948', '27', '2.1']}, {'cell': ['Cassou', '1228', '35', '5.4']}, {'cell': ['Leo', '667', '19', '2.7']}, {'cell': ['To', '105', '3', '0.2']}, {'cell': ['Bie ´ha', '200', '6', '0.8']}, {'cell': ['Boura', '200', '6', '0.5']}, {'cell': ['Total/region', '3468', '100', '1.0']}, {'cell': [{'@cols': '3',",disturbance,AFFECTS,grasslands,MEDIUM
88,"In fact, a major reason why farmers grow [cotton] is to gain access to fertilisers for their subsistence food",farmers,CAUSES,cotton_growth,HIGH
88,"In fact, a major reason why farmers grow [cotton] is to gain access to fertilisers for their subsistence food",cotton_growth,INCREASES_BY,fertiliser_access,MEDIUM
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",1975-1990,OCCURS_DURING,period,HIGH
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",1990-2010,OCCURS_DURING,period,HIGH
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",1.28 million ha,DECREASES_BY,26%,HIGH
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",1.28 million ha,CHANGE_TO,26% degraded savanna and farmland,MEDIUM
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",2.23 million ha,DECREASES_BY,53%,HIGH
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",2.23 million ha,CHANGE_TO,53% degraded savanna and farmland,MEDIUM
91,"At the local scale, the size of [crop] and grazing lands increased at the expense of shrinking of [forest] cover with distinct variation in magnitude of change between villages",forest,DECREASES_BY,crop,HIGH
91,"At the local scale, the size of [crop] and grazing lands increased at the expense of shrinking of [forest] cover with distinct variation in magnitude of change between villages",1. forest,DECREASES_BY,> crop: The decrease in forest cover is related to the increase in crop size.,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",decrease,OCCURS_DURING,between 1984 and 2001,HIGH
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",decrease,OCCURS_DURING,between 2001 and 2013,HIGH
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",woodland,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",shrub savannas,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",grass savannas,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",water body,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",tree savannas,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",gallery forest,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",woodland,CHANGE_TO,,LOW
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",shrub savannas,CHANGE_TO,,LOW
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",grass savannas,CHANGE_TO,,LOW
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",water body,CHANGE_TO,,LOW
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",tree savannas,CHANGE_TO,,LOW
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",gallery forest,CHANGE_TO,,LOW
93,The main finding of this study is the loss of vegetation cover over a 29 year period which is the result of conversion for [agriculture],loss,CAUSES,vegetation_cover_loss,HIGH
93,The main finding of this study is the loss of vegetation cover over a 29 year period which is the result of conversion for [agriculture],vegetation_cover_change,OCCURS_DURING,29_year_period,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",agricultural lands,INCREASES_BY,21778.79%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",tree savannas,DECREASES_BY,22.02%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",bare soils,INCREASES_BY,18.79%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",woodland,DECREASES_BY,22.02%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",gallery forests,DECREASES_BY,5.03%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",shrub savannas,DECREASES_BY,40.08%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",water bodies,DECREASES_BY,31.2%,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cropland was À0.4, À0.9, À1.6 and 3.8%, respectively",annual_rate_of_change,OCCURS_DURING,[region],HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cropland was À0.4, À0.9, À1.6 and 3.8%, respectively",forest,DECREASES_BY,0.4%,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cropland was À0.4, À0.9, À1.6 and 3.8%, respectively",grazing_land,DECREASES_BY,0.9%,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cropland was À0.4, À0.9, À1.6 and 3.8%, respectively",gallery_forest,DECREASES_BY,1.6%,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cropland was À0.4, À0.9, À1.6 and 3.8%, respectively",cropland,INCREASES_BY,3.8%,HIGH
96,Most of the transformed [forest] converted to woodland (3.6%) and [tree] [savanna] (1.5%),transformed_forest,CHANGE_TO,woodland,HIGH
96,Most of the transformed [forest] converted to woodland (3.6%) and [tree] [savanna] (1.5%),transformed_forest,CHANGE_TO,savanna,HIGH
97,"During independence, informal [urban] sprawl increased considerably, and public hygiene as well as environmental quality declined",urban,INCREASES_BY,considerable,HIGH
97,"During independence, informal [urban] sprawl increased considerably, and public hygiene as well as environmental quality declined",public hygiene,DECREASES_BY,,MEDIUM
97,"During independence, informal [urban] sprawl increased considerably, and public hygiene as well as environmental quality declined",environmental quality,DECREASES_BY,,MEDIUM
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",62%,MEASURES,increase,HIGH
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",urban,INCREASES_BY,increase,MEDIUM
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",urban,CHANGE_TO,urban,LOW
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",urban,CHANGE_TO,cropland,MEDIUM
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",62%,CAUSES,increase,LOW
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",increase,CAUSES,urban --CHANGE_TO-- cropland,MEDIUM
99,"This latest expansion has come at a high environmental cost as cocoa farmers have encroached on the most important remaining protected areas of the Upper and Lower Guinea [Forest] including Taï National Park, Bia National Park, Cross River National Park and Korup National Park",expansion,CAUSES,deforestation,HIGH
99,"This latest expansion has come at a high environmental cost as cocoa farmers have encroached on the most important remaining protected areas of the Upper and Lower Guinea [Forest] including Taï National Park, Bia National Park, Cross River National Park and Korup National Park",deforestation,AFFECTS,forest,HIGH
99,"This latest expansion has come at a high environmental cost as cocoa farmers have encroached on the most important remaining protected areas of the Upper and Lower Guinea [Forest] including Taï National Park, Bia National Park, Cross River National Park and Korup National Park",forest,LOCATED_IN,Guinea Forests,MEDIUM
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-native species, have been established to help meet increased demand for timber, fuelwood and pulp",forest,DECREASES_BY,natural,HIGH
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-native species, have been established to help meet increased demand for timber, fuelwood and pulp",natural,CAUSES,forest --DECLINE,MEDIUM
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-native species, have been established to help meet increased demand for timber, fuelwood and pulp",West Africa,LOCATED_IN,region,HIGH
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-native species, have been established to help meet increased demand for timber, fuelwood and pulp",increased_demand,CAUSES,establishment,MEDIUM
101,"2013), and only 4 percent of [agricultural land] is irrigated compared to 18 percent globally (You et al",agricultural land,MEASURES,4%,HIGH
102,"In Burkina Faso, supposedly more ""secure"" land inherited from within the lineage receives more hired labor, but is used longer before it is left [fallow]",Burkina,LOCATED_IN,Burkina Faso,HIGH
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shortened [fallow] periods have decreased soil fertility",bush-fallow system,DECREASES_BY,soil fertility,HIGH
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shortened [fallow] periods have decreased soil fertility",fallow period,CAUSES,decreased soil fertility,MEDIUM
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shortened [fallow] periods have decreased soil fertility",bush-fallow system,LOCATED_IN,farms,HIGH
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shortened [fallow] periods have decreased soil fertility",decreased soil fertility,AFFECTS,bush farms,HIGH
105,"In the regularly manured [crop] fields close to villages and camps, the species diversity of scattered [tree]s tends to increase with species such as Faidherbia albida, Detarium microcarpum, Prosopis africana, Ziziphus mauritiana, Sclerocarya birrea, Hyphaene thebaica and Adansonia digitata",increase_in_species_diversity,AFFECTS,scattered_trees,HIGH
106,"So during the dry season, you have a lot of big groups of people during the dry season cultivating [vegetables] or [water] melon",dry season,OCCURS_DURING,[during the dry season],HIGH
107,"Manure is therefore not more easily available to the farmers and it becomes beneficial for the farmers to raise livestock on the farm to ensure manure as a means to compensate for nutrients lost during [cultivation].'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'The case'}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'The regional context', 'p': [{'ref': {'@type': 'figure', '@target': '#fig_2', '#text': '1'},",cultivation,CAUSES,manure loss,HIGH
107,"Manure is therefore not more easily available to the farmers and it becomes beneficial for the farmers to raise livestock on the farm to ensure manure as a means to compensate for nutrients lost during [cultivation].'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'The case'}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'The regional context', 'p': [{'ref': {'@type': 'figure', '@target': '#fig_2', '#text': '1'},",farmers,ENABLES,livestock raising,MEDIUM
110,"According to it was assumed .'}, {'ref': {'@type': 'table', '@target': '#tab_0', '#text': '1'}, '#text': 'that only 25% of the non-cropped bush-grass-[savanna] is available as [fallow] in the [maize]-[fallow] rotation",non-cropped bush-grass-[savanna],DECREASES_BY,75% [fallow],HIGH
112,Similarly and found that chopping did not reduce recruitment density of other tree species,chopping,AFFECTS,tree species,MEDIUM
113,Strengthening and enforcing forest protection laws supplemented by a large and effective awareness could minimise the extent of agricultural encroachment into forests and preserve biodiversity within and around protected areas,agricultural_encroachment,CAUSES,deforestation,HIGH
113,Strengthening and enforcing forest protection laws supplemented by a large and effective awareness could minimise the extent of agricultural encroachment into forests and preserve biodiversity within and around protected areas,forest_loss,AFFECTS,biodiversity,HIGH
113,Strengthening and enforcing forest protection laws supplemented by a large and effective awareness could minimise the extent of agricultural encroachment into forests and preserve biodiversity within and around protected areas,protected_areas,LOCATED_IN,geographical_location,HIGH
114,When the local agricultural sector is competing for labor with an urban sector engaged in production of goods tradable outside the district declines in moisture encourage urbanization by offering alternative employment for farmers,declines,CAUSES,urbanization,HIGH
114,When the local agricultural sector is competing for labor with an urban sector engaged in production of goods tradable outside the district declines in moisture encourage urbanization by offering alternative employment for farmers,competition,CAUSES,decline,HIGH
116,These two countries are the world s largest cocoa producers and are in a post forest transition stage where their deforestation rates slowed down or reversed,two_countries,LOCATED_IN,world,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted in net deforestation,forest,DECREASES_BY,deforestation,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted in net deforestation,deforestation,CAUSES,loss,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted in net deforestation,forest,DECREASES_BY,deforestation,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted in net deforestation,deforestation,CAUSES,loss,HIGH
118,It resulted from an increase in the cultivated area and a reduction of the forest cover and the number of trees compared to the past,cultivated_area,INCREASES_BY,area,HIGH
118,It resulted from an increase in the cultivated area and a reduction of the forest cover and the number of trees compared to the past,forest_cover,DECREASES_BY,area,HIGH
118,It resulted from an increase in the cultivated area and a reduction of the forest cover and the number of trees compared to the past,number_of_trees,DECREASES_BY,number,HIGH
120,In the surroundings of the cities in the north of Nigeria for example in 2000 patches of grassland and shrubland were still visible whereas in 2015 these were converted to cropland Figure,cities,LOCATED_IN,Nigeria,HIGH
121,The size of other land use types decreased during the study period particularly the decrease was more notable in the gallery forest and grazing land,forest,DECREASES_BY,other_land_use_types,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,increase,INCREASES_BY,shrubs,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,shrubs,LOCATED_IN,Volta basin,MEDIUM
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,forest,LOCATED_IN,Volta basin,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,forest,INCREASES_BY,shrubs,MEDIUM
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,forest,LOCATED_IN,[south eastern and south western part],LOW
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,forest cover,LOCATED_IN,Volta basin,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,forest cover,INCREASES_BY,shrubs,MEDIUM
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,[south eastern and south western part],LOCATED_IN,Volta basin,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,[years 1988 and 2002],OCCURS_DURING,study period,LOW
123,Savanna cluster represents grassland with scattered trees grading into either open plain or woodland while herbaceous savanna refers to grassland,savanna,LOCATED_IN,grassland,HIGH
124,Settlements bare soil dry grass continued to increase despite the decline in cultivation within the reserves,settlements,INCREASES_BY,bare soil,HIGH
124,Settlements bare soil dry grass continued to increase despite the decline in cultivation within the reserves,settlements,INCREASES_BY,dry grass,HIGH
124,Settlements bare soil dry grass continued to increase despite the decline in cultivation within the reserves,increase in settlements,CAUSES,decrease in cultivation,MEDIUM
124,Settlements bare soil dry grass continued to increase despite the decline in cultivation within the reserves,within_the_reserves,LOCATED_IN,context,HIGH
125,Changing ethnic dominance could therefore be an important driver for change in land use strategies. type bibr Reenberg et al,ethnic_dominance,CAUSES,change,HIGH
126,Consequently changes in RUE have been suggested as an integral measure for evaluating land degradation and desertification and a number of authors have attempted to assess non precipitation related land degradation or the reverse in the Sahel by use of time series of RUE estimated wholly or partly by use of satellite remote sensing or using only ground measurements,changes,OCCURS_DURING,time series,HIGH
127,Additionally trees are long lived and therefore changes in tree populations are an indicator of long term changes,changes,OCCURS_DURING,long term,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,crop_residue_removal,AFFECTS,soil_quality,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,soil_quality,INCREASES_BY,reduced_water_runoff_erosion,MEDIUM
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,soil_quality,DECREASES_BY,adverse_effects_on_soil_yields,MEDIUM
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,50_to_70_percent_crop_residue_removal,CAUSES,adequate_benefits_to_the_soil,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,50_percent_or_more_crop_residue_removal,CAUSES,adversely_affected_soil_quality_crop_yields,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,2007a,OCCURS_DURING,study,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,US,LOCATED_IN,North_America,HIGH
129,As detailed below this range reflects uncertainties in how much of the TCL attributable to shifting agriculture constitutes deforestation as opposed to cyclical crop fallow rotations,shifting agriculture,CAUSES,deforestation,MEDIUM
